g0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	
g286	-2.4467692713226987	-3.7377602570526567	-1.7029048641591953	-2.5565461125575415	-3.9418592017639176	-3.7200015261070267	-4.183362613916327	-3.945357646940677	-2.4482172468737957	-2.6542720869862997	-2.2478885612033346	-3.0326483921202745	-4.412558963515545	-3.2927650140624354	-1.469321935079823	-3.374158718496498	-0.7943697684716094	-1.6154108034906145	-3.508519975132855	-1.2836815691539176	-1.6602332127403703	-1.3525878556565363	-2.1723240328004025	-1.2849782190003445	-2.4532097265150763	-2.3620503162029696	-1.7471919890238352	-1.5892681505523347	-2.019790397642771	-1.745952664194117	-1.1198803023541601	-1.3338069644233417	-3.1363532888380505	-2.552190202252912	-2.3014365610630105	-3.373120949278554	-3.4660356432844304	-2.0881320462594597	-3.4650140935963596	-2.9796009217807153	-2.459686998261298	-2.398512653811157	-1.1290395826960036	-0.6825384711096425	-2.897102726904711	-2.3620503162029696	-2.0681445105352556	-3.6464933203566248	-2.753214945811281	-4.650924649440615	-3.050825178724217	-1.9807564052581128	-1.692543495538879	-1.8566065813068122	-2.0348636655194334	-2.3620503162029696	-1.8829486625726815	-3.062866565628492	-2.9044184928361227	
g287	-4.3781942652528345	-2.8744612059682657	-2.7966910763525936	-2.8744612059682657	-4.906000727264453	-2.827942668880556	-2.8744612059682657	-2.8744612059682657	-2.8744612059682657	-6.843401459062589	-2.0364903639688694	-4.346189334575685	-1.8424750404841916	-2.8324673664326308	-3.4352296863199134	-3.313398179571504	-2.7067849184897876	-4.403725071443977	-2.7512708745820715	-3.2696374159613413	-1.973372720371388	-2.870345062997383	-2.2323079167338533	-3.258494182703512	-7.13375305615062	-2.8744612059682657	-3.478251308307379	-2.3872002525428964	-4.9146688975994435	-2.8744612059682657	-3.9143208209489995	-3.1792663322411707	-3.4195966870347747	-2.8744612059682657	-1.8063518764253659	-4.2700994150254	-3.109694957158416	-3.8696805935237713	-2.8744612059682657	-4.086277000609804	-2.6365799427734053	-3.156421292664675	-3.4728703960681258	-3.371573159790661	-3.1685896839910566	-2.9032955544327548	-2.401726276258316	-2.695516994641399	-2.769285431015736	-3.947256928029228	-3.1184637999563134	-1.5883134418124392	-3.4290739264902985	-3.436459935521398	-2.7545092049910442	-3.0827256033851023	-9.15676504069553	-2.3675828688272658	-1.542622141765763	
g288	-2.6199798847002875	-1.4580435494292747	-1.129926512254774	-1.0707180112601697	-3.68629627405862	-1.1725939297354584	-1.4580435494292747	-1.4580435494292747	-1.0888836936217805	-1.6643978392769812	-1.4580435494292747	-1.4580435494292747	-0.20472844039646473	-2.2514082433491978	-0.9384311507319971	-1.16554118690272	-1.495450790781853	0.003040879535368974	-4.370313445606169	0.26542489354458787	-1.4580435494292747	-1.9476731466704165	-2.2133902566520325	-1.0561521693349285	-3.4300952133112497	-1.2474021074586985	-2.128970166381481	-1.687660108368039	-1.4089219110773958	-1.1395949269554977	-1.5129706107432261	-2.181129810734135	-1.4580435494292747	-1.8405154784096691	-1.3030411508202937	-3.0874145117759837	-5.177234289806136	-0.28345679449995936	-1.4580435494292747	-3.0064546080903516	-2.5049598263394044	-1.4580435494292747	-1.9656603083840398	-1.3892848212969828	-1.4580435494292747	-2.4250595258865433	-2.322931116531189	0.10159629335697251	-3.041708159016749	-2.4956297811663486	-4.41669427941998	-2.1092404816797674	-1.4580435494292747	-1.4580435494292747	-2.515496793245997	-0.7936493452291893	-0.9859132732741162	-1.9176571075278743	-1.4580435494292747	
g289	-3.088236333106597	-2.9904407033798592	-4.014809709598922	-2.3942667380855793	-2.05848498335589	-1.1875067034550664	-2.5645207244231227	-2.605446347728112	-4.250549829422072	-2.4185349808663994	-1.7125324330985654	-1.8233402123095015	-2.5645207244231227	-4.025751471369172	-2.0337585573232557	-7.529753072209075	-3.280797279895538	-2.609367529394375	-1.9616087715674204	-2.5645207244231227	-1.593023676840371	-2.6480370406395846	-0.9128196151684191	-1.599978035442259	-5.146984840567938	-2.5645207244231227	-2.3431686793488242	-3.5879594922250453	-2.365440185740169	-1.8967534899803897	-3.4026505655494077	-2.5645207244231227	-2.5645207244231227	-3.655965999186771	-2.5645207244231227	-3.678855097111439	-2.893206812023693	-3.964114880552149	-1.748892951948645	-2.9230086399670423	-0.5846090837279524	-2.1357571888834443	-2.4020770094042487	-3.75002804240193	-5.284447470731955	-3.571218697195064	-2.5645207244231227	-1.9990193007721562	-3.421870871972477	-2.24008402145427	-2.566049214167614	-3.6659352109250523	-2.66465395414378	-2.5259866380983396	-3.8104357663168558	-7.133621369507752	-3.9503134770227066	-2.4186969639973586	-2.8358728017837285	
g290	-3.499946915340737	-3.8734774616983763	-1.9222921315980264	-3.1613269581174	-2.9322731823007637	-2.4872977725779	-3.1613269581174	-5.9048635910315594	-3.1613269581174	-3.1613269581174	-3.1613269581174	-3.2975942299697465	-2.407593196304254	-2.1683756578567324	-3.022507580880655	-3.5502892531078856	-2.860514787987814	-3.2395524989947977	-3.288924527041221	-4.033075822685444	-3.1125371174199343	-2.4516225640069504	-2.2896085712469603	-4.003529105436751	-4.651841927369741	-5.4313055267087575	-5.192658268357355	-3.3211204117946287	-2.8344623262140223	-3.906409537024443	-3.1613269581174	-7.95607881237842	-3.1613269581174	-4.869391697506631	-3.468831468910164	-3.1613269581174	-3.341684852620927	-3.1613269581174	-2.660379136656987	-7.885870329567637	-2.970401526860585	-3.3562095524507813	-3.844453846769285	-4.503718874318511	-3.9033085064311708	-6.361736689725221	-2.9587458015237433	-2.8414354689732373	-3.9733806517402854	-3.739823034648088	-2.763836828220929	-3.3067160098188593	-3.9825101815281103	-3.5385519068082227	-8.15943547789108	-4.053850676249662	-3.1613269581174	-3.366860845790831	-3.027404386581798	
g291	-0.9870881238925987	-3.4257957747113585	-2.6855146017491442	-1.8630551170208522	-2.1407619206173853	-1.3701575503835424	-1.845608627315863	-3.514100046444833	-1.8630551170208522	-2.9770768784618706	-2.25109915549233	-0.9625952854846526	-1.8630551170208522	-1.7986622353262032	-1.1398842025046945	-4.291058123908348	-5.721894368844284	-0.7932467653379306	-1.8630551170208522	-2.3804010592400418	-2.697902086616913	-1.4630519116606073	-1.2556356494766774	-2.2521503244953482	-1.8630551170208522	-2.1924670191430375	-2.4600679874799747	-3.947915810804014	-1.8630551170208522	-3.806197479437403	-3.442490506628904	-1.8630551170208522	-3.571801853768976	-1.8630551170208522	-1.8630551170208522	-1.8630551170208522	-3.4796781338520955	-1.8630551170208522	-1.2496336070384306	-2.8415181934986053	-1.2506596779043184	-3.127450155640023	-1.9941487690182136	-3.7194161039158065	-1.4107274004138504	-2.66958386876115	-1.8630551170208522	-1.1322458362345182	-3.5219207423054	-1.7545092049910442	-2.002194564754213	-3.1100561493558736	-3.1368354221273886	-1.7697035158140946	-1.8630551170208522	-1.8630551170208522	-1.8630551170208522	-2.8646069770519826	-3.5107382323263403	
g292	-2.672673931969099	-2.672673931969099	-3.663512763729671	-2.510966824448857	-3.641740586746548	-8.918916098589317	-2.3222166627532888	-2.672673931969099	-2.3184985602193704	-4.46649007485004	-0.6173925034548721	-2.672673931969099	-1.4332530255936045	-2.2787025945092094	-1.6910054707910747	-1.9481017325022127	-3.337738343452293	-1.1608885473404384	-4.9567372571586015	-1.5560115091959494	-2.211498030701065	-2.5716388892301527	-2.156678581385577	-4.262390069013487	-4.426662704874227	-3.1562669414538624	-2.828516447676442	-2.2886072970461733	-4.569367879522254	-2.624750332897176	-1.3085551688088626	-0.4693379139810095	-1.4148066865368287	-4.505274326698128	-1.5670876146618846	-2.672673931969099	-9.064938724898663	-3.4916354461339547	-2.343212602800147	-1.8256498329716604	-3.6886326739845945	-2.6598684675095883	-5.072383240099453	-1.6542630048359568	-3.5544580412353333	-3.7365174665123955	-2.2177256455049195	-1.8650483674582385	-2.6974902597448684	-2.7904792581867777	-2.194076941744883	-2.6387167371134437	-1.5864579075380687	-2.672673931969099	-1.845302738170593	-6.212062095665836	-3.78386279555175	-2.881039663793619	-2.7003286348995936	
g293	-1.38146813586137	-2.003507924971051	-2.003507924971051	-1.3803935474138815	-2.309280763575951	-2.3798227630387663	-2.003507924971051	-2.67637398697059	-3.7203114398480173	-3.499215891529862	-1.041500272323534	-1.3424075519260068	-0.9734067122593839	-3.53004069293156	-3.5026817467903038	-2.242990412208472	-2.26910184922891	-2.7409722268485353	-1.7907387985511733	-1.8292852590664734	-1.3456121220398412	-1.6795083901308954	-1.2278609687786466	-3.51705839642087	-2.003507924971051	-5.140420946387176	-2.060776431808262	-2.1420540279633578	-4.8232891562902696	-2.003507924971051	-1.911863831908989	-4.9961640728465015	-1.5003729728042374	-6.1852537032253165	-1.7057350985062842	-1.8662944474630012	-1.2612511831249735	-3.620458881846944	-1.1178437344828893	-2.003507924971051	-1.4565357918731066	-0.8445927032539409	-1.2789651391484793	-2.003507924971051	-1.4705608248494304	-2.1355733354091573	-4.280329039457279	-2.3653063736507636	-2.1829105360738734	-2.057217530147245	-1.5066846880296734	-1.3546967628469582	-1.2800438237368859	-2.1330461411265595	-2.0590319539536197	-2.003507924971051	-4.5958223304757775	-1.5936766750504785	-0.9001635078074924	
g294	-2.4949775942540775	-1.8597762833119589	-2.970853885171709	-2.4949775942540775	-1.9813544324604024	-2.4949775942540775	-2.4949775942540775	-4.727681491921211	-2.4949775942540775	-5.485738944721338	-2.4949775942540775	-2.4949775942540775	-0.7023624883278689	-2.8768900667310806	-2.4949775942540775	-2.475230198511516	-2.4949775942540775	-4.490018433946677	-4.724695382626773	-2.294342290539233	-2.4949775942540775	-1.9103120333536519	-2.4949775942540775	-3.977481337786669	-3.361629913504552	-2.4949775942540775	-1.7534824605905848	-4.059398720703575	-3.8167932541715612	-4.622813601220003	-4.106689362136772	-3.7779809140014264	-4.593253498503514	-2.9730724934723427	-2.7801852968936274	-3.3563898049301195	-3.426226848387891	-1.7523446500700408	-3.291761547558723	-3.3554164136671574	-7.805741852379976	-3.834653740556262	-2.4949775942540775	-2.4949775942540775	-5.876692966097399	-2.3638129811490343	-5.335349689300585	-4.5548869432670065	-2.183650969426505	-3.4749430326046182	-2.140781007377629	-2.4949775942540775	-2.6025956821993272	-4.340467031214169	-4.147646966790336	-1.796365317092463	-2.530714142996211	-2.7111996893170534	-2.4949775942540775	
g295	-1.8117510126686662	-1.962846799337871	-1.962846799337871	-5.302769917427213	-4.356800628334281	-2.5059018942539337	-1.962846799337871	-1.7534970537325592	-1.962846799337871	-1.962846799337871	-0.7137410007596549	-3.2654555473311495	-0.7348223802666362	-3.6110024492325765	-3.1229562651157465	-5.197907061604931	-3.5846376423756254	-1.962846799337871	-2.0647363966182315	-2.370705868913448	-1.3434578666500065	-2.6428466565415256	-2.0543263807940613	-3.8531696320413897	-1.962846799337871	-1.962846799337871	-2.2148629615270856	-2.6480460836801485	-1.962846799337871	-1.962846799337871	-3.8801280645257457	-1.962846799337871	-3.22943647656453	-1.962846799337871	-2.249938949851793	-2.915511155379873	-1.6115789888003924	-1.962846799337871	-1.9476842771595198	-1.962846799337871	-2.0912331977654466	-1.2342717757468251	-1.6766829700530472	-1.962846799337871	-2.156434156011019	-4.0636142072381425	-7.489410374447573	-1.962846799337871	-3.1736837862411997	-1.7347551560066816	-1.5075663517713211	-1.9811322791320343	-3.5105737999610285	-2.6792450044540543	-3.103196515754992	-1.962846799337871	-5.7436443570516404	-1.5463886585307267	-1.1284559586179295	
g296	-3.2751716395386428	-5.743180627016933	-2.2332553885350688	-4.9298305281042865	-2.404068654797272	-1.9356744728733752	-2.2332553885350688	-2.3457697874179235	-2.2332553885350688	-2.2332553885350688	-1.7213395752521454	-2.1380478109783843	-2.2091946054128537	-2.8520629519047045	-2.7812560235449095	-3.669670154734049	-2.4821135901715894	-1.792302019031077	-2.9353378452246455	-2.534545782865881	-2.0563111732521615	-2.1908588910729	-2.3101677000045138	-4.014893668708922	-2.2332553885350688	-4.420869294477824	-3.1421495498056977	-2.9038029279675266	-2.2332553885350688	-2.2332553885350688	-2.2332553885350688	-3.1739702135002617	-4.237523611953015	-2.2332553885350688	-2.5242676064776	-2.2332553885350688	-2.4748451846543715	-2.8956203954836863	-1.9718891884388787	-3.5798252762869303	-1.3078656558725983	-1.241966367191037	-2.4613148429184086	-2.2332553885350688	-2.0954750544165957	-2.3339742557614542	-3.615051911591453	-2.434449615013984	-2.7377063677686917	-2.8044709737097913	-1.9637569199178082	-1.6543856186899526	-0.888210136339458	-3.1336157984148048	-2.4750697635839796	-4.998053098868766	-3.5369082679666746	-2.5250230637401025	-1.9082094608504945	
g297	-2.9567058958299532	-2.100818181028563	-1.9027344128306247	-3.577283024019326	-5.849236540896478	-2.2513270463852453	-3.0614447043534074	-2.6868052385189114	-2.647603041338472	-2.906158613599996	-2.2711826313059635	-2.2513270463852453	-2.2513270463852453	-2.2513270463852453	-2.9742057522721317	-1.852417163902283	-4.5244269667341275	-2.2111372517117576	-2.2513270463852453	-5.69185817289856	-3.445085467519154	-3.6151968719555447	-3.0022408020159594	-4.058787895296294	-1.2464331146156882	-2.2519922567037884	-2.2513270463852453	-2.2513270463852453	-2.8583579484486763	-2.1834346973908243	-2.1045670766120366	-1.0329110934230283	-2.2513270463852453	-1.8113104386562622	-2.5970770384223556	-2.2513270463852453	-2.2513270463852453	-1.4947431826383994	-2.2513270463852453	-3.8908871440113573	-5.388452143094002	-2.2513270463852453	-2.656089667231482	-2.216927277231895	-1.5035274240138536	-4.78389856470248	-2.2513270463852453	-1.6816727452647093	-4.041598866277772	-2.2513270463852453	-2.7015199797175464	-4.471131871532638	-8.232798800455901	-2.2513270463852453	-5.381302762455435	-2.8632416239076806	-2.2513270463852453	-4.099091391894184	-2.2513270463852453	
g298	-1.9032739680271213	-1.946061329213917	-1.946061329213917	-2.5180398025495374	-5.571654327186599	-1.756335793011103	-1.946061329213917	-2.2030501284781945	-1.946061329213917	-1.946061329213917	-0.9264923273758111	-1.765626216128192	-1.946061329213917	-1.4577320433483614	-1.2454647721644196	-1.4540948737073114	-1.9838973905989155	-0.7529280305480236	-2.5773622401794785	-0.7144320656867855	-1.3470097110180412	-1.0195827202955239	-1.0481496496288774	-5.639879836308943	-4.414415927814205	-1.946061329213917	-2.959486260761718	-1.946061329213917	-2.1282320358386637	-1.946061329213917	-2.1675457961768063	-3.8843146943768434	-1.5357499660885958	-4.988202113864119	-1.3505261734096905	-1.2866490656781677	-1.946061329213917	-3.4174170219719184	-1.5516995040375288	-1.3193731815510137	-0.9008771886597563	-1.3789332403459351	-1.7309860097886671	-4.28974541901692	-3.647606657459909	-1.8316763166184407	-4.197502018775761	-4.431109443024654	-1.946061329213917	-1.445303103718367	-1.8364394392545402	-0.6240186399118947	-1.233817035160362	-2.5782924943979504	-1.9802610847287914	-3.3433912386136337	-6.156112606755028	-5.542138888077851	-0.7807899615021264	
g299	-2.9012678427675604	-2.313181791466973	-2.313181791466973	-2.8302801964445874	-3.0367508060162303	-2.4575537310555124	-2.313181791466973	-2.118300928672134	-3.40331135298247	-2.313181791466973	-1.9412041866979886	-2.027922046641493	-2.6825384711096425	-2.313181791466973	-5.577264081668918	-3.3654952009771617	-2.6794667997218418	-2.313181791466973	-4.396153450541429	-1.8845884821886363	-2.137311369567673	-2.167818041925958	-2.1213044738716538	-4.055694455899128	-2.313181791466973	-7.235642158001932	-2.6908797049374575	-1.603787890790761	-3.351719381037084	-2.313181791466973	-4.034973631673155	-2.313181791466973	-3.216558432725611	-7.027558723965268	-2.2418367066738116	-5.342356336616044	-3.9674262843355628	-2.313181791466973	-3.0446812442414637	-2.313181791466973	-2.554366513437961	-2.279234734693881	-2.3274497430188537	-2.313181791466973	-2.07293186442605	-2.8720551053904497	-3.0878560292232766	-2.320904144867589	-3.444180704381145	-2.471240667961247	-3.8331251926239713	-1.5608641368545688	-3.030442408913801	-2.582512001486334	-2.6952086236388273	-2.313181791466973	-2.313181791466973	-2.369370872205177	-1.4343365396801493	
g300	-1.5077263392221536	-1.762184073931033	-1.762184073931033	-1.8978337116139978	-2.2041998107793535	-2.3805062289133097	-1.762184073931033	-2.6303046017714284	-1.762184073931033	-3.5783597026554843	-1.2128383796728073	-2.5387732122253186	-1.2133467677734242	-3.8666384920105856	-1.9350895636876397	-1.022331746103267	-3.5126552516357243	-2.0331856526441237	-1.6660908696089243	-0.904067480683619	-1.8346887330203931	-1.7690543067234272	-1.9533776329432073	-1.762184073931033	-1.762184073931033	-1.762184073931033	-1.781930592684693	-1.3654030144703595	-3.5666371220011404	-1.762184073931033	-1.5695648444143353	-1.762184073931033	-3.209067856890583	-4.517540755063545	-1.5055741486802645	-1.762184073931033	-7.787107882183329	-1.762184073931033	-3.1584422438677113	-1.762184073931033	-0.985601855331391	-2.0584609454495975	-1.3427661100124377	-1.762184073931033	-2.432096356762606	-6.976837891756232	-1.762184073931033	-1.2455331849204838	-4.681503364507914	-1.4207503260763068	-3.552799577147247	-0.9217918806416228	-2.1633842445472475	-3.1321098601638515	-3.016319387084827	-1.762184073931033	-1.762184073931033	-0.911394318135964	-1.0051741154490785	
g301	-2.5184613181656275	-3.504684694754514	-1.9344945145503882	-2.6165782615324815	-2.3432565275887782	-2.5777325473094312	-2.247107574358448	-1.9344945145503882	-2.2296800561878154	-2.1017962919898356	-1.7711505323382024	-1.7438443866396338	-2.039577256347034	-1.9344945145503882	-1.9344945145503882	-3.9858046979182125	-1.9344945145503882	-1.9344945145503882	-1.9344945145503882	-1.9344945145503882	-1.4663330007357733	-3.7904712730697936	-2.3075585178716898	-2.673425837145315	-3.5975921510187163	-2.4200398100491958	-2.4005374679213896	-3.6458412605050414	-3.7517974591668177	-1.9344945145503882	-1.9344945145503882	-2.886864956086363	-3.0131828007779924	-1.9344945145503882	-1.9539197001319457	-3.9211672205698727	-2.514869986340035	-1.9344945145503882	-3.879393254678665	-1.9344945145503882	-1.9344945145503882	-2.418928400023878	-2.8156613006269753	-2.729683964285759	-2.0886167372669515	-2.032530339698036	-1.9583252552953399	-1.9344945145503882	-2.7334113281934544	-2.360652981492849	-2.453257131349913	-0.9214803365615705	-3.8282623174854864	-2.355770835211635	-2.3863250276349377	-1.4018025153414153	-2.6944333150933075	-3.4336917897283534	-1.6196739419844497	
g302	-1.5503720714710523	-2.120472943526326	-2.120472943526326	-1.518271207641202	-1.9202921676958442	-0.8710810827845527	-2.681371946146183	-6.382939289885122	-2.120472943526326	-3.196144763260039	-1.0638162575537216	-1.8059432145307102	-0.42680776105612106	-5.435370143959833	-2.3029877543889117	-2.946082370219539	-4.261745097338257	-2.120472943526326	-2.120472943526326	-3.3666718396489252	-1.1146849145434123	-2.120472943526326	-1.8464851773841189	-5.164936141546068	-3.70027049993725	-2.627984007911577	-4.118391132034701	-2.3705417245058924	-4.99815453119589	-2.120472943526326	-2.5200741321486064	-2.0878989617384778	-1.7036847399671806	-2.183225010010837	-2.19792427182527	-1.6794298314758733	-1.5963047142143987	-2.120472943526326	-2.496020382739969	-2.120472943526326	-1.8477308981146348	-0.7540663014379652	-1.3092807635759511	-3.484897166790923	-1.7987124271964292	-7.025485958872695	-3.6833704276415804	-4.252388146061826	-2.7594927135672935	-3.1839524936416046	-1.7108643342707863	-0.39699400630452497	-1.4208816553938297	-1.8368722941473634	-4.476870867193763	-2.120472943526326	-2.120472943526326	-2.0235278454180605	-1.0066082276644464	
g303	-4.087029520741539	-3.128648370738904	-3.3753125052592416	-2.6172006063433435	-4.962901776128966	-4.097178999146871	-4.88134153220653	-2.6172006063433435	-3.504005279039655	-3.256755629965793	-1.8437639075277277	-3.874437763684634	-2.6172006063433435	-2.282473816942893	-1.9948788764054814	-1.7759547850540884	-3.8328394125236036	-3.40956641459355	-3.1039901660781464	-2.9040620811636493	-3.3492148573554665	-2.408435467137284	-2.8860648486371545	-2.1328689602800504	-1.4398994220771195	-2.3210987836429915	-2.6172006063433435	-2.6172006063433435	-4.109826968648514	-1.928660180552099	-1.6370824332611278	-1.4459790066069202	-6.016735000639952	-3.486107478104467	-1.7037129361451544	-2.6172006063433435	-2.7910682824213024	-2.1501320097438574	-2.7549376366872322	-2.5594942297212553	-2.933462997604209	-2.8931960939939025	-4.288653819747241	-2.6172006063433435	-3.569866338415217	-2.6172006063433435	-4.423105252276854	-2.3155438889165345	-3.7216526315148246	-6.129920829119916	-2.6172006063433435	-4.032313148477435	-2.6172006063433435	-2.6172006063433435	-1.7174581868643481	-5.534040993958191	-3.623940822067039	-7.795221432438306	-2.6172006063433435	
g304	-3.4102181079863865	-3.1998783042541543	-5.3837160865542195	-4.015364863251754	-2.2382517766757917	-7.647227375706325	-3.584885174339293	-2.5893549735921644	-5.2406321034840895	-3.795276311774961	-3.733008423816789	-2.7313787688533693	-4.3530307653505	-2.834280248337627	-3.2353752871152923	-3.0334632172222236	-2.9373035356052006	-1.5595239964836283	-3.1752989379544108	-2.7175056316086748	-5.985375048242015	-2.1329765317703058	-1.917842440914574	-2.4845741578862808	-2.834280248337627	-3.0167163188091743	-2.2695191568525157	-3.020597990872024	-2.9629467710621764	-2.834280248337627	-3.9513084745465723	-2.834280248337627	-4.035342611623422	-2.834280248337627	-2.834280248337627	-2.8603576276704876	-1.5246867948971012	-2.834280248337627	-1.4730418005902424	-10.367184684259021	-1.8064225210798204	-2.841911199784801	-3.719305888648828	-2.575804546776935	-2.834280248337627	-2.834280248337627	-2.834280248337627	-4.0639592177058015	-2.834280248337627	-2.5181224429643327	-2.834280248337627	-6.129092593767222	-5.977172302464081	-2.834280248337627	-13.40417914415763	-2.834280248337627	-4.952639184631028	-2.650761558314338	-2.834280248337627	
g305	-2.975898263413759	-1.7399550680749145	-2.123565958599312	-4.018765756235433	-6.63627315071301	-6.518509263035982	-3.2870644394090864	-7.130007720382769	-2.126851421070896	-2.975898263413759	-6.528383411423283	-4.300149909721637	-2.975898263413759	-2.695909562179615	-2.63529759093816	-5.853659676853487	-2.084988578141979	-5.736973288560276	-3.5538649086366	-2.975898263413759	-1.8092258674652628	-3.215673590464822	-3.545979125879619	-3.0201999898845497	-1.994378684242989	-2.67661378898662	-2.975898263413759	-4.1598779371233	-6.316801220972321	-1.8426561369997452	-5.116590638092858	-1.7255272062675255	-2.975898263413759	-4.841799492371129	-2.25638335536879	-5.710102281849874	-4.754515046385883	-2.9203303923773305	-2.975898263413759	-2.7242872776228815	-2.975898263413759	-1.7866016998723335	-2.975898263413759	-2.3967489677224485	-2.570138765018381	-3.636341321088632	-3.6696774984594027	-2.9917827720511236	-2.211077130650724	-2.975898263413759	-4.941291726485843	-4.679317084176018	-2.975898263413759	-4.388633447687618	-3.2327960879322406	-1.6071330837692004	-4.780853416415253	-3.011238977368082	-4.073203826382541	
g306	-1.7711242775763236	-1.625564749822301	-1.1816271451146185	-2.4179257786036703	-3.1865639683704567	-1.4129615127717765	-2.43065668491288	-3.8460587652069833	-1.7711242775763236	-0.8413475793621329	-4.145740661049911	-4.436506793156488	-5.5889799355246685	-4.301275844651959	-0.9123036307833833	-0.8623233632317318	-1.7711242775763236	-0.8256575038008798	-1.7711242775763236	-1.6913688559656606	-1.3172253686086393	-2.7153247866471197	-3.4942163620034172	-0.8677916920697946	-2.465771022780775	-2.287536280063007	-2.672652945066862	-1.480027414349825	-2.35458238988233	-1.176951780511014	-2.5967366412061743	-1.7711242775763236	-2.7549376366872322	-1.7711242775763236	-1.546553009872585	-1.7711242775763236	-3.5103123910833607	-2.7973729030076284	-1.7711242775763236	-3.387869101124422	-3.199971103810226	-1.7711242775763236	-1.195853899988926	-0.9842969168638255	-3.4679899172057738	-1.7711242775763236	-2.809205643666213	-0.30074510990384495	-1.7711242775763236	-1.7711242775763236	-1.7711242775763236	-1.1393215989668484	-3.3911317262892005	-1.1037483044944685	-1.332879940193418	-1.7711242775763236	-4.216032824609478	-4.222430893717172	-1.7711242775763236	
g307	-3.972823295955121	-1.9992326903245283	-2.9919549224621123	-2.0353335479296226	-3.688020792355717	-1.2403259971770353	-1.7166423813817393	-2.521929028394067	-2.0353335479296226	-6.1768584928250885	-4.138656293564456	-2.796570787444631	-2.0353335479296226	-2.8225745616741986	-2.8830816953318377	-2.4142605767824965	-1.7253411490213506	-1.7181130621799123	-2.0353335479296226	-1.4001756854865262	-2.3610309267998626	-2.288494520966977	-2.0353335479296226	-2.773106802800456	-4.469731050687368	-3.0367034494195027	-2.681547790323475	-2.2844826135873118	-2.638132844614601	-2.2037810342684248	-0.538955563219561	-2.0353335479296226	-2.0353335479296226	-2.354825904512011	-2.2868461772842115	-2.0353335479296226	-6.276350926178013	-3.201178041552437	-2.0353335479296226	-2.0353335479296226	-3.3869134824524325	-2.0353335479296226	-2.8197095317288507	-2.5289728190561473	-4.505883866312328	-2.0353335479296226	-2.0353335479296226	-1.6477567344932804	-4.045469544294397	-1.7953984958979923	-2.0353335479296226	-2.729138603308822	-1.444753183879087	-2.2469842992842666	-2.3059453317488736	-3.2202511281760478	-0.4217665085345395	-3.384006740105609	-2.0353335479296226	
g308	-9.920327334365542	-3.0599776434215262	-3.8695983471613955	-2.479399735774611	-6.774562766812286	-3.0599776434215262	-4.054329976135928	-4.730156777279602	-5.356135684989686	-3.802772705209432	-3.4795896199678515	-2.8934747886501957	-3.002761073346252	-5.588910494728305	-3.0599776434215262	-3.148416846823441	-1.8851426087175114	-3.7632686104752042	-3.1963431127538398	-2.2507695347511936	-2.7522814646781706	-1.798260763214947	-2.1241444627619224	-1.6706260711842884	-2.357418561498451	-2.271684137862374	-4.669437010886903	-4.6889042912386945	-2.952712900761626	-1.8572493736099054	-2.576277701168008	-3.498886399238447	-3.0599776434215262	-1.6951665781540168	-1.916404006571051	-3.0599776434215262	-3.6883239109998125	-3.0179428272270203	-7.252970630798451	-3.6909449154929908	-7.981599638308883	-2.8794251028371876	-2.0862684236526583	-2.975101656559682	-2.4631990822146483	-3.4957274216458405	-2.8526359853543712	-3.291973489380194	-3.307701364622261	-3.552691225019152	-4.957095720768485	-2.017603973045395	-2.140920984669067	-3.0599776434215262	-2.296055907113998	-2.9049802899775248	-2.8178976120585415	-3.8422070593527966	-3.0599776434215262	
g309	-2.0566832754758892	-3.4610383768946082	-3.5071447262575153	-1.5217716008468707	-3.282129932965269	-1.832559855118393	-4.069902471618441	-2.0566832754758892	-2.1789135231811145	-2.0566832754758892	-0.7988856025541511	-2.0566832754758892	-2.0566832754758892	-1.3803973033220727	-3.60260619737989	-4.2596433289615385	-2.0566832754758892	-1.8323183693538612	-4.620465979296591	-2.75859421538793	-2.035265733017867	-2.1888775601263077	-2.074723628748088	-4.77081473456867	-2.0566832754758892	-3.2563971416039212	-4.452969565955046	-2.0566832754758892	-3.4058841327534104	-2.567468121261884	-1.1897033325056932	-0.019686555232228148	-1.608399431225368	-2.34598981441905	-2.6445506538819847	-1.73319067614513	-4.008473256138845	-2.714926901113779	-3.9926138744721476	-1.0423319988907884	-1.7243683173275517	-3.267857598230583	-3.2530784630235248	-2.4415873689076255	-1.8431736809110808	-3.4614594525731306	-2.0566832754758892	-0.8394437575434367	-2.0566832754758892	-2.753555427776625	-1.1083692852380032	-2.0566832754758892	-2.001778496069046	-0.7808172269431385	-1.6462115076390216	-3.6136013425423394	-5.544419584684674	-2.0566832754758892	-1.9059531484692658	
