g0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	
g632	-6.660806048858126	-3.2267463055446775	-1.5313020017667123	-2.2498360180873496	-3.37277419572861	-2.1001685371640857	-2.4005147493320105	-2.4005147493320105	-2.4005147493320105	-7.041353700513514	-3.354340391822328	-2.4005147493320105	-1.0164098545600444	-1.9107730579296047	-2.085870263916698	-2.000178905277427	-1.9132760077720903	-2.4403731010647687	-3.2056298847045444	-4.596499283499922	-3.070069662088	-1.8388114284043215	-5.257729513333736	-2.4005147493320105	-3.3998794722706225	-1.8199081669213815	-3.893410469720125	-2.4005147493320105	-2.09599922567576	-2.032176240380007	-3.7148302883286033	-2.2292808777773	-3.801442482323184	-2.4005147493320105	-1.24894767910791	-2.6758945024837133	-2.4005147493320105	-2.627734320295708	-6.686424427026935	-2.4005147493320105	-3.440822652716723	-2.363872390126755	-2.4005147493320105	-1.8890060913008848	-1.1214394352761015	-3.9198739466329444	-2.6721838910948836	-1.7611006634892477	-2.8142501433141702	-4.45438266351419	-3.4061716401005415	-2.223481586223901	-1.6045993312483824	-3.002159887780353	-2.0334041564565606	-2.1663148497486917	-2.4005147493320105	-4.637141666885024	-3.0212889003314674	
g633	-0.6729657324587442	-2.6486068629263246	-0.9819128149273246	-2.1280101999527052	-2.1280101999527052	-1.4458532332534875	-2.1280101999527052	-2.1280101999527052	-1.535524105160437	-7.299498065312192	-2.1280101999527052	-1.7915926164369607	-0.9695396115247257	-1.9485193086739103	-0.9080930418780637	-1.9697289061739975	0.24957883350436916	0.25679329212468627	-2.1280101999527052	-3.905125096237476	-0.44404252663146515	-3.3089733241944734	-2.1280101999527052	-2.5411896609089943	-2.334912901649511	-2.529564133602923	-2.2319012335466657	-2.1280101999527052	-3.0446574352317204	-2.1280101999527052	-2.1280101999527052	-6.259530031088884	-2.8326317948623605	-4.797427061878741	-0.8918114584582473	-2.342810021208893	-2.1280101999527052	-2.5607449628434176	-2.1280101999527052	-5.743435660089871	-4.160886611864519	-2.1280101999527052	-4.465893762400699	-3.033959423132444	-2.5478474041119514	-3.9904773929304027	-1.650208997678109	-4.051131269657145	-7.486874588017105	-1.2622924743131918	-2.5196604181875326	-3.00916999710486	-2.352790501287885	-5.877506974981636	-4.030437693846611	-2.427416845908091	-2.214923240564561	-2.1280101999527052	-3.036904725692137	
g634	-3.526365598791727	-0.5865640594981371	-1.2044358415787013	-2.2409089504153417	-1.4969281168490893	-0.5341425225699176	-1.4969281168490893	-3.317994903792102	-2.622722963987714	-2.0563771800254007	-0.8882074660888014	-1.4969281168490893	-0.35441453630485203	-1.9438160425111695	-0.6192040693858484	-0.04877180481131539	-1.3841129260839433	0.654948733690012	-1.4969281168490893	-0.49433057144128145	-3.320947395659519	-1.376859817788509	-6.92282833076766	-5.458294069379512	-1.4969281168490893	-1.794407300373731	-1.7988429342317878	-2.187615141065313	-0.9919262293003857	-4.199313681334886	-1.13187272326533	-1.4969281168490893	-1.576837083768469	0.006707342891239457	-2.656089667231482	-1.4969281168490893	-1.4969281168490893	-1.4969281168490893	-0.9690989619895777	-1.4969281168490893	-2.320313180624836	-1.4969281168490893	-1.616082860917554	-2.66403203974894	-1.4969281168490893	-1.4969281168490893	-1.4969281168490893	-0.6986698959846616	-2.7578426413999066	-1.8621083123533175	-1.4969281168490893	-1.7802546717646557	-1.3892016830027225	-1.4969281168490893	-4.17205743720947	-2.3044550951810656	-1.4969281168490893	-0.23852238012241184	-10.969571998925556	
g635	-1.5865551205392423	0.35397814300716096	-4.133701899526981	-1.14867271186639	-1.5863322683725605	-1.379451123565891	-2.4978527386358	-4.234864511082268	-0.8942173439133726	-2.6690240532455034	-1.5865551205392423	-1.646085071104865	-1.5865551205392423	-1.5865551205392423	-1.5865551205392423	-2.461354569401472	-1.5865551205392423	-1.5865551205392423	-2.0738305053169315	-5.287385555975834	-1.5865551205392423	-1.1731338751283948	-1.6289519557942553	-0.34362445020442955	-2.427579829410967	-1.076475025970291	-1.8053632143141871	-1.248498573011884	-2.0686951563493308	-1.6702816478875326	-1.6189337403604074	-1.5865551205392423	-1.5865551205392423	-1.5865551205392423	-1.5865551205392423	-3.0615771915319265	-1.0088302938491853	-4.565669935685254	-1.5865551205392423	-1.6220922154830684	-1.2321113388792002	-1.3225630203992118	-1.6235229008824539	-1.4265323994570014	-1.5865551205392423	-4.166536342609434	-1.9150921414032647	-1.6667915415954992	-2.0467898992540547	-2.944615516416734	-1.5865551205392423	-0.8368516790644368	-3.318887215351994	-2.377391949425141	-1.3357501941840197	-1.2777578292164729	-6.188091048523414	-2.2218250728582523	-2.7271407083128905	
g636	-1.5083049034587719	-3.968494135472934	-2.5570792606078587	-1.3101712774650733	-3.2921148012274357	-2.5570792606078587	-3.1433345463951814	-1.8056708375638462	-2.5570792606078587	-4.026774033359931	-7.441161397052423	-3.436117920883425	-0.40188447684942075	-7.257292425998043	-2.5570792606078587	-3.54495832839876	-3.550721989275319	-2.807416959278172	-2.874370056257745	-2.4657311745002763	-1.8734182569468802	-2.1041948498620613	-1.765523204848816	-2.5570792606078587	-7.285518447056477	-9.970040737089965	-3.408250125358764	-2.3598677647184783	-3.289248878704966	-2.923566778490048	-2.5570792606078587	-2.5570792606078587	-1.6946994885291304	-1.8448103410504242	-2.5570792606078587	-1.54768290525537	-4.242313095709444	-2.9660209962355104	-5.385096082291785	-1.9440380741598662	-3.564995339782523	-1.4045650863654584	-2.5570792606078587	-3.8018629497181116	-2.50122219817106	-2.082915067789554	-2.373626282536727	-1.3355608507460777	-2.973276414371148	-2.777145990100699	-1.967921732188729	-1.7340926844344178	-3.1916956848585873	-2.1794623745619854	-1.8369341411636513	-7.235929194418908	-2.5570792606078587	-2.5570792606078587	-2.4676610949113167	
g637	-2.021540936292037	-2.021540936292037	-0.696942899189292	-0.7854847248696962	-2.526759624003599	-2.161821103537052	-4.21300626172013	-2.021540936292037	-3.9014381471819033	-4.223363008253903	-3.6551169769763017	-2.0520451460845615	-3.0237038260446347	-5.124389768250844	-5.348650395063965	-2.0295055920063025	-2.302745715350595	-0.8893267341401244	-2.021540936292037	-2.5524779305452694	-2.021540936292037	-3.8676321576196306	-2.021540936292037	-3.0785758567428863	-2.642198043729042	-1.6976633999024628	-4.2543747308159094	-2.021540936292037	-2.1831136259850803	-0.4331653666938962	-0.902133046622552	-2.021540936292037	-2.9915073741136524	-3.995581738158435	-2.7869999401367926	-1.0243111240391867	-2.021540936292037	-1.1154942894122626	-3.0850987594009625	-4.190841764930465	-2.021540936292037	-4.722492224050927	-3.8493945738207893	-2.2690531712013766	-2.021540936292037	-1.2568142374964575	-2.6787922782971596	-0.27492025757682464	-4.610528343170306	-3.7145726858607406	-2.295128035543647	-1.3131221243530455	-2.021540936292037	-2.021540936292037	-3.497520298643974	-1.817709425045952	-1.6312115399089007	-1.6041869747386952	-2.021540936292037	
g638	-2.3653955803313234	-1.8742796801250128	-1.8742796801250128	-3.511740030241	-2.4152837402456493	-1.975510101343486	-1.8742796801250128	-3.12955715504668	-2.9093958454376807	-4.7592309193748745	-0.6212642215469081	-2.911380750645381	-0.5991582620878685	-0.7903794474009586	-2.300825080878422	-2.6490683125336436	-3.2772961690378013	-0.9283663691382918	-1.8742796801250128	-1.5743129757923195	-1.2570211066370969	-1.7949328495509493	-6.043957625877215	-3.4546610203564976	-1.8742796801250128	-1.8742796801250128	-1.838187114031138	-2.8156917724817077	-3.5525845738404103	-1.8742796801250128	-2.1574571592202747	-2.661108977718165	-1.9700114817090069	-1.6764154883134084	-0.8402959044741983	-2.260442193291751	-3.4198112836238166	-1.9401740541449488	-1.7511591700932638	-1.4028168784562294	-2.1556239891017692	-1.4870834147310212	-1.223879163032045	-2.654817120662893	-1.6345403730017822	-1.405971296482001	-1.8742796801250128	-1.8742796801250128	-1.3997454729042313	-1.7421397096152846	-1.2441006151912501	-2.3282464879821343	-2.0160334304392893	-1.8742796801250128	-2.1688102289797744	-1.6853846735355613	-5.999335359246631	-2.559383672837823	-1.3225125047299051	
g639	-1.9086806475209142	-1.5794939069501794	-1.5794939069501794	-2.311964701674797	-1.8888083970671339	-2.492809198538102	-1.5794939069501794	-3.012239661137274	-1.5794939069501794	-8.982507901032617	-0.27293518117345106	-1.658419516341285	-0.37392724922703074	-1.3301931198261616	-2.9638469645465286	-3.6749378539613335	-2.81757211487873	-1.5794939069501794	-1.8341536469090238	-2.211444576268613	-0.8519483725225366	-2.163733275852944	-1.8701762798508905	-1.5794939069501794	-1.5794939069501794	-1.5794939069501794	-3.060830604538309	-1.9096343235539457	-1.5794939069501794	-1.5794939069501794	-1.5794939069501794	-2.6412976760868974	-1.3688193348340032	-1.5794939069501794	-2.3652543389676195	-4.054056755686739	-2.0060199243491508	-1.5794939069501794	-1.3816297690979702	-1.5794939069501794	-4.486447000053144	-0.3922923561701904	-1.167905560399843	-1.5794939069501794	-1.0643501684298606	-1.922746061241409	-3.6648332616071677	-1.5794939069501794	-2.1323818251223323	-2.035549612849244	-1.3437544353482385	-1.194152863594327	-2.094957236909083	-2.33395970791847	-2.1113148009612073	-2.560847111393104	-1.5794939069501794	-2.5053857286844803	-0.7714213939345016	
g640	-1.7122156767739531	-1.8238489239997056	-1.8238489239997056	-2.933870845289851	-1.2673296372513114	-1.8238489239997056	-1.8238489239997056	-2.0839300426857856	-4.647753117995655	-1.8238489239997056	-1.5415717967425135	-1.5089863475169214	-1.5406733084539805	-4.2858482248331615	-5.1278158210502545	-1.8238489239997056	-1.5488854447948757	-1.8238489239997056	-1.6809694362188945	-3.239879566563845	-1.4337985784550569	-2.271280132817311	-2.0103610418937263	-10.545617755103914	-1.8238489239997056	-1.8238489239997056	-1.5458620175469486	-1.4109153624638602	-3.1778295019609946	-1.8238489239997056	-1.8238489239997056	-1.8981455677867236	-2.59565488595171	-3.054152616618569	-1.874761533743566	-2.127544715395768	-2.433981774608351	-1.8238489239997056	-1.0373014405559229	-1.8238489239997056	-1.8645649469126246	-0.8687424197995028	-1.5434671740801151	-3.2921713298421755	-1.2840258232260875	-3.5172582583453624	-2.5293392389484377	-2.445794280768375	-2.1309530009381223	-1.7016138281908948	-1.1799591343671272	-1.1278820290078242	-1.1221301330946272	-2.832590685997981	-1.5913098746528125	-1.4888963492245983	-3.465305663498552	-2.1499335097101784	-0.9342126443037928	
g641	-3.3237585929804165	-6.193001261483238	-2.3748835043246994	-2.3748835043246994	-1.4194801389545855	-2.3748835043246994	-2.0605898524178516	-3.0283339543701104	-1.4838920392380315	-3.4909167305092508	-2.9988232408990783	-2.3748835043246994	-4.493471986780629	-2.3748835043246994	-2.4778719169679033	-2.3748835043246994	-3.4507862556222118	-2.3748835043246994	-2.3748835043246994	-2.1809662513650165	-2.793406783643809	-2.0589477911320224	-3.093977590904776	-2.6548625494317433	-3.6958740397687873	-3.6822699016305545	-1.4890259317629035	-1.7368598004089313	-1.0088361000705237	-2.3748835043246994	-2.3748835043246994	-2.3748835043246994	-2.996829557119872	-2.1082324307583407	-8.069392297012156	-2.3748835043246994	-1.908328596966426	-2.3748835043246994	-3.246888425952959	-2.3748835043246994	-1.6938031001442237	-3.1429139523143155	-2.2447329586696254	-7.804899583602249	-3.2445073340581914	-4.610278134385243	-2.534629374232729	-1.7201983041104356	-4.09156028178172	-2.3579509649556982	-4.982257068533201	-1.4041564725610456	-4.014914659249895	-2.6311981327308027	-3.9189287551508154	-1.8138493827113988	-5.8620013233701345	-4.159963040996432	-0.739759913446955	
g642	-2.576802653960201	-2.174767384410694	-2.174767384410694	-2.784840804975311	-3.05749975747248	-1.9929423148537175	-2.174767384410694	-2.94957770955914	-4.422347174315486	-3.4590220956442277	-1.3205545818926847	-1.8666100815548914	-1.5196811010681637	-2.7611837977612983	-2.9053693546539603	-3.7720480178091584	-3.809656701728247	-2.174767384410694	-2.0537452516406915	-2.0817908691483207	-1.5185067830898182	-2.1331410683889716	-1.795042988879671	-3.3127959453635683	-2.174767384410694	-2.174767384410694	-2.180756922426621	-1.9667313640771042	-2.174767384410694	-2.174767384410694	-4.489626212712012	-6.644915516755317	-1.9590823267931443	-2.174767384410694	-2.8843381294323795	-2.9273261536987394	-1.8867955958761005	-8.103035358868556	-2.1173240869084875	-2.174767384410694	-1.5719819938891308	-1.8679470313400361	-1.8106371774148151	-2.174767384410694	-2.0889542765468554	-2.466799489114708	-2.174767384410694	-3.6755921403632956	-2.4165926005679474	-1.8797701696264069	-1.9727043759490925	-2.4236965201101572	-4.500701171805509	-2.675719345972436	-2.2010453616387102	-2.174767384410694	-5.910849005522048	-2.1481418425037333	-1.4470524565576115	
g643	-2.3728563926973236	-2.000294045422289	-2.000294045422289	-2.966810315432826	-2.280671092363637	-1.996392006942098	-2.000294045422289	-1.8246478619733315	-7.991875501186781	-2.6576273095473253	-1.0572895829392532	-1.3979840819531413	-1.1913694752268023	-1.9510942467109589	-2.314696705993178	-3.5212397885037365	-2.2755487946291573	-2.685867323038411	-1.5909577969123008	-2.276219536114876	-1.4562309459842226	-1.7851540274034985	-1.4911941155573287	-3.4634091245745053	-2.000294045422289	-6.736713240785585	-1.8337833189014001	-1.8029045868496731	-5.213683338972479	-2.000294045422289	-2.7347935694859524	-2.000294045422289	-2.283316328122915	-2.000294045422289	-1.9886646695173433	-2.000294045422289	-2.229815395972985	-2.000294045422289	-1.4671943278982342	-2.000294045422289	-1.6127874719519308	-1.2690844640305299	-1.4552851460697447	-7.88796705697405	-1.6899577568556685	-3.6103345156760662	-3.74800684408891	-2.44945389783615	-2.407340610912351	-1.9178042820945065	-1.9091357324437424	-1.0779209218889036	-1.2145850407653356	-1.9355530571244814	-1.1583391969820738	-2.8176941677153238	-2.000294045422289	-1.8036699396557783	-1.2124237746582147	
g644	-3.864592266363924	-4.427323720744046	-2.5495187631821365	-2.231691158808139	-11.556229331908364	-1.9862104686707718	-3.366817684726438	-2.752812810314312	-2.698079957296871	-3.8720910168947014	-2.752812810314312	-3.6819217618273994	-1.93406929937438	-2.2257404703308765	-3.915384894202633	-3.0395713250786094	-3.129834953362677	-1.0168184880273952	-2.752812810314312	-1.665761259327223	-2.752812810314312	-3.544020707258548	-3.11842621264332	-3.2935711193276225	-2.4507862556222118	-2.947806718207578	-2.752812810314312	-2.5618860324012473	-2.5434671740801154	-4.443838424623501	-3.2320638930649452	-1.9462602720683233	-2.752812810314312	-3.951417832267774	-1.6730761442018733	-2.2499115006632007	-2.752812810314312	-4.692171422854387	-2.752812810314312	-3.7477238695987207	-4.343987339430914	-1.8187829289371975	-9.75213216373207	-2.799410275079996	-2.9690001167947266	-2.752812810314312	-3.9075630481911965	-2.60588541203192	-2.2645679398027965	-3.6417784024930975	-4.180147424887514	-2.0032179106361725	-2.752812810314312	-2.752812810314312	-4.624652455801632	-5.36524690559466	-2.752812810314312	-3.4506080110453303	-5.130891075075287	
g645	-3.577611971761651	-1.657977830161089	-2.1784628371251924	-1.8080374293169548	-1.8080374293169548	-2.583774209516233	-2.2720534138387607	-1.4265013760922882	-2.1464034937974876	-2.20886108057299	-0.9157397597624924	-1.8080374293169548	-1.446942322361015	-1.0748026390694845	-1.0646639709564305	-0.7030481229841353	-1.6741484976675554	-1.8322310333923955	-1.3710454086582264	-1.3873512070682734	-4.112364932646427	-1.1608240328756738	-4.88807983387138	-1.7732350138683823	-1.748107642929842	-1.4128808402766886	-4.123250394339931	-2.3862797718199404	-2.54643079811558	-1.999498029463579	-1.3856764965673318	-0.3460796684274102	-2.187332563136201	-2.833248568434616	-1.179249996583514	-1.8080374293169548	-1.514004450897165	-1.3958679325555934	-1.8080374293169548	-3.933361604724343	-1.7209923430622982	-1.8080374293169548	-4.122634551389015	-3.448899242995211	-3.743690738254367	-1.8080374293169548	-1.8080374293169548	-1.9641790526952219	-5.274155208717499	-2.557267716899276	-1.8080374293169548	-1.8080374293169548	-1.8080374293169548	-1.8080374293169548	-2.274033787538929	-1.8080374293169548	-7.080944144081127	-4.0400197977481005	-1.8080374293169548	
g646	-1.0248482236540444	-2.4709522324481803	-2.4709522324481803	-3.6086457945865504	-7.073430176669895	-2.541744000913362	-5.047364654883719	-6.167080504536771	-2.3336905992804424	-2.8752272128546648	-1.3116817581426599	-2.894911992405004	-2.4709522324481803	-5.621552300650407	-2.2485191397020228	-2.6961900329787145	-2.789690941117621	-2.7161967290716342	-2.9323392574142844	-2.532624516988341	-2.2670379522106407	-3.00601412945062	-2.0566652449277183	-2.2915849531552817	-2.4709522324481803	-4.378320276873318	-4.974675182097421	-2.6356741075326093	-8.516164807253842	-2.4709522324481803	-2.4709522324481803	-2.4709522324481803	-3.7034319388588828	-2.2556735422962233	-1.6330226536942218	-2.4709522324481803	-4.650899278498917	-2.4709522324481803	-2.1581782009567836	-2.4709522324481803	-4.954771771923841	-2.6124345255110497	-1.6343791234743943	-2.4709522324481803	-3.1342110140528967	-2.4709522324481803	-3.8389187757789682	-3.101622907517243	-3.649003157758367	-1.7153010999126737	-3.7724284600292943	-1.7549911995962038	-1.7196517648026892	-2.4812433122993136	-3.0494629054956777	-2.4709522324481803	-2.4709522324481803	-6.0377077422672345	-1.386973850366196	
g647	-2.3758860006589324	-4.136878568223209	-0.9067805943053971	-1.9648378265641113	-2.1576566972066216	-1.7078684933378685	-1.7421107523369823	-1.8892091568243954	-1.738240537968775	-2.875131948079907	-1.9535181910316501	-1.2338407867177015	-1.9535181910316501	-1.9476341906347858	-1.3860158078560008	-3.017428734865926	-1.5459083542398921	-2.237510004895836	-2.435206278042682	-4.080888478390013	-2.4207271515553415	-2.0489971598024965	-2.5668354240186186	-2.171101999234263	-1.7065871361472327	-1.8227633844143685	-1.717790332845122	-2.137584316934455	-2.0319107229152844	-1.5092902275395232	-2.5165613393094204	-0.7125560744191691	-1.9535181910316501	-3.075653793784581	-1.6413606835350134	-1.3630631531400812	-1.9535181910316501	-1.0738578376279928	-1.9535181910316501	-1.0875616692455379	-2.2523427782283925	-6.502292607399721	-4.130977013722574	-2.1227112032276434	-3.097850765621998	-2.859310329512725	-1.9535181910316501	-1.3520353303828876	-1.9247768198869346	-3.928942515551691	-3.762371673885441	-1.9535181910316501	-1.9535181910316501	-2.1054359793563995	-2.7968013499961693	-1.7443179971877871	-3.5890146571762798	-2.105156632113166	-1.9535181910316501	
g648	-2.599156076648214	-3.491250896850499	-4.71192734715829	-2.2759455940083044	-2.2759455940083044	-2.2759455940083044	-2.939017416537004	-2.0040162774295167	-4.511167489111949	-4.5696659064056995	-2.2759455940083044	-2.7875078559587694	-0.5933936728701861	-6.852909037709275	-1.8640606807255846	-3.1585324159307806	-5.0249456861094375	-1.9702149703705754	-6.87275152548056	-3.524347284405495	-2.7175530779133306	-1.7397671409253987	-3.159589137162766	-1.2735070496153373	-1.8253685973948302	-1.6707730501539457	-4.140041897999912	-2.2759455940083044	-3.6150059515903425	-3.2394026178024835	-3.715722781944872	-2.7651896949756973	-2.2759455940083044	-2.923917093332673	-1.6576773787069412	-2.2759455940083044	-2.2759455940083044	-1.2405134710603136	-2.2759455940083044	-2.2759455940083044	-2.2759455940083044	-2.2759455940083044	-2.6569174248302896	-3.0425994414373987	-3.1956820537975843	-2.2759455940083044	-7.692187833060222	-2.7058339279016135	-2.9809898911427193	-2.2759455940083044	-4.322173373893619	-2.2759455940083044	-2.2759455940083044	-4.188953866675838	-2.128572664547252	-2.2191624791893267	-2.2164109213230723	-3.7724126884103706	-2.2759455940083044	
g649	-1.9461713184017482	-2.8404431444809703	-1.482694460230037	-1.482694460230037	-1.482694460230037	-0.7394467574886514	-1.482694460230037	-3.850515856968555	-1.14985987954548	-3.3618761039080365	-4.917351904429446	-2.827645623094628	-0.5006974975228548	-1.7291625183277592	-1.2624482136753568	-1.948586132078987	-1.482694460230037	-2.6267360017430175	-1.482694460230037	-2.120375779655039	-2.9878976408430784	-1.3017566249419403	-2.800465218277586	-0.490291998440602	-1.482694460230037	-1.2159852343496196	-2.434730392096611	-2.7601083124480854	-1.482694460230037	-1.0447318396918364	-1.7036001547395223	-0.6741461956262504	-2.8471234748866103	-1.8734182569468802	-1.1652176016712532	-1.482694460230037	-3.449253756300757	-1.482694460230037	-3.865130354832819	-1.482694460230037	-1.9394434383043526	-1.9204341501897255	-1.601500770470947	-2.1839000501206014	-0.8226051798992031	-1.9259878770420622	-1.482694460230037	-1.482694460230037	-1.964533739706458	-1.91391737467722	-1.482694460230037	-1.482694460230037	-2.919140441689127	-2.8666574326252077	-1.0382818532807472	-1.8494351245329381	-2.0979619336196556	-1.482694460230037	-1.482694460230037	
g650	-3.764009297184719	-3.024886121546729	-3.024886121546729	-3.682119894925445	-2.4515515378547503	-5.240059485337495	-3.024886121546729	-3.075374073268803	-4.935081840058452	-3.594248073237038	-2.472897627201626	-1.6347240402509307	-2.2978141243400914	-4.611427338326538	-7.3661879777175185	-10.400226101092649	-4.536322305410694	-3.024886121546729	-2.8994582532661015	-3.8134325069151918	-2.277149308138045	-3.7897328408054967	-5.184550484562753	-3.539108588161109	-3.024886121546729	-3.024886121546729	-3.8640522777822386	-3.9351899746300476	-3.024886121546729	-3.024886121546729	-3.324642914294834	-4.679890153671273	-2.183565767481528	-3.024886121546729	-5.624994164718646	-2.358365192410809	-2.5570299720726535	-4.891912649849978	-3.1026387416726875	-3.024886121546729	-2.6476844062632052	-1.6553123714427604	-2.820585769598073	-6.319690767900904	-3.187917495021164	-2.4138684282984686	-4.079182926962233	-3.024886121546729	-7.173174606917258	-3.7440173814487183	-2.1005768505858744	-2.9407776447485476	-5.422139932542544	-2.495882032587725	-3.3983316246654685	-3.024886121546729	-5.0762912726936475	-2.582909564326982	-2.3221805886133633	
g651	-2.0053652480642694	-6.119963079126355	-2.422466145354696	-3.7745908033071234	-3.5981493781320233	-3.3264681789187662	-2.422466145354696	-2.824157354442964	-8.165341979247113	-5.51579379685814	-1.3409705553895106	-2.3941302255282513	-1.1305960158899258	-2.7245828561688588	-3.57251740014495	-3.893860762459708	-5.2639413958554995	-2.422466145354696	-2.825598695152476	-2.0693368330592246	-1.8079472699596157	-3.104151429663007	-1.645534298349461	-3.972540169197123	-2.422466145354696	-2.422466145354696	-2.703736433381095	-1.9400245798918783	-2.422466145354696	-2.422466145354696	-4.405136576015171	-4.35216718052448	-2.0038542542335818	-5.102693270072076	-3.1136730535953316	-3.1936610929304354	-2.5496539070937025	-2.422466145354696	-2.502783136472105	-2.422466145354696	-2.4474616000554987	-1.2953369316663388	-1.7589750321604958	-2.422466145354696	-1.8564237252578568	-2.6303135343422115	-4.232698440476895	-2.422466145354696	-2.524757363341036	-2.931194383605577	-1.7642141308621122	-1.6252175650778762	-2.5613835099697644	-2.7371772049573737	-2.9074894383189465	-2.422466145354696	-5.568645334308112	-2.102620152916677	-1.0386730194860667	
g652	-2.8657488981028614	-5.770263447337092	-2.8262431641792993	-2.959183299683058	-2.913020627452524	-7.883936803410044	-2.2251130224051696	-4.547725926222002	-2.333770599307935	-2.8657488981028614	-3.3017850785011804	-2.8657488981028614	-2.8657488981028614	-3.8462226751707678	-2.3848021952927847	-2.7393431900918648	-6.044976508611014	-1.7305119674935352	-2.8657488981028614	-3.6719337913182675	-3.8069645815902238	-3.0702029437322724	-3.243687178246962	-3.0740734773505975	-2.7209828310277175	-2.2086876781233173	-2.30721574336599	-4.526107961171401	-2.8696489597525865	-1.7845027999201184	-1.5501565846181038	-3.8193164165430633	-3.655393263409135	-3.690367438823746	-3.4693986354196102	-2.8056910118720473	-4.944513336726259	-2.8657488981028614	-1.2287397952681038	-1.047773800977308	-2.0036054683207065	-2.8657488981028614	-4.464650908601141	-6.617948576099848	-2.8657488981028614	-1.97404137455513	-2.989042609706211	-5.181835291176136	-7.734963369316759	-2.987909086034891	-2.8657488981028614	-2.8657488981028614	-2.8657488981028614	-8.08379475298072	-2.8657488981028614	-2.8657488981028614	-6.053249380125189	-4.985841269757039	-5.000046166979984	
g653	-3.650815919974587	-4.1909050009284465	-1.596439950174576	-5.143028647631059	-2.8536367348719036	-1.9522438623809115	-4.515021714608003	-6.4292837209395834	-2.8936448851556293	-2.0469329705362735	-2.8936448851556293	-8.513694962559695	-1.184116391933026	-1.5471389272401808	-1.4462777622737353	-1.8699547819332916	-2.0618723203459144	-1.9957531917437081	-1.8587765000500565	-4.020232762288015	-7.576600223305875	-2.00665170787243	-1.7734766733949867	-2.920286707109735	-0.8312270496568037	-3.870410471775351	-2.8936448851556293	-2.861730739587744	-2.045842410206088	-2.1862093703822807	-3.578282154943908	-1.5983520595463243	-2.8936448851556293	-4.763519382442214	-1.6595721798955485	-3.4898531045579744	-2.2155060678110985	-1.5465698674791393	-11.4515781801438	-2.198467161067383	-4.095261740408051	-2.291549636868389	-3.6227460670552016	-1.8389817428595683	-2.8555776647406916	-3.8708430883568217	-3.255363539373459	-2.161227295619928	-2.884700355974453	-3.4117234946080734	-2.014715261440205	-2.874327740729503	-6.668594335741984	-2.0092861533202226	-1.8749308542109737	-2.938840405527586	-2.8936448851556293	-3.7570719527142056	-2.8490452610411157	
g654	-2.770193411537864	-2.770193411537864	-2.770193411537864	-3.45914584905424	-2.336894065634269	-2.770193411537864	-2.3586759410707554	-2.770193411537864	-2.770193411537864	-2.6062982543506994	-2.770193411537864	-5.989191522423502	-2.0105703025157546	-4.393182577811914	-5.588709135317905	-3.1401639966741883	-4.252828150576278	-2.479850349151449	-4.57599723092643	-2.669372765267465	-7.089074827892878	-3.3705611224173055	-5.934380265669884	-3.9538951071068658	-2.770193411537864	-4.793528809529401	-4.194989588920457	-2.4391755026711093	-4.20028666695807	-3.161937311939934	-3.558926227488805	-2.770193411537864	-2.6007829594678804	-7.483896397315687	-3.747415761873314	-2.770193411537864	-1.3068980355680169	-1.6405058171053999	-2.561409057734366	-3.385661417917685	-1.7612033594627112	-2.770193411537864	-3.0984314040717003	-3.603181143894852	-2.770193411537864	-1.3300988089627663	-3.1431815889055463	-1.9921902279162904	-3.2258147026521424	-4.902281342355929	-2.0512436787245085	-3.3524883854894165	-1.5917837939268396	-7.891237746461133	-3.064422578339577	-1.0903144392913275	-3.895781444706444	-1.9056233840409105	-4.257928233179901	
g655	-1.9849488074935169	-1.9849488074935169	-1.9849488074935169	-2.271732904743948	-2.1584293626044833	-2.8519796205424837	-1.9849488074935169	-2.637962212970336	-6.790815471715627	-3.6326074618408897	-2.2134839294587274	-2.69357442353752	-3.0000923354373823	-4.109291525212833	-2.0476843276332652	-2.1049580180873817	-2.8133473208460353	-2.084829442288747	-3.290123581377322	-2.7410204512292586	-2.7838071564132756	-2.6824180717121684	-1.8006260392781792	-3.628729761021448	-1.9849488074935169	-1.9849488074935169	-1.5535574230065796	-1.6015401728776169	-1.9849488074935169	-1.9849488074935169	-2.1922692018037635	-1.9849488074935169	-1.8389249691404426	-1.9849488074935169	-4.099261999650833	-4.0459627485285	-1.6394087310727865	-1.9849488074935169	-1.4175981495996093	-1.9849488074935169	-1.2386091882066597	-2.6063158247297773	-1.8039419390847204	-1.9849488074935169	-2.9646576192078027	-4.1920147167225705	-3.0569953900225313	-2.6391480710061885	-7.013042571620565	-1.9098403136556095	-1.6926414253540045	-1.8602685777562564	-1.2436666803243122	-3.1838869395382168	-2.261541700418554	-1.9849488074935169	-1.9849488074935169	-1.4635054042103102	-1.255866466627981	
