g0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	
g10	-2.009262921328968	-5.205563338195578	-2.261188937029684	-1.5466668025396115	-3.686684482528334	-4.29332344472413	-3.3225052883501083	-4.050502418794428	-3.075824085003446	-3.5404178722266413	-2.4649769099210603	-1.8730271437422346	-2.010424979419093	-2.423526234895169	-2.4649769099210603	-2.4649769099210603	-2.4649769099210603	-2.116197616503102	-2.77595972578207	-2.4649769099210603	-3.094291185363099	-1.4465411903009067	-4.004121656290407	-1.4058336719490039	-4.786862708000898	-2.9703777450852824	-2.4649769099210603	-4.853918320794531	-2.4649769099210603	-2.5777669993169523	-2.625044004031908	-3.5748415118595442	-4.057932212816123	-2.853084151912725	-2.4649769099210603	-3.3210366996699228	-3.7228007685523923	-4.950090477556942	-1.3404407270891008	-1.2388849661855592	-2.4649769099210603	-4.71330807052687	-2.4649769099210603	-3.2919452286716484	-2.4649769099210603	-2.9873598192212296	-2.4649769099210603	-2.0394699122031406	-3.589354973592164	-2.4649769099210603	-2.4649769099210603	-2.4649769099210603	-1.8825709164131057	-4.104821486803971	-2.4649769099210603	-2.2990276927772837	-2.4649769099210603	-4.68594159114174	-3.8173019551326446	-2.6197138438769216	-2.4649769099210603	-4.223322501009558	-2.1694201465224596	-2.4649769099210603	-1.8767311125056534	-2.4649769099210603	-4.799470536772154	-2.796479457764591	-1.2563557832937402	-2.2961905334737542	-4.412746903464858	-2.4649769099210603	-2.538332079043714	-2.4649769099210603	-2.4649769099210603	-3.929277033305188	-7.475984481745564	-2.4649769099210603	-8.374583611729712	-3.365871442474959	-3.6117553466077004	-4.086568647496417	-2.4649769099210603	-6.368849142274855	-2.4649769099210603	-2.992708912322147	-2.4649769099210603	-6.165660931835559	-3.9878175270426093	-2.4649769099210603	-4.178426977643841	-2.2947740433836357	-3.8133980262336475	-3.768845742751376	-2.597714408130004	-4.036039409667325	-2.2031034089028187	-2.765170586423646	-4.89168900615581	-4.847258435726419	-2.981650690121108	-3.6320027840309357	-1.5030775339919287	-3.070561669743882	
g11	-2.405450499913113	-7.3088303514530315	-2.784880575482705	-1.0898813815372526	-2.346664773208869	-2.0621222208638263	-1.8375321323846963	-1.4655399180732718	-1.0037788928419742	-1.5215089699601023	-1.594929664124738	-16.44303280974195	-5.783221422640498	-1.7675544739519933	-1.0406749607608679	-1.0422923260849573	-2.405450499913113	-1.7989527496402984	-4.530156306765324	-2.405450499913113	-4.266177130768909	-2.405450499913113	-0.3509573268463296	-2.8566424922816176	-0.9690884038018728	-3.193634693877545	-1.2810614374198943	-2.405450499913113	-2.405450499913113	-2.4274013246299675	-8.646166350461925	-2.405450499913113	-2.6020875398230943	-3.7165285847255047	-2.405450499913113	-1.9153914246821906	-3.179187922771281	-4.0286753384594824	-6.540862196451399	-4.515562788764908	-2.405450499913113	-3.100360306348953	-2.405450499913113	-2.22364329916394	-6.640973681241604	-2.405450499913113	-2.405450499913113	-1.0438372500691986	-0.5784131268372944	-0.8173077024838098	-0.1294182759454145	-1.4046873111092768	-1.7237734526778519	-0.6288314845015724	-2.608232280044003	-1.2906910692428584	-3.0930801556954406	-5.014017997221749	-2.405450499913113	-2.405450499913113	-0.5067625807997848	-2.405450499913113	-2.405450499913113	-2.405450499913113	-2.4104282460262545	-2.405450499913113	-3.6884029330515995	-1.5432989689917946	-2.088040034713085	-3.5746764597174723	-2.405450499913113	-2.405450499913113	-2.405450499913113	-2.894321922105463	-3.056491198838264	-3.78755829955121	-0.17023160671646545	-8.115384887891834	-30.63431844815247	-0.9159357352115255	-1.9279628192271199	-2.405450499913113	-0.09187882959386191	-6.247696700701571	-1.6174987428108853	-2.405450499913113	-2.0631076980109504	-2.405450499913113	-1.3266244895521186	-2.405450499913113	-4.848089241992333	-2.405450499913113	-4.074851262956544	-0.7830549369019276	-2.4059813693087397	-14.586799298635041	-1.8735557002753092	-1.022458665918522	0.056583528366367514	-0.9535030169318955	-0.49415128485945814	-2.6896598793878495	-2.458226401328238	-1.164237581305309	
g12	-2.6411536693949014	-2.1791728921358957	-2.518701058452435	-4.194786412602593	-1.8253670079274853	-15.818492543975283	-4.221084970454251	-3.525662605935157	-3.6319287907924074	-2.356975041986563	-2.936525409466018	-3.296034214504874	-2.1791728921358957	-2.1090475285429777	-2.1791728921358957	-2.235144328745296	-2.547088335060036	-1.6434054180038684	-2.6411536693949014	-0.8523025563861287	-5.270904091862896	-1.4419931087863516	-4.789062591781038	-1.6510573057993425	-1.8510008374122358	-3.1989241408325424	-2.1791728921358957	-2.1791728921358957	-3.851209033536544	-2.1791728921358957	-2.269610142826724	-1.815021540306669	-1.982790709967777	-1.455613533510315	-2.1791728921358957	-4.29251054805227	-2.1791728921358957	-0.6945547214464474	-1.642358694911193	-2.1791728921358957	-0.8059129478836978	-2.8354711391186314	-4.095912878484374	-1.6335239064899045	-2.1791728921358957	-4.9118041164744355	-0.9320859859115337	-4.748553568441418	-3.236783004144783	-2.1791728921358957	-2.1791728921358957	-2.1791728921358957	-6.797784160144268	-1.1181004969452384	-2.2209504471625414	-4.544561967599104	-1.4043053931610796	-3.1156642463599984	-2.1791728921358957	-3.885126621316862	-0.9026588912032982	-2.4846091880087133	-5.63737862570352	-2.49817873457909	-2.1303654441866064	-3.237863830098888	-2.148161027150656	-3.6574452545226794	-5.923560782381129	-2.316168825598677	-3.8685948974269744	-2.125321050792545	-2.1791728921358957	-2.1791728921358957	-2.1791728921358957	-2.1791728921358957	-4.052655516842349	-2.620600837474422	-2.1791728921358957	-2.1791728921358957	-3.4246102112555317	-1.4004917640810643	-1.3082871842179762	-2.1791728921358957	-2.0540927027897475	-1.9845024306046744	-1.871970611259359	-3.498667866653919	-2.1791728921358957	-1.8841677013474352	-2.1791728921358957	-3.232372855090892	-2.1791728921358957	-2.961282892427146	-2.1791728921358957	-2.1791728921358957	-2.8426975336810267	-2.1791728921358957	-3.684230250791253	-3.8185144010025036	-2.33772012287473	-2.441438468199543	-1.2959226856904709	-1.5014427519009832	
g13	-3.317606488937269	-4.515586715348821	-5.058893689053569	-3.74400226080761	-4.187594485776215	-2.2512226919979463	-2.6099927379084407	-8.830906230318977	-29.992686794099512	-5.1456053222469	-2.2512226919979463	-2.2512226919979463	-2.7563309190331373	-2.2512226919979463	-2.2512226919979463	-2.2512226919979463	-2.2512226919979463	-2.2512226919979463	-2.2512226919979463	-2.2512226919979463	-2.7388904710906985	-6.964162165012403	-2.2512226919979463	-1.5743258646124194	-4.663099670543708	-2.2512226919979463	-3.9759640645444905	-1.5390631021792334	-1.8313579644411608	-3.3679551868351876	-2.2512226919979463	-2.2512226919979463	-1.452846341187431	-1.4243004206078118	-2.2512226919979463	-2.5236701622428623	-0.8640711844735932	-2.2512226919979463	-2.2512226919979463	-1.7437139294149084	-2.7553564542606015	-3.7074538120496614	-2.2512226919979463	-2.2512226919979463	-1.1237482881371772	-1.0002885678659263	-2.2512226919979463	-3.2213628644061716	-1.4623560380701153	-3.104076998076231	-1.5323698882856238	-1.8110620064104042	-1.79823088180674	-1.4767391595472852	-1.3156609205114875	-1.7259471159217423	-3.5238360941587263	-2.486812479629145	-4.992632246784847	-2.780908941753803	-1.7446805592942116	-2.908334012478187	-3.2647725705717447	-4.215445764417382	-2.2603168310601913	-2.0698931436817833	-1.856382445692497	-3.3934218924962845	-0.6130787177821833	-2.0645252185926655	-3.354169246969745	-1.9253642811122424	-4.947211659888918	-1.6538089702009302	-1.7810431191977059	-2.1737073205615767	-2.7493060159977425	-2.2512226919979463	-5.268121651191569	-1.905088352974533	-4.411809476424615	-1.0619024389259069	-2.0343674781084915	-2.4496300989857795	-2.821260400127727	-1.8582870511554401	-1.677148875624409	-3.88799061401365	-2.338615223820242	-0.7507367139388066	-2.2512226919979463	-2.04536312056905	-2.2512226919979463	-2.074000581443777	-2.2512226919979463	-2.2512226919979463	-3.797463168922365	-2.2512226919979463	-1.869332660184493	-1.941198646383814	-1.288766370944156	-3.0291463456595165	-2.2512226919979463	-2.2512226919979463	
g14	-3.260910557050737	-4.704448405576696	-1.5112793471047166	-4.4124305197396065	-2.479688369299894	-2.22028052493591	-2.430508908041284	-3.062504942605947	-1.90023351370707	-2.6862992296874815	-2.3216612456688597	-5.554462894320391	-5.486371500046099	-3.117787378107137	-2.533059003638942	-2.5030775339919287	-1.5010343456587971	-2.877413310858656	-2.533059003638942	-1.504077304649051	-2.056491198838264	-4.527663187445234	-5.601912359804558	-2.659730156398301	-5.12673213014615	-2.533059003638942	-2.914847319436862	-2.533059003638942	-3.2108967824986188	-3.5241680152555293	-2.533059003638942	-9.402138015178023	-2.5319902259071676	-2.1818038709782916	-2.533059003638942	-2.533059003638942	-3.237787885884179	-2.0956543613560337	-2.533059003638942	-2.533059003638942	-2.533059003638942	-2.533059003638942	-2.533059003638942	-5.700497427096915	-1.763532804048648	-3.7921307029479836	-3.6859415911417397	-2.6681648697576517	-4.711039087032875	-2.533059003638942	-2.533059003638942	-2.533059003638942	-0.8074270586130774	-1.435963338133392	-2.533059003638942	-2.701810929858678	-2.669326877290843	-2.603410393752048	-7.16483262979421	-2.533059003638942	-3.6495842806087424	-1.80944834796773	-9.600651691209558	-2.020925838854548	-2.533059003638942	-2.533059003638942	-1.7466157641999256	-2.673922915076869	-2.557242242365229	-1.4492963037521123	-3.827666107047474	-3.0011546179414923	-2.533059003638942	-1.6947882239218117	-4.312505626144617	-2.533059003638942	-32.09495281387142	-2.8540194621033654	-2.533059003638942	-0.6992319667196912	-3.083141235300246	-1.2145749964390669	-1.0115879742752119	-3.617587281584173	-1.1199806384462045	-2.6082615143067214	-2.088653555896428	-2.414268267034073	-2.533059003638942	-2.533059003638942	-2.8562147752913987	-3.115008077662983	-2.533059003638942	-2.533059003638942	-2.934565554051367	-2.8150952063296018	-3.5165530839925947	-2.533059003638942	-2.533059003638942	-3.300664826963	-3.34417193163777	-4.8034936711162874	-2.533059003638942	-3.29194453669275	
g15	-2.974392864872122	-2.913501696931058	-2.117780855535349	-4.104005003926035	-4.530822524474833	-2.3040061868901	-2.522099700818601	-2.2653445665209953	-2.2709040918628958	-5.931040335337353	-3.2183190013159133	-1.5482500706621178	-2.937034779133117	-5.606825458829758	-3.6193591990764906	-2.522099700818601	-2.9018499789079883	-3.259806382979565	-2.522099700818601	-1.0919483206788598	-2.522099700818601	-1.4640151721026862	-2.9567955014348324	-2.0770410357638283	-4.639534583824632	-2.522099700818601	-2.522099700818601	-27.388924201454405	-2.5597919249862504	-3.797463168922365	-1.4591791690938325	-2.522099700818601	-2.0576919438438157	-2.039784866105864	-2.522099700818601	-5.769649403896926	-4.242646346387627	-1.659091841200007	-2.507736326568029	-1.6642880896795382	-0.39973024649099537	-2.522099700818601	-4.695255342281369	-2.7169079418249527	-3.223619222550961	-2.896032589829419	-3.3032939207483114	-2.893249684939132	-4.14764952385124	-4.309001920443093	-3.0746081599075423	-2.522099700818601	-5.206095796234798	-2.2095615718147994	-5.5301556906099965	-3.056491198838264	-5.315019725545185	-1.4619770501526657	-2.633076351021482	-2.522099700818601	-1.44890239384089	-2.3349711323629614	-2.522099700818601	-2.522099700818601	-2.522099700818601	-2.522099700818601	-2.522099700818601	-6.9849293317064	-2.3951695629008976	-2.522099700818601	-2.298317879704717	-2.972562817293149	-2.522099700818601	-4.255041129475996	-2.522099700818601	-3.9141946638994294	-3.0684012144623725	-2.888968687611256	-2.522099700818601	-2.522099700818601	-2.522099700818601	-3.20157615452214	-2.522099700818601	-2.522099700818601	-4.164625628568389	-4.401101267698448	-2.522099700818601	-2.522099700818601	-2.522099700818601	-2.3298848187157053	-3.719659242960679	-3.120049480713775	-3.513037942937843	-2.522099700818601	-2.1720184273524383	-2.6003366961119827	-1.98564470702293	-2.8783214434117474	-3.144329165559629	-3.317684650404617	-2.0169012545491665	-3.5229059789308566	-1.6166075488298146	-5.081674833302857	
g16	-3.60366511793643	-2.8101914680352444	-2.8101914680352444	-2.7427479467602125	-2.6259342817774622	-9.553273713412283	-2.8101914680352444	-2.8101914680352444	-4.105566359916235	-5.239623916770496	-2.917024972742232	-2.8101914680352444	-2.8101914680352444	-2.8101914680352444	-4.880444615304718	-2.676687582242097	-2.8101914680352444	-2.8101914680352444	-1.5864059175908247	-1.9971174914668788	-4.233786498018344	-2.26603833669108	-2.8101914680352444	-2.681307166851665	-4.067991712103057	-3.734255092073824	-1.764525379383968	-3.6558077922915313	-2.9965416802275886	-2.8170886859745567	-2.8101914680352444	-3.7027047519922833	-2.8101914680352444	-7.073587574196602	-3.732658090117691	-2.838563734174013	-2.933462997604209	-2.8101914680352444	-2.785966119327624	-3.194277198041682	-2.8101914680352444	-0.7677627217457117	-2.486812479629145	-4.543551283979039	-3.2778837621813413	-1.5112793471047166	-2.0320936297098533	-2.206228941455776	-2.038598926835721	-2.8101914680352444	-2.8101914680352444	-5.6766875822420975	-2.7075920037950523	-3.1831136259850807	-3.9089840215186444	-4.5273723495089	-3.0929555251272016	-2.8101914680352444	-2.8101914680352444	-3.846220600244724	-1.7700429914156377	-2.3255393484397415	-3.2709040918628958	-5.640973681241604	-0.444772820264315	-2.8101914680352444	-6.244761196858539	-3.253000607931237	-2.620600837474422	-4.351957993728046	-5.5658156631613585	-2.8101914680352444	-2.8101914680352444	-2.8101914680352444	-6.348379879242565	-2.837532132384696	-2.7245161073327124	-4.7699631398352516	-2.8101914680352444	-28.14460426257913	-3.1940907186558922	-2.8101914680352444	-3.684642450990116	-2.8101914680352444	-2.8101914680352444	-4.1912607550718555	-5.68631298901762	-4.2116985024641735	-2.8101914680352444	-2.8101914680352444	-2.8101914680352444	-12.517940640300003	-2.675765437729469	-3.373626282536727	-3.1363308425147998	-3.031503691022063	-4.182065726871722	-1.941198646383814	-1.9907961726701604	-3.063186432110413	-1.2887694281063646	-1.0649174766813385	-1.5959688603781748	-8.902281342355929	
g17	-1.7993701020169255	-2.5946564385987188	-1.3982731649634768	-10.338177446532438	-3.1784153898477343	-4.141429695049661	-2.2324299440482602	-3.6347526501510004	-3.170457371255977	-5.352842088357423	-1.8875957734998057	-2.2365034386346845	-2.2297206567902736	-2.0210857785784437	-1.7883647466728507	-3.0954195650786827	-2.5946564385987188	-2.720273633063659	-1.9816506901211082	-2.428954279614029	-4.000686356773974	-4.652175627631601	-3.3316266783186563	-2.806922178453633	-4.069996968198775	-2.1165355818976774	-8.902971792257066	-7.940401063184164	0.09491164702546698	-2.5946564385987188	-2.1028370366411657	-3.9350068126695463	-3.9691695698467258	-4.19812948642474	-2.5946564385987188	-6.03694024794952	-3.2433182601909962	-3.266732440645238	-2.3823253745313187	-2.5946564385987188	-2.5946564385987188	-2.5946564385987188	-2.5946564385987188	-2.5946564385987188	-2.5946564385987188	-2.5946564385987188	-2.5946564385987188	-2.5946564385987188	-3.810805982758241	-2.5946564385987188	-2.5946564385987188	-3.3603792206494085	-4.118037867740702	-2.7314391746261837	-2.3255393484397415	-2.5946564385987188	-2.5946564385987188	-6.2616143186847655	-2.5946564385987188	-2.5946564385987188	-2.6076270751815938	-2.8494033981211992	-2.5946564385987188	-2.954557029238833	-1.0829249774374101	-3.265898661596037	-4.270347174256718	-2.5946564385987188	-2.3718330007136763	-1.7264244343846202	-3.478105005760467	-5.0579745567873875	-5.274250119742887	-2.643431677714238	-2.808863060660634	-1.9356689537540162	-1.9423071328316541	-2.4630255166686483	-2.5946564385987188	-2.5946564385987188	-2.5946564385987188	-2.6803820657998387	-1.5445609854369498	-4.630215279105339	-17.00286766385269	-2.8002739026127803	-5.52279536507748	-2.5946564385987188	-2.5946564385987188	-5.744680559294212	-2.6429547870331924	-2.5946564385987188	-2.8793826387820585	-3.4222884012363153	-2.643856189774725	-2.978236025708344	-3.9264265195023853	-3.393643171418356	-2.3710864573382135	-1.8879004202237648	-3.9288407036648003	-2.5946564385987188	-4.549266118301118	-3.4575744294893607	
g18	-1.4516620244913796	-4.744369988062046	-2.240575579026001	-4.694881635494954	-2.9972106900676283	-3.305619917486171	-3.552643518545146	-3.8397224202347555	-2.0929555251272016	-4.34578445484073	-1.6113144925046863	-3.7612131404128837	-4.102093571001992	-5.160939856738863	-3.060096436135226	-3.46498223160493	-2.9972106900676283	-2.0	-2.86775220170156	-3.5726083703132825	-4.099618115623047	-1.9083340124781871	-2.9972106900676283	-2.3101939546354098	-2.9972106900676283	-3.482716155005636	-3.1532860593285235	-2.4747329082979674	-0.6947882239218116	-2.605644277053913	-4.298627641374304	-3.2108967824986188	-1.579490649511097	-2.9972106900676283	-3.5527724510956147	-2.1165355818976774	-3.2584832841620957	-2.4795526066810747	-3.699219036568355	-2.839604427528578	-2.9972106900676283	-1.7289607373849254	-1.0883669505992384	-3.4488236247632647	-1.5386809975092457	-1.194955238629597	-1.5833764083671302	-4.024788471476969	-2.9972106900676283	-1.782893391916608	-2.3445020105462255	-4.939426837698248	-2.9972106900676283	-1.7974302435070824	-2.503640236898488	-3.295382731091155	-4.286087392945166	-2.1655314782896973	-2.7388904710906985	-3.0101972876188077	-6.064564876582525	-1.7838296765145598	-1.6174987428108853	-3.075824085003446	-2.6241542753321765	-3.8767827341751357	-2.9972106900676283	-1.8884344550404826	-3.287254638203663	-6.874422952413477	-3.163674474960968	-3.077041035763828	-3.437369245382111	-2.8409869516882367	-4.101350488296464	-2.9198809064326605	-3.6228991202757554	-3.3593420565304797	-2.9972106900676283	-1.526576729720803	-3.7380639026395346	-2.5954302359789176	-1.645660686621473	-5.628786868057077	-2.0124263428233693	-2.534495630370494	-3.250854819871305	-4.0589290359480765	-17.540401508514073	-2.952009226891798	-3.3085407546267533	-9.290419971912943	-2.9972106900676283	-2.6527134913278685	-2.9972106900676283	-16.3331175354625	-4.2428694723606695	-1.9257686058142078	-4.54655489424733	-2.115910090866467	-2.9972106900676283	-2.8630510658213213	-3.6871900815411305	-4.539184058492163	
g19	-3.0933864402575892	-3.0784967667511753	-3.0338648945620466	-1.9982698038611175	-4.711753795329702	-1.140189435198705	-5.907372716118594	-3.0784967667511753	-8.481904030847982	-2.539519529959989	-2.985275000400431	-3.9915729252678744	-7.626239060234923	-3.223739494253273	-4.719756304133983	-2.4548223653847074	-3.2467928005297337	-3.394340185056312	-3.0784967667511753	-3.0784967667511753	-3.130665880220738	-3.7686659046149296	-3.0784967667511753	-2.7815225281984075	-3.0436790526961186	-2.349729365285171	-1.2879446515130184	-2.935683944603163	-1.8253601185674395	-1.8604303510378937	-3.0688374546005726	-2.4768330942573384	-1.685666386974045	-3.646563782138217	-2.505731154349839	-1.5644780786560724	-2.056491198838264	-3.0784967667511753	-2.5614958700641925	-1.2930728136932772	-1.720798820537149	-3.0784967667511753	-3.7580009339035647	-3.0784967667511753	-3.627517052808381	-2.3238244056953294	-1.553002759323611	-2.5298771364095947	-2.753096989148979	-2.815021540306669	-2.0150825945730797	-3.770633574097374	-2.804773741354666	-1.7054160211932663	-1.1837689496578923	-2.41026434542071	-3.001373737267174	-3.0784967667511753	-3.0784967667511753	-2.7750976426878884	-3.0784967667511753	-0.8807102316252485	-27.578313038423726	-3.0699908841002346	-2.134477910036687	-2.1256671654920756	-4.178665301848743	-3.0784967667511753	-2.544400051725416	-3.7564554952968074	-2.366506130235335	-5.192070070538146	-3.216499901651399	-2.5445609854369495	-3.232740699336281	-31.27817463792719	-3.715095290295057	-3.0784967667511753	-3.1382452461518886	-5.054572083103475	-1.3917584867372812	-4.986304963235891	-3.0784967667511753	-3.0784967667511753	-3.380797755078044	-3.0784967667511753	-6.309287914108592	-4.9743758178972985	-2.976286086617618	-3.0784967667511753	-6.409968129600448	-3.534296329899297	-3.568112458147259	-2.810675672044868	-3.788924482408532	-2.1059583236944492	-3.6729100856205203	-2.6755180827359446	-2.034612713597566	-2.585608309193911	-2.077492332141557	-3.5096001890817328	-1.3190757216616285	-2.9057541093043295	
g20	-2.8286748105734594	-4.354611904618083	-2.8286748105734594	-2.8286748105734594	-3.2236578084651777	-27.419675526420953	-2.4161167496382117	-1.9702738483948956	-1.3075228622914716	-3.418858965647563	-5.046921047387493	-3.085588555718989	-2.8286748105734594	-1.9988463053836298	-3.779719580564522	-2.486004020632987	-2.756549622177169	-3.282087830355571	-27.69258610333165	-3.301870442546109	-3.71853910193299	-3.2952183702318596	-3.4518755082702706	-4.657627309547325	-2.8286748105734594	-2.8286748105734594	-2.8286748105734594	-2.7908586021614084	-1.1012885820105052	-2.8286748105734594	-1.4916727707196795	-6.95607881237842	-2.8286748105734594	-1.6108737730752958	-6.204499011300468	-2.8286748105734594	-2.9301603749313654	-4.2636808780327	-3.211979182550007	-1.2048980418771753	-1.7928567950582512	-2.5960205430743946	-2.1379652600447674	-1.6051566384691394	-2.8286748105734594	-5.834853414835639	-1.2953556968036724	-2.8286748105734594	-2.728335289022766	-1.2354839862020475	-2.8286748105734594	-6.477783513828019	-4.01648281633381	-5.3575664316406275	-1.9742624385863916	-2.8286748105734594	-2.8286748105734594	-2.263958026250032	-3.2584251525812045	-2.8286748105734594	-3.637425050948201	-2.8286748105734594	-2.2268567807922137	-2.360025667986357	-1.2545744782162165	-2.351878555632649	-2.0367374340245297	-2.8286748105734594	-2.8286748105734594	-2.8286748105734594	-2.8286748105734594	-2.8334130859295503	-4.193106814237228	-7.594716487284776	-2.8286748105734594	-2.8286748105734594	-2.8286748105734594	-2.8326486844443437	-6.846594135016678	-1.997693532616831	-4.817256859501623	-2.1366958406572016	-2.8286748105734594	-4.862076859434385	-1.8520421186128988	-4.505369345499918	-3.9618501629954173	-3.157141816744023	-4.574154023144658	-3.484205739301474	-2.8286748105734594	-5.639393161778592	-2.8286748105734594	-4.303863705527	-5.2232390507960345	-2.8286748105734594	-2.1936346938775446	-3.971087034739721	-2.026057752536925	-2.8286748105734594	-3.6135201114037665	-3.7279529155668074	-1.5833764083671302	-1.3789444967002606	
g21	-3.358647039018785	-5.409968129600448	-1.727222737428237	-4.353136907003772	-2.927376491513963	-2.6543614226421983	-2.993945020642938	-3.702562040140327	-2.927376491513963	-2.927376491513963	-5.744680559294212	-6.946260272068323	-3.5148211941311196	-2.596287309577059	-2.927376491513963	-2.4020278955534238	-9.968672563986914	-1.9896498118304327	-2.927376491513963	-3.2955763100153668	-1.8189289498502816	-1.8622447286989416	-3.0725342421203075	-2.7582036204599785	-2.927376491513963	-2.927376491513963	-2.927376491513963	-3.009529706186772	-2.927376491513963	-1.7312063248775211	-2.927376491513963	-4.083874995614896	-3.7578914330207542	-2.899695094204315	-1.8336509591230086	-3.3476924906782917	-5.849752291214976	-2.083369203445679	-2.2307416453605162	-3.2327538309939974	-2.927376491513963	-2.927376491513963	-5.795058008530536	-6.457355632130231	-2.985073455761897	-2.8110549185806604	-1.9519498365243044	-3.9570112060442404	-3.9738461277734736	-4.203435469017958	-3.2008577100702884	-6.057901797130686	-3.6704285917704147	-3.674607186817292	-2.554280824967873	-2.927376491513963	-2.927376491513963	-2.687066434777916	-2.927376491513963	-3.750688163685874	-6.52975222189986	-2.9527062952699348	-2.7936002642298106	-2.927376491513963	-1.2868720847014323	-2.188880021261112	-2.404083513070409	-2.9202345932967884	-3.770239825448399	-15.489800008859564	-2.1449671027979202	-2.1150473106012266	-2.4038909639490775	-3.2279621482121024	-3.203959161165533	-3.914902132043222	-6.171130209620597	-4.515155102135688	-4.12069304048737	-2.9061694283648647	-3.332643735139692	-1.8862828401947607	-1.742105510368765	-6.28345885068595	-2.560180033537128	-4.885280018834398	-1.029408974776033	-4.178619286978955	-4.82935417237873	-2.458616065017614	-2.4858555064516756	-2.082444714938335	-2.927376491513963	-2.927376491513963	-2.927376491513963	-2.927376491513963	-5.079234137337744	-5.711039087032874	-2.927376491513963	-3.289121949804121	-3.3298848187157057	-7.217108380868147	-5.045967514609298	-2.927376491513963	
