g0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131
g62	-1.785467317849938	-1.473975271354378	-1.1100571847371357	-1.4918715809783036	-1.9706163793731168	-1.1100571847371357	-0.6448506394847001	-1.1100571847371357	-1.2210883336972629	-1.1100571847371357	-2.8905297798798295	-1.6629717453149961	-3.092795508101262	-1.6129948682587385	-2.437416132560681	-3.2112575013505764	-2.6305547346616924	-2.4299956954391977	-2.8794994179413207	-1.3520868904560361	-0.759280246364666	-1.1704848757408164	-0.8222990268866185	-0.3351603984153104	-1.1100571847371357	-1.1100571847371357	-1.431395796410437	-0.36821959096108114	-2.0799476137643635	-1.1100571847371357	-1.1508814334467243	-1.1100571847371357	-1.2552085628882608	-0.1593281065870966	-1.6903534704774268	-4.48177508639235	-0.4446353711800348	-0.7395816471060738	-0.8376997174888403	0.07923814456192431	-0.7019446927565833	-0.011618515521726764	0.012740285010783265	-0.5904689425464612	-0.8824139946241977	-1.1100571847371357	-0.6132133285242846	-0.5164746608386585	-0.588918740647988	-0.49404608073492035	-1.1100571847371357	-1.1100571847371357	-1.9692769004083146	-1.1700465536199647	-2.000813909547135	-0.8837922979956874	-3.288543859416878	-0.9177715753377402	-2.4172089459578725	-0.8980326465595303	-0.8282858841280702	-1.890465592108733	-1.1100571847371357	-1.1100571847371357	-0.8759895575980959	-1.115881950145324	-0.12176433601467958	-1.7370281123058808	-1.1534625563948429	-3.015339200180557	-1.1100571847371357	-1.1298475818299232	-1.0499258146016082	-0.5393161410721449	-0.8531180306261352	-1.8853078222324586	-1.597212346801765	-0.9185758314594157	-1.0469836450179442	-0.8800701793618362	-2.146122487046624	-0.6288292536465773	-3.36137190359258	-2.445071326230629	-0.972828959057064	-0.6515069445571599	-1.4891879263049483	-1.1100571847371357	-1.7892570516187716	-1.2329418933096072	-1.1391754215292988	-0.9521740780353941	-1.1100571847371357	-1.1100571847371357	-0.7757127101079987	-2.7832310200741635	-1.8902142174988046	-0.6631796295722856	-0.9491403287425054	-0.9530061272049414	-1.5928147798205108	-0.20071039914979474	-0.9762762471274156	-3.93185477684282	-1.085025304293343	-3.6129198491315604	-1.324751324299135	-1.1100571847371357	-0.9705824531649083	-1.8180858236216917	-1.1100571847371357	-1.2061324099456363	-2.5506340792357007	-0.8716168458234813	-1.1100571847371357	-0.7324282473627001	-0.3308280649349149	-1.1100571847371357	-1.1100571847371357	-1.1938260979562563	-2.0091409595122305	-2.1854938731853695	-1.1100571847371357	-1.1100571847371357	-1.1100571847371357	-1.1100571847371357	-1.1723207813379137	-1.1100571847371357	-2.459686998261298	-1.1100571847371357	-1.3640060692719966	
g63	-1.160427332334231	-0.6427069999835356	-0.8450930961095746	-0.8450930961095746	-0.8450930961095746	-0.8450930961095746	0.006003529642675896	-2.1371463566732705	-0.938077294236513	-0.22764979219837148	-0.06836081061229929	-0.015977996424240526	-0.25603529658394	-0.5113369244525402	-0.13823515562002067	0.14437273429197933	-1.0521648062741435	-0.6629420500091064	-0.8450930961095746	-0.43268820610053094	-1.839332757272737	-3.9735370219166173	-1.0076608167324665	-0.3424057227764864	-1.5428028782102552	-2.4521356345106975	-0.8450930961095746	-0.8450930961095746	-0.8450930961095746	-0.8450930961095746	-0.8450930961095746	-0.8450930961095746	-3.629304503662605	-2.263590816324399	-0.3671771516138033	-0.1874869884015766	-0.8450930961095746	-0.5005831911809241	-3.1776075739823177	-2.0855579385769603	-1.1511185117306424	-0.4640844110634268	0.2145973349561355	-0.9027074403670317	-0.8450930961095746	0.2598449312760544	-4.693201151856036	-1.5540318084411797	-0.8450930961095746	-2.862496476250065	0.133695032513075	1.2208561639608821	1.0244686223221717	-0.8450930961095746	-5.296247222015418	-0.6597567827250894	0.1333399367142058	-0.7429362626197632	0.8588403863656218	-0.8450930961095746	-0.8450930961095746	-2.239068847462661	1.6880057472243664	-0.8450930961095746	-0.2836323967058177	-0.8450930961095746	-0.8450930961095746	1.7378770894298745	-2.0598016703492052	-0.8450930961095746	-0.8450930961095746	-0.2584665702582327	-0.6090660291768928	-0.8450930961095746	-0.6625355142124227	-1.1911322781780564	-2.1256106259772434	-1.1548207013970846	-1.2487968187190177	-0.8450930961095746	-3.305503091387577	-0.8450930961095746	0.5001799797561441	-2.5932674282658796	-0.8450930961095746	-4.210843350338434	-0.8450930961095746	-0.4956338493877281	-0.9821806872979656	-0.8450930961095746	0.10320890395099677	-1.3979308552330272	-0.8450930961095746	0.544791994354089	-0.8450930961095746	0.013054853099598895	-1.6695701002003702	-0.8450930961095746	-2.5929279286182347	-0.7875526806469689	-0.8450930961095746	-0.8450930961095746	-0.8450930961095746	0.10925356530635044	-1.2511266272871513	-6.015595851437427	1.0248019155162535	-1.5271462723218892	-0.8450930961095746	-0.15153829992236573	-0.6854705176508398	-0.8450930961095746	-1.671434640882765	-1.2341054733857915	-0.4637918940214812	-3.6635200761788753	-0.8450930961095746	-0.04963013293892214	0.3024535889671908	-1.5307725012421902	-5.012053434850596	-4.486424362770537	-4.578835419826314	0.3780565476674497	-1.7110485337311734	0.32402713113905424	0.5012505952082751	-1.1262119948984308	-7.28703627469873	0.9388503370060636	-0.6154306954312252	
g64	-4.467310008210033	-2.3633674917783933	-1.7477490637065374	-1.7976528748129075	-4.047135679143441	-3.029864927831515	-6.502946683233063	-5.172252502318347	-3.617126939287236	-3.45558187845352	-3.081931346080733	-3.1162603324332223	-1.154017860711382	-2.521962173224654	-2.4605999532201452	-2.026440151827609	-2.3732749226160244	-1.9462713916622982	-1.2134973117847656	-0.3911756209313199	-1.7129154701982394	-1.239412836480061	-1.0306074459744587	-0.7624607550882214	-2.3118285953278472	-1.7976528748129075	-3.4021380151780236	-3.714822711128868	-2.5323407207157644	-3.611279229995436	-1.112184659742689	-1.4989084174164857	-1.2266889068182938	-2.3796801022229697	-1.6640503275227079	-1.3943084528324814	-1.7976528748129075	-2.1511697770229943	-1.4608262966329255	-5.307115782807433	-1.6151677019312167	-1.9006051403569069	-1.497196895012406	-2.0808628435966776	-2.779452109369944	-4.560166257636448	-1.475250254131973	-4.0296646312494335	-2.0614386824980047	-7.23286390255383	-1.303247635618302	-4.232457062630971	-1.3206374602986313	-1.7976528748129075	-3.5498566467006816	-4.07996591267217	-1.7976528748129075	-3.692772008782181	-1.7976528748129075	-1.7976528748129075	-1.7976528748129075	-2.747729683584551	-1.7976528748129075	-1.4318783681963023	-1.7976528748129075	-6.2480256200420285	-6.49342649158052	-1.7976528748129075	-1.7976528748129075	-5.208334268430797	-1.7976528748129075	-3.0542724517412294	-1.120639267265754	-1.7976528748129075	-1.6189603278545963	-1.1068583850460965	-1.8920657889457393	-1.6874045235377273	-1.7976528748129075	-2.8985650668863747	-1.7976528748129075	-2.4000576497954573	-0.9365108634540695	-1.6061576990210815	-3.924300347616139	-3.0826767133840507	-1.7976528748129075	-1.7976528748129075	-1.3525620664361442	-1.7976528748129075	-1.9311008523381752	-2.2877546466248755	-1.7976528748129075	-1.6126595188898576	-1.9625474900603934	-1.7976528748129075	-1.7976528748129075	-1.5860073902264193	-2.937635095633523	-1.4439090720509686	-1.2405884674354237	-1.3234184470438493	-2.3589941578665234	-1.4412817472129253	-1.7976528748129075	-0.9816734816919882	-1.494739116927811	-0.46006004917828913	-1.9042564766150836	-1.6701852240975565	-0.6571517391769749	-1.7976528748129075	-1.3985202605750728	-1.7976528748129075	-0.3465253536701476	-0.5324659180720167	-0.7068579164426402	-1.7976528748129075	-0.572771444406143	-1.7976528748129075	-3.0598558064889523	-2.0243668791784724	-1.3170636026814546	-1.7976528748129075	-0.8698967761930734	-2.514449518554218	-1.4852364039924977	-0.8111914561080221	-1.2602002759095936	-0.5281029446151227	-1.3475236011142668	
g65	-3.0968382960197225	-3.9892373448135987	-1.432812477769014	-1.432812477769014	-1.9988982018220924	-1.6374369738082881	-1.432812477769014	-3.799350015904878	-2.575572327760245	-4.816890842914	-4.504550423390805	-5.19940114366079	-1.432812477769014	-2.3329126485568064	-1.432812477769014	-5.725164655350327	-1.432812477769014	-2.1457968431500136	-2.0236686282019822	-1.1434142181775258	-0.12730044870098578	-1.2141331153002155	-1.242143816258428	-0.2463013407794399	-2.903910902808603	-1.3569159163522078	-2.0791304991752133	-1.432812477769014	-2.1071380620240046	-0.49295131497823913	-1.2771283292298536	-3.123559671784843	0.2075430649889007	-1.432812477769014	-0.6516497220367053	-2.197308803111924	-1.432812477769014	-1.8439969582058524	0.002032767243288288	-1.432812477769014	-1.4630161156876618	-0.509327190286762	-1.432812477769014	-4.767093698993169	-2.0427242649277715	-2.581889949071441	-0.781990128636978	-1.432812477769014	-1.8932228892176786	-2.6826403553715195	-2.2654139285268684	-1.8338193188418213	-1.432812477769014	-1.4822627182275658	-1.432812477769014	-1.4444115535535853	-1.432812477769014	-5.381002132093037	-4.481517232050129	-3.5949225445768023	-1.432812477769014	-3.1136980292729324	-1.432812477769014	-4.932890001078596	-2.4197464381235645	-1.7656213106623855	-1.2867124200431854	-1.432812477769014	-1.8328476356203474	-1.432812477769014	-1.432812477769014	-1.1646191602586384	-1.083630367375075	-1.432812477769014	-0.5719498243608135	-0.8800728345937594	-1.432812477769014	-3.272074319079327	-1.432812477769014	-0.34736757941305996	-1.432812477769014	-1.3868568898273308	-0.7415076078552686	-0.7963302397128409	-4.819332709345169	-6.387690912511669	-3.780433079610167	0.27177226375545216	-0.4076123333633276	-0.9373836556300505	-1.432812477769014	-0.6669312587262067	-1.432812477769014	-2.512373709845658	-0.9609261953460294	-1.432812477769014	-1.432812477769014	-1.950374807919182	-1.432812477769014	-1.1467867730507917	-0.5927647360673578	-1.6812146300477533	-1.432812477769014	-1.432812477769014	-1.432812477769014	-0.3627496030368207	-2.068713313087067	-0.44347739179069845	-8.331655727137047	-1.432812477769014	-0.02863266103031047	-1.432812477769014	-1.432812477769014	-2.203269361336878	-3.305659999870073	-2.6377287497346886	-1.432812477769014	-1.432812477769014	-1.432812477769014	-1.6076342133981536	-2.856235668926268	-1.752461307295107	-0.5547161300450275	-1.432812477769014	-1.2843244774791687	-2.8828050009698853	-0.39781490382011575	-0.7395816471060738	-1.320605029051028	-0.5246515119695194	-0.3793610435637251	
g66	-2.74669322641589	-3.0674428929703925	-2.2247266679218693	-2.2247266679218693	-2.2247266679218693	-2.2247266679218693	-2.419051847753765	-2.2247266679218693	-3.4801320540008955	-6.156884445404319	-6.162763952868374	-2.2247266679218693	-5.967769355392405	-2.31563725305859	-3.2420619139767557	-3.7477006138896973	-3.157888453378292	-1.4709366985023653	-4.292114801227436	-3.6744017446389843	-2.1679801173617226	-2.3345708436655914	-2.2385717409414667	-1.232158786253854	-1.528727203277868	-1.7940820563221742	-2.969361640702901	-7.193476309703684	-2.813215495177897	-2.6190312302346617	-2.2247266679218693	-1.7388037964222343	-1.9016289551194816	-3.050765402918809	-2.325040457476959	-2.2247266679218693	-1.8016667834113713	-4.641477704668297	-3.6841416665500337	-2.564162350316814	-3.2916767795473647	-1.894852974513474	-2.62953660751291	-2.2810286523739487	-2.8246274208296196	-2.880285268982642	-1.7003989625818567	-2.1013690607002626	-2.546118994330335	-1.6996302326900048	-2.2303636519751913	-2.2247266679218693	-2.978508901638964	-2.4561834433350462	-2.1107788051475755	-1.9596602116117487	-2.2247266679218693	-3.0355555276064266	-1.9989501001274341	-4.126278129292648	-2.2825510266541826	-2.302895205255862	-3.6507977991935716	-1.747288856126805	-1.3536308632484986	-2.9000504285297355	-5.6926414253540045	-2.455890544888732	-1.1615467597224853	-2.2247266679218693	-1.4314969674435836	-1.6706306640504411	-2.0360406202344237	-5.47380295447242	-2.0768766874623763	-4.497103227399751	-3.4482723616060227	-3.200740244136293	-2.282740558920599	-2.6316898107505198	-2.6095348121655424	-4.78794620157651	-1.5239854492021734	-1.2939495784584352	-2.410620004522036	-2.2247266679218693	-1.99839085007311	-2.290638775420532	-2.101189537477971	-1.7654349153202618	-2.331641202654739	-1.714997944054248	-2.7717267898109914	-2.0803746487665604	-3.7904792581867777	-2.2247266679218693	-2.2247266679218693	-1.66050683219274	-2.415129834716226	-1.0915990203264405	-2.0182174743508057	-3.400065264709915	-2.5317232393851556	-2.2247266679218693	-1.8618251235155518	-2.2247266679218693	-2.2247266679218693	-2.6436217708766	-4.427494454803598	-2.529997362850693	-2.399197423244576	-1.8785017915638533	-2.2247266679218693	-0.5148534950984617	-2.2247266679218693	-5.445802140960541	-2.941110004250464	-2.2247266679218693	-2.6886456955625953	-2.2247266679218693	-1.495149811569678	-1.5932979000899639	-1.195156727968109	-2.2247266679218693	-0.8614790792972389	-3.0228124119374664	-1.9061640209722963	-2.679217282442949	-3.526925911655887	-2.2247266679218693	-3.6969569314814836	
g67	-1.4526646828413414	-1.5312269426271765	-1.8118932682955315	-1.8118932682955315	-1.8118932682955315	-1.8118932682955315	-1.3014152259955503	-1.8118932682955315	-3.001016014988039	-3.7681350936486573	-3.6580643353620133	-5.466448612001206	-3.798486577530405	-1.8118932682955315	-1.5998337215505953	-2.8412803732720833	-3.323284866008176	-1.8782790118286532	-1.4114371813963211	-2.800957789220232	-1.8118932682955315	-1.8118932682955315	-2.0295114820360074	-1.8317841615103534	-1.8953090846215677	-8.046253508274798	-1.8118932682955315	-2.0294584726343334	-1.8118932682955315	-1.8118932682955315	-3.420047531168705	-1.8118932682955315	-1.8118932682955315	-1.4594965413749097	-5.955720601317389	-1.8118932682955315	-1.1767234646919846	-2.6139881361313857	-1.8118932682955315	-3.3387465829147573	-2.1420603958894198	-2.6099398929040984	-1.0257115238884722	-1.103602586961023	-1.8118932682955315	-1.8118932682955315	-1.8118932682955315	-1.7248021955197006	-3.2878532746167903	-2.9221554337856563	-1.47111667268474	-1.8118932682955315	-1.2392357229802689	-1.8118932682955315	-1.4962320027562759	-6.805025408611849	-0.3900219384143211	-0.8469184623834118	-0.9999798024108104	-1.8118932682955315	-3.198473782928923	-4.019474505920172	-0.11592728824405185	-0.8508941485421392	-0.411527367765744	-2.328760984399536	-1.8118932682955315	0.19235831380488905	-1.826161310883056	-1.8118932682955315	-0.6434888001642832	-2.9526123796991985	-9.213892146257777	-1.419391383487073	-2.120833777088701	-1.8118932682955315	-0.7976462254777219	-1.2591363210855038	-3.5380607971184532	-1.8118932682955315	-1.7486311347760632	-0.84805807812153	-2.774576982431717	-1.8118932682955315	-1.622074451912354	-2.823993888985748	-1.8118932682955315	-1.8118932682955315	-1.5423489784872915	-1.8118932682955315	-1.4654801556391426	-1.8118932682955315	-5.506418244562536	0.0355957593089429	-4.214722320233399	-1.8118932682955315	-2.2470459355046595	-4.697874003777262	-2.659066352453367	-1.9623057257070082	-1.8118932682955315	-1.3150628002837905	-2.7053163252473325	-0.4602843230152484	-6.73450549331919	-4.03136214162543	-2.5299640329047883	-1.8118932682955315	-7.265566536679274	-2.6338820508573835	-1.8118932682955315	-1.8118932682955315	-3.1313764428550925	-1.8118932682955315	-0.6207472438461786	-1.8812735000086076	-1.48246829838638	-0.548275610881201	-0.6753460570016021	-3.420541768787778	-5.095567541389483	-3.2787796026515514	-1.398200811018109	0.23945914552628128	-2.663565779826151	-1.8118932682955315	-3.6005291849435395	-3.826908394424211	-3.2210984234733426	-2.1323059227671144	-4.669400298754046	
g68	-2.8676047805435902	-4.080331939577822	-1.2832520127189067	-1.2832520127189067	-1.2832520127189067	-5.294207836531435	-0.8056153596708936	-0.8105562047493566	-0.527971884607497	-0.42693382439581173	-0.7837400942321772	-0.6884341094815337	-1.3079692404075274	-1.5187134598957726	0.032213714647191215	-0.5308892248165491	-0.4139260905085248	-0.23178433334464996	-0.6261613905382979	-0.7306915106435365	-1.325141667780427	-2.1564470194720564	-0.727100109950681	-1.4700731348145333	-0.4434989727362833	-2.2023328719615423	-0.9052720786479151	-0.6144541040032843	-2.9510830898826974	-1.2832520127189067	-3.3754816851558163	-3.062697796937804	-1.3896023024972692	-0.18342650590551896	-1.0467422119794307	-0.964404240691057	-3.2798021002597286	-0.4371465520912021	-2.533300844881063	-3.342239279877232	-0.9738486797003116	-0.6387212295102246	-1.0264783561864885	-0.61138942819871	-1.1401321991493	-1.2832520127189067	-1.2502134704656926	-2.1739506825624164	-2.295382963692427	-6.334563566717204	-0.42017107470103876	-5.791617589477355	-0.8283704198174756	-1.4851637035909246	-1.2832520127189067	-0.997189484033619	-2.745996216156312	-1.032031674811414	-0.2962135629251581	-1.2832520127189067	-3.8422422355047994	-7.250989273543924	-0.8441419865189149	-0.9220269496509081	-0.49154903530964256	-5.6661000265251324	-1.2832520127189067	-1.5642818069680084	-2.3630705752699104	-0.6166468348412663	-0.16487953263657548	-0.8490374648457883	-0.9524839463109841	-1.2832520127189067	-0.40288363788235126	-1.790279643519928	-0.2079492837615357	-1.7142734701533304	-0.7976763191893017	-1.2832520127189067	-1.2832520127189067	-0.9990567858406808	-1.0969000116333134	-1.6165074796001053	-2.1608401612214023	-0.5114274077849039	-0.5585058967816479	-0.8095444297012155	-2.083581446704316	-1.1656350401970967	-0.5586716344081463	-1.2832520127189067	-1.2832520127189067	-0.2580817768053639	-0.9914127182130015	-1.9400079725974646	-1.0937989850386158	-2.9690453023291985	-3.4157147630950453	-1.283481377522104	-1.2832520127189067	-0.9109249571128	-1.3651985896039558	-0.3033419876473867	-1.2832520127189067	-1.2832520127189067	-2.9706050705484017	-1.8722241084997493	-3.7931567628399514	-2.0475769669445465	-1.2832520127189067	-1.2832520127189067	-1.0891322836063497	-1.2832520127189067	-2.2192027848762743	-0.0073533697327117275	-2.2846934886984167	0.05448732401128474	-0.17853794169139883	-1.701932958672797	-1.2832520127189067	-1.0537841859683985	-4.6998223767652245	-1.2832520127189067	-0.848247668744922	-1.2832520127189067	-0.4959308605382784	-1.1176934557060825	-0.12635371516988625	-0.34147133061893004	-0.7155924737763252	
g69	-3.583393701788618	-3.0183518951907216	1.1812171453633655	1.1812171453633655	-4.05188960267431	-4.517709288220283	2.566240396448795	2.8405317161972214	2.429436536677492	2.9062402744933906	1.9789094772414892	2.4889159874886424	2.5403298661234373	2.5892457493639816	2.426873913101482	2.3349715103490127	2.5132481705130654	2.48352688694385	2.425966790633049	2.5171345667923	0.6034732405866584	0.8523344944154232	2.498360661379543	-1.3780030186440366	2.5209074656455117	2.2706545186597933	0.6201922545535484	2.517877845458637	-3.805267410632192	1.1812171453633655	-0.3743629209283923	1.5105771492948643	1.4843134614995621	2.5183916176771968	1.6534177794607938	2.4875995378144515	1.1812171453633655	1.150195707594076	2.573999752709699	2.527060323714973	2.2977108693703783	2.4438983434094053	2.4290347523417006	1.421048212423562	1.3744330243649385	2.341148912181938	1.018684019602171	0.6413795546706353	1.606844894686429	1.1812171453633655	2.483722925969842	1.055674621683698	0.7025600307532743	0.9010387138672478	2.30435625043503	-2.9434164716336326	1.1812171453633655	2.4340917455594826	1.628129661974998	2.4933501573743975	1.1812171453633655	0.08033020603441936	0.7404699689111162	2.513023246764053	0.5129752247919812	2.277291492216853	2.290642620053424	1.1812171453633655	2.4259990059318355	1.1612814619156622	1.0694684572229334	-2.269574806990313	2.1433248416992474	2.3905741439471297	2.4666323400955252	-0.5828793111293341	2.442208363249486	2.500218229706193	2.5763286369255596	-2.3367993157168017	1.1812171453633655	2.472170603637636	2.5246680163316295	0.710957375088409	2.3092984445898024	2.0639343057540986	1.1812171453633655	2.3135419077147947	2.297288277884585	2.1971199531089045	0.3844035277300622	0.29365299167927145	1.8163703315314768	2.3660311976783053	1.4216730402200621	2.31672502157875	2.5208446228866275	1.1812171453633655	-6.995114659282997	1.1812171453633655	2.3769515596578508	2.4125837338689204	1.1812171453633655	1.1812171453633655	2.506307422398884	2.139446574145674	1.1812171453633655	-2.5493667414122134	1.1816114603374122	2.470234889197308	2.497727316818842	1.1812171453633655	2.4743477785074948	-1.1658972145045685	2.2862986307700415	2.6337241372232936	2.5153895072220553	-4.759727196454508	2.513819167669887	2.3819505684998172	1.1812171453633655	0.3265373481399519	2.5504451344063472	1.1812171453633655	2.6434290888285625	3.018059046563185	2.4567299392828605	2.2126098022219405	2.585714910397688	2.5938556985018426	2.2859436827630377	
g70	-1.6923756313197622	-1.4000233831777844	0.8294353469948164	0.8294353469948164	0.8294353469948164	0.8294353469948164	2.588281687168044	2.5449971875819197	2.3071166361901505	2.802100136839797	2.4066672741801143	2.661963890680525	2.417226029876294	2.507695709146789	2.4166749302567516	2.4642892484147128	2.4973773257672955	2.809945324180601	2.2160388371497177	2.512646610512879	0.8294353469948164	0.8294353469948164	-0.3678192796270394	-1.3421368630212707	2.615461027649359	-0.7594511945276644	-4.663099670543708	-2.3707431770653336	-4.6504354313618395	2.717901205541476	-1.1806718912204452	2.4261895983982056	-3.3624843446269432	2.47703224429056	2.473947923497823	0.8294353469948164	-2.3727667235091254	-2.694666797918098	2.3004342001420475	2.4680123816219988	2.363280431782423	2.375553842917666	2.9187621258476173	-0.6463898923080281	0.8294353469948164	0.8294353469948164	-0.19959331436332997	0.8294353469948164	0.8294353469948164	-2.3185705254932096	2.315421315945778	0.8294353469948164	-2.494783840374471	2.4403117437288864	2.579527743609108	-2.718189008987023	0.8294353469948164	2.3201120419889985	0.8294353469948164	2.57512350924887	-0.5308246088138343	0.8294353469948164	2.200752293388396	2.547284474872304	2.303158246212675	2.3277735784350626	2.406789704669608	-1.8423146596949613	2.500975369965503	-7.232646906984361	0.8294353469948164	0.8294353469948164	2.318750669346338	2.5107973920407223	0.8294353469948164	2.2881459077439326	2.3845803556807526	2.3348742867651815	2.5482393195752633	2.5297185177901835	2.3332720137692067	2.445318835428533	2.4068794804257743	0.8192021954018023	2.539737014270798	2.0245820924796525	0.8294353469948164	2.4104360870524935	2.220862353513818	2.33608053925216	-2.0736422301322555	0.8294353469948164	2.1891730250905277	2.3724896929727413	-1.1931332036324291	2.160271603899299	-1.9487587735359815	-2.8637771084326746	-2.7210113673196075	0.8294353469948164	2.4688283067442294	2.4779932872101074	-0.8673152471187356	2.126153511068753	2.495012022939206	-2.6976400013695847	0.8294353469948164	-2.5356830406457	2.3733558846063447	0.8294353469948164	2.256023332185007	-2.9713063853646706	0.8294353469948164	2.472490370910926	2.0409976050664143	-0.28113383395014885	2.775054756802191	0.8294353469948164	2.257209805025448	2.4946792909832554	-1.3738206886229574	0.8294353469948164	2.4460523851806566	0.8294353469948164	2.5699795229200992	2.4479018163764033	2.279435636418006	2.376612675194739	2.310092863379876	2.119226677311535	2.255902516861604	
g71	-2.1762962850026684	-2.6363646432724344	-3.1361503335411567	-1.6259031469972502	-1.6259031469972502	-3.199308380758273	-0.5287958882244173	-1.6259031469972502	-1.0450294959110318	-0.48832551475334895	-1.3209257701014758	-1.0517490297883694	-0.8485541829967502	-1.0662128617738595	-1.4325285386144242	-0.7487426436888727	-0.9719571031411257	-0.4293758070262853	-1.3262228922059436	-1.3121008208634675	-1.2341054733857915	-3.7532538539691847	-0.8131217034789248	-1.05143802357026	-1.6259031469972502	-2.273991920536375	-2.3869059366408196	-0.808543470875948	-8.470089122038019	-2.404175564086625	-3.005851881741271	-1.002466229890231	-1.6259031469972502	-0.9730328455334352	-2.218846790260434	-1.3289385644849516	-1.8084676689532009	-2.198818161618443	-1.3602751351708882	-2.7926568511814307	-1.7169743395743289	-2.173280280689748	-0.4901319062556639	-0.5349052601121348	-2.392243125897283	-6.837490883652269	-1.3651948730563077	-1.2942962917053686	-1.8332999781364994	-0.9961387490586832	0.005069369678396429	-4.64281061484521	-1.4040228389555176	-1.9864276886454817	-1.134255348447684	-1.251088853704137	-3.1539279703695424	-0.5788806728360306	-1.7140178603180976	-2.174966642096011	-2.185178904353982	-3.04424084115312	-0.5003913401789785	-0.5547606327824901	0.08508467862864925	-3.3589571523070525	-2.194776894497235	-0.6630060098890119	-1.1677078410290713	-2.3198881243435316	-0.1101386757808758	-1.4848769766155134	-1.182989148131973	-0.896530559847058	-2.5980113613973708	-2.321473717510163	-0.5479507527305627	-0.5640962267807633	-1.298466911483956	-2.9207017705697975	-1.6433558417065186	-0.34176200618490127	-0.7979070585018966	-1.6062104056649733	-0.2710033153730706	-1.0255793526089272	-1.7077836624679072	-0.8755977467895437	-1.4314230340675906	-1.8328887518071333	-0.36434403568347706	-2.5909273744740253	-2.108568369476776	-0.724921415676687	-2.547712429310053	-1.4439797229381444	-6.012332783295827	-2.739506974509466	-2.5798011253642814	-1.6032048127621141	-6.108997738374007	-2.1068832430265565	-2.0978445898732883	-0.9134009975959404	-1.695601107264663	-1.542575910498071	-1.5151338718456544	-5.209561571814799	-1.569325064625544	-1.290988224028435	-1.260442193291751	-2.2526452574028535	-1.7002583106454578	-3.2897708148764204	-0.37590097748345347	-2.8534594682238414	-0.4052164345066772	-0.7471895674295911	-0.1366371570260745	-0.8404586443032439	-2.1297465571869907	-1.2052805497722379	-0.1585308056659449	-2.0400815033107516	0.3118518311870578	-1.6259031469972502	-0.2623495767939314	-1.071703211291919	-0.8175212625775188	-0.7396394608031388	-1.6172464371133466	
