g0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131
g389	-1.6094380405780966	-1.6094380405780966	-1.6094380405780966	-1.6094380405780966	-1.6094380405780966	-1.6094380405780966	-1.0210927186708978	-0.795871806668582	-2.4977386574563227	-1.6011024287975268	-1.7950379823641307	-1.3061272602809275	-0.9803834757070774	-3.290377626679642	-1.0302685510032137	-1.334800086330117	-2.1819675253419057	-0.8354016319313285	-1.6094380405780966	-1.6094380405780966	-1.6094380405780966	-1.6094380405780966	-1.4603458555608309	-1.6094380405780966	-1.6094380405780966	-4.1137105172738755	-1.0808384299312572	-2.269616546002435	-1.6094380405780966	-1.6094380405780966	-3.894085961544837	-2.256721156059885	-4.562175701118392	-1.4964965714358631	-1.8716485227741435	-4.667272591897728	-5.3786593627903105	-3.20108516433162	-1.6094380405780966	-4.11296142848231	-2.451196459535226	-2.179991821930787	-0.839229508873747	-2.7269114619622994	-4.264290674404813	-4.613520111403766	-1.9742964514440904	-2.373955292799476	-1.6487244733205553	-3.9888020908580617	-0.4195669702392599	-2.057439704481429	-1.3186892760438276	-2.169958905174144	-1.6094380405780966	-1.9379777877329807	-1.4351360554897528	-0.48225062618928793	-1.6094380405780966	-1.2515868576321756	-1.1421368131946272	-1.4357525701636642	-1.6094380405780966	-1.0650714126071152	-1.6094380405780966	-4.378359282700852	-3.174543238673433	-1.6094380405780966	-1.6094380405780966	-2.7162630940958867	-3.575873359590422	-1.6094380405780966	-1.1566592831398068	-1.2017553412064745	-1.6094380405780966	-2.2291523523052206	-0.8385276156515812	-1.6094380405780966	-1.5225298966581013	-3.7509794897140356	-2.79150771133295	-0.41491247112644186	-1.1905855557641016	-1.6094380405780966	-3.488868004595775	-2.0490091001217245	-1.6094380405780966	-1.6094380405780966	-0.9450459722826193	-3.3653955803313234	-2.8671205027755127	-1.6094380405780966	-1.9349847465329928	-1.6094380405780966	-1.4568209008626851	-1.4885724437906378	-1.6094380405780966	-3.2443706090404723	-0.7884145815591536	-1.6094380405780966	-4.161085334278085	-4.639318842971218	-2.337521029576749	-5.519925181455093	-2.745831693419243	-1.9086914812081195	-1.6094380405780966	-2.785338015135006	-2.130813987409079	-1.9159629561294764	-0.7780684902975624	-0.48668309574126023	-2.596518480098226	-1.6094380405780966	-0.7095449259201856	-2.104213458918847	-2.122007667092121	-1.7843735836181287	-1.0150913417401035	-3.2765829846669123	-0.6517630475548397	-1.6094380405780966	-1.9787704561796853	-1.8899521927233838	-3.072252183745417	-3.7049305967742314	-1.294193684206884	-1.8502307728871776	-1.6094380405780966	-0.45632991486050334	-1.537863897354602	
g390	-3.121976267227477	-1.7247318371063778	-1.7247318371063778	-1.7247318371063778	-8.391440530742074	-1.7247318371063778	-1.7247318371063778	-6.629500896797654	-3.506811778400461	-1.7247318371063778	-5.298686938918071	-1.7247318371063778	-1.7247318371063778	-1.7247318371063778	-1.7247318371063778	-1.7247318371063778	-1.7247318371063778	-1.7247318371063778	-1.7247318371063778	-1.7247318371063778	-1.7247318371063778	-1.7247318371063778	-4.760157180754915	-4.1869186535362015	-1.7247318371063778	-1.8062812352300086	-1.300462581291175	-5.2384628089691345	-1.7247318371063778	-3.2721579430709777	-1.0948986859114407	-0.4441014075770689	-2.7261284783349473	-1.385619952443752	-1.3959400660737902	-1.7247318371063778	-0.9432666610809536	-4.460401435599783	-1.7247318371063778	-1.7523981167939315	-1.7247318371063778	-2.2457452850831414	-1.7247318371063778	-4.765837166938331	-3.2075477425600534	-2.0990864470426778	-2.691196469535831	-2.3427148819723977	-2.9184094908778544	-1.7247318371063778	-1.7666076447021157	-3.2893052951345356	-1.7247318371063778	-2.013660427579912	-1.1878583338261632	-0.791387853809805	-1.6416082394389517	-2.815976207499844	-1.6051610275693382	-1.5380147117862255	-1.7247318371063778	-1.9125154336232102	-0.1166435065304481	-1.7247318371063778	-0.8795365769289627	-1.7506930186376455	-1.7247318371063778	-0.6177842998518662	-1.6986558470216038	-1.2972786337240894	-1.9542215577710063	-1.9087835708341725	-2.191689094034967	-0.9122303216598923	-0.9613166006489935	-3.695311406649501	-1.6421620182326577	-1.7247318371063778	-1.1638399411522757	-2.4506679492419083	-1.0247366783215064	-0.7460373497722963	-1.8979143576100772	-2.165220837164335	-2.7671035199594827	-2.072919724462646	-3.0973938316076333	-1.491141392071784	-2.7339583070270814	-1.166343991603415	-1.7247318371063778	-1.7247318371063778	-3.0531823188017544	-2.313814154720026	-2.8896421024393555	-4.3856689572228085	-4.2321858997399975	-5.03826703846361	-1.5807415848777993	-1.2040236439425505	-1.9457210746121074	-1.3492574949885954	-2.251202177420347	-1.9413925700403851	-1.7057350985062842	-1.7247318371063778	-1.7247318371063778	-6.79666100318533	-1.7247318371063778	-2.689725034828701	-1.6742221649288611	-2.035449065687101	-1.7247318371063778	-2.054380311862878	-1.3402617256417502	-1.9984196720967706	-3.0632523967882	-2.410044805481568	-1.572299438362685	-1.7247318371063778	0.29851755796248264	-1.7247318371063778	-7.712097501929817	-1.7247318371063778	-3.745589782295641	-4.813803733503163	-1.7247318371063778	-2.896103597096164	-2.1888709821644436	-0.780403343437093	-1.6241409335778298	
g391	-4.080307534894771	-0.4807879362285936	-0.9869136938635885	-1.10105645709393	-1.7256560291878773	-0.46286101006731917	-0.03936819385375007	0.5139656703292929	0.3601507362555665	-0.06635334054159404	0.3185771537960793	0.13020604643319506	0.0946279431411309	-0.15696326049974124	-0.5533583970021053	-0.7003919296593552	-0.5274103336751175	-0.41657526966027736	-0.8992322140896286	0.1924719441492538	0.2295387041598308	-1.6819041718861585	-0.401770113238822	-0.4807879362285936	-0.631598167141703	0.17179608514350497	-1.9206635360473878	-2.4823796131563785	1.0983521783179975	0.8475961022626406	0.3477336796108095	1.4041347151274988	0.8678411266832409	-0.4807879362285936	0.4683122160457727	-0.11992890177732887	1.0156545616985289	-1.315224342008754	0.5077692739090424	-0.14990309679532385	-0.4807879362285936	0.07687373114637717	-0.4807879362285936	-0.9723165383376396	-0.4807879362285936	0.8543627593681419	0.34921805630311276	-1.0611647146639076	-1.8767205161799632	-2.0468077823884285	-0.4061777579006822	-0.624605744074112	-1.8375527571931782	-0.1757290815348827	-0.4807879362285936	0.3945251171522563	-0.4724211565571904	-0.29065642231076816	0.17250031665157448	-4.52519745622424	-1.3290472977751924	-1.8490712486631495	-0.7755250064775855	-2.937679309395123	-0.6281155571607797	-1.1571804264053733	1.001269013351965	1.0493728716485986	0.5647488557589688	-0.7180964493487821	-3.207947617384545	-1.3207131360449906	-2.56037898992101	-0.4807879362285936	1.0115743551697436	-0.1477885708616083	-2.7102741098231244	-0.45760920362941315	0.42912851202895164	0.6536929209152887	-0.4807879362285936	-1.3412446808802534	0.5015461490346586	-0.09295706383860329	-1.6897017646906005	-3.466097820203597	-0.056542210172070076	0.7070299667835206	0.8934321108490407	-0.0444134155336688	1.1673836210990527	-0.53551364949234	-1.2218452627887821	-3.946193556304206	-2.683316678760136	-2.6152693576000012	1.4514036781582174	-1.3488238261181325	0.03787416566112011	0.8580765083271186	-2.4078764507049057	-0.09063701357410338	0.4537546068516975	-1.7654643445627716	0.9838235983228768	-0.4807879362285936	0.06120937490594924	1.1962167334809013	-0.4807879362285936	-1.2723879340443196	0.9646278185912565	-0.4807879362285936	0.355422282307816	0.5300207865457602	-0.4807879362285936	-3.0854171080919697	-0.4807879362285936	-0.4807879362285936	-0.525361487441264	0.5017193765800976	-3.653899765697413	-0.4807879362285936	-0.4807879362285936	-0.4807879362285936	-0.4807879362285936	0.5531737027873179	-0.4807879362285936	-2.7698953835126847	-0.4807879362285936	0.5401562527317264	-0.7446297951138532	
g392	-2.6485616307121425	-3.6044721023061324	-1.7017170685632486	-2.371362633364765	-3.812870777291649	-4.02437274826585	-1.5364905360169323	-1.1793708848304645	-1.4940237302706132	-1.623327319789368	-1.658542483979346	-3.60000427588268	-1.867331038352813	-3.358202446012009	-1.5327413905053184	-3.508370570798689	-1.7284165564398457	-2.1139665451178344	-2.0991853472931656	-3.1834412506125562	-3.761545732180121	-1.492230235854683	-1.3149694733088968	-2.387230442184404	-1.2617527079836393	-2.8700075164482928	-1.3843012183108994	-1.850787467561217	-2.6975557697932793	-2.548303037320256	-0.9251082525878386	-1.2969843758304753	-1.5787449180650093	-0.25993594115314117	-0.5411707667082268	-1.357008301220772	-1.3281631713187951	-1.689376022161615	-3.703821026599384	-1.292386865507646	-1.4457117513360616	-2.224472362603054	-1.492230235854683	-1.1932981482896832	-1.6872140261173518	-4.071063512516296	-1.1174711970468734	-1.1025736820744838	-1.4437717052295473	-4.648154604588434	-0.30788530064393327	-2.0520212152375836	-0.7156825036178381	-2.4112491513530756	-0.8174907520571453	-0.379456753752781	-2.8366146267809262	-0.7003286348995936	-1.4645004047745218	-2.5883221181377887	-1.492230235854683	-1.4305400177037266	-2.178162457952586	-1.492230235854683	-0.13987943375621523	-1.492230235854683	-0.8560659169008492	-1.0439939171660282	-1.5362771124713055	-0.5392846917419716	-1.3642474657725625	-1.492230235854683	-0.8441083179325488	-0.533578565120706	-0.8706721365462302	-1.5621714408629261	-0.6497879255301704	-1.5265517913876698	-0.5664273105357809	-1.6439057832691484	-1.424420456589699	-0.12860420831097877	-0.8745525561921192	-0.8087734277414901	-1.345032941369961	-0.6722666542446629	-2.0972333215748042	-0.13949321746838783	-0.7589994469207711	-4.5720248877094205	-0.9170086281024817	-3.2409976072143785	-1.43233773967323	-1.4345782977270605	-0.6590936899436023	-0.6971674322441124	-1.492230235854683	-1.3164167202959713	-1.5161857702083492	-0.9935224359287952	-1.7052975068313756	-1.1173334764691474	-1.887435970682365	-1.2116517232277468	-2.275744395351638	-1.9253685217124221	-3.1740874046801837	-1.0968537246756154	-3.9041160772727523	-0.7519777273836801	-0.4868832413510777	-1.4551308693465297	-0.6636640475708918	-1.4833635181796916	-0.11511454543072025	-0.5117605998830422	-0.5588458919322322	-1.39903761463615	0.03606017104348234	-1.1980798350544437	-3.377174576171101	-0.853756662897563	-1.298314331516653	-1.492230235854683	-0.992660953991838	-1.8232993673495699	-0.8493545441074933	-0.9749626982409362	0.019203733973092663	0.3191785851648316	-0.5477630433809452	
g393	-1.4087035655567934	-2.047350342835206	-2.3454104821323454	-2.729655255936272	-3.3740899095358037	-2.497347590455415	-1.2120661063959242	-1.245635810137728	-1.3405941745800398	-1.3700568614666278	-2.7235057165206045	-3.2023859898467255	-4.866531166557804	-1.9804717175049238	-3.633738782441234	-2.864890712524626	-1.5840077525908625	-2.104014974687176	-7.466767587668757	-2.774162417724755	-1.1495269900530485	-2.46512561610812	-2.229105003701635	-2.0723795994844094	-0.6063465734080796	-1.2385785494628414	-5.031645254308116	-3.0406037329759372	-1.5563891053099168	-1.5469213973994989	-1.4914699313462854	-3.2291794093478385	-1.7168794865820869	-0.8044659343696863	-1.064238543605565	-1.8447326094969603	-3.2207217863501447	-0.7517274958996637	-0.22235010290258245	-1.2800823631069356	-0.23678051435812855	-0.7359272275039234	-3.233867931833482	-0.7958367412858691	-0.586353929517059	-1.9524783625099813	-1.9496780193931054	-0.7302079920361202	-1.3686703068667931	-2.2716005413289375	-0.3161706217838604	-1.3546598673515393	-0.602795045545196	-1.5469213973994989	-1.9997922668705386	-2.79398699883144	-2.001472299942391	-3.5816826578550365	-0.6543538289123434	-1.8396115648642484	-1.5469213973994989	-4.075702446367491	-0.5601620033106981	-0.48772860684088415	0.14294924320417912	-5.628572728328179	-1.5469213973994989	-0.8650799005124538	-0.8154226266961015	-1.0632312939792539	-1.5469213973994989	-4.89492272319013	-1.8852225483783616	-1.6341686303790306	-1.7757472897563995	-1.5469213973994989	-1.4622924320855186	-1.9635655937401006	-1.469381856871838	-2.70741611966051	-0.5899194507488909	-2.347787958743449	-0.6363758559950043	-0.6790324826475319	-0.6185084070774536	-0.9754902437145243	-1.5469213973994989	-1.2629432303883235	-3.3744639108343186	-2.375092451363926	-1.3148474394504925	-0.7981328174570431	-1.5469213973994989	-0.4509065437217957	-2.962643082492391	-0.7270451845731422	-0.2077093452898719	-1.5469213973994989	-1.5469213973994989	-1.5469213973994989	-1.5469213973994989	-3.194426875671526	-3.156961651985366	-1.4775062845674405	-1.5469213973994989	-1.1046756608402974	-0.9223140044500339	-2.104442990357578	-0.5200389618479926	-1.8853184818186264	-1.665417995342498	-1.9335181054191426	-0.851805161090428	-1.5469213973994989	-0.4748110998367991	-1.418955403312196	-0.6523774267875454	-3.2277596001623796	-0.7112233088080043	-1.4431752924441756	-1.5469213973994989	-1.5469213973994989	-1.6507343782523378	-1.0369994536555251	-1.6135598434544487	-1.8440383933790845	-1.151765869765072	-0.9040323841650403	-0.8908668125392911	0.4341237799404224	0.015326285578409385	
g394	-1.8693741222258848	-4.30067580531144	-1.6126462830138688	-3.016027595179505	-3.4422693737756265	-1.8693741222258848	-1.8693741222258848	-5.173397415837045	-2.2460874478399133	-1.8693741222258848	-1.8693741222258848	-5.947684277159519	-1.8693741222258848	-4.171706386463518	-1.8693741222258848	-1.8693741222258848	-5.74514477178523	-1.8693741222258848	-1.8693741222258848	-3.050143881318146	-1.1560065112259785	-1.8693741222258848	-2.7986170641359456	-1.043788675173751	-1.8693741222258848	-1.8693741222258848	-2.3567607230898484	-3.157489340899852	-4.706135164012932	-2.699335036778739	-2.625720565009293	0.9746981676703637	-3.516123872598778	-1.6152781975618944	-0.685472837832957	-1.9436384417919115	-2.471568706853806	-2.4663130686953134	-1.601763473511555	-0.7013229177927846	-4.848047690314188	-1.2043793236457756	-1.8693741222258848	-0.8116269293654553	-3.3239348360026	-1.5733466423056655	-3.543837294320263	-2.1516632986319033	-1.68326571184296	-1.3693000549339058	-1.9861475953079526	-1.354453270012475	-2.1576953206499385	-3.0781493537692874	-1.7709634212996463	-2.271732904743948	-1.8693741222258848	-6.4365880166626965	-3.2794798652784625	-8.085686534940114	-1.8693741222258848	-2.5600556492440223	-1.3445345922488707	-1.5578197756213872	-1.843572316279699	-0.43820562887369047	-1.8693741222258848	-2.4638436274123734	-2.964747720072239	-1.4532610818231277	-1.8693741222258848	-0.4243701177039333	-2.0721065795359523	-4.429917951877907	-1.5788052519417333	-2.975453365985872	-1.805696055493178	-1.8693741222258848	-1.7959995520563734	-1.8992483585706512	-2.4272073227415714	-3.088764017423023	-1.2029770582612895	-1.2831934312608813	-4.059302510567604	-3.241106730754388	-1.8693741222258848	-0.5862867810277042	-6.413653176408303	-1.5454450542680305	-1.8693741222258848	-0.5940533717596971	-1.2748853468794805	-1.1378287438658354	-6.337127322714953	-0.5769403781235368	-0.2778837621813411	-1.8693741222258848	-1.8693741222258848	-1.3342943454271858	-2.3499119201913365	-1.7849949217988332	-1.8693741222258848	-1.8693741222258848	-3.4769479699322763	-1.8693741222258848	-1.8693741222258848	-1.210786580836477	-1.8693741222258848	-2.229375588083969	-1.2664269937626351	-5.715959736045904	-3.097986638782481	-6.144482244772558	-0.8271310592083025	-2.11179487321425	-0.5985049630760018	-1.8693741222258848	-1.7516011819267343	-1.8693741222258848	-1.8693741222258848	-1.8693741222258848	-2.178149399407153	-1.9068563320081764	-1.8693741222258848	-1.8693741222258848	-1.8693741222258848	-9.92034131390092	-3.130731849346725	-1.1485415753631556	-2.8421801605211376	
g395	-1.042492458469356	-1.0117305056241617	-1.6665557194441591	-1.6665557194441591	-1.6665557194441591	-1.6665557194441591	-0.6796955618104369	-2.0614206170826077	-2.2742780359386887	-1.4742357894389595	-1.5585505165773326	-0.7093514826698263	-1.3799804571968626	-1.7235295383465534	-0.7240632503621117	-1.683312045329626	-1.4994630601417132	-2.0374198840487088	-2.632888419119394	-1.6665557194441591	-1.6665557194441591	-1.6665557194441591	-1.8110370465807664	-1.6665557194441591	-1.6665557194441591	-3.75420743176569	-1.6665557194441591	-2.931205387682758	-10.676539999505446	-7.415376091444807	-6.5105557135449486	-1.6665557194441591	-1.6665557194441591	-0.2167143418519897	-6.538312197575799	-3.629965205057484	-0.744598370563992	-1.3301858649254743	-3.4496745584788893	-2.1175056292456054	-2.5111724238405264	-1.4519619594504358	-0.7784371606811978	-0.9596293478336415	-2.6505441321548453	-4.642558348179078	-3.7934367890521834	-0.819202881187053	-2.274990081505949	-3.000923620416239	-0.18227197184460064	-4.071718373471582	-0.8774491948859603	-1.6665557194441591	-1.6641646313611849	-3.471768767181792	0.21406261888153935	-0.5409692439619186	-0.20194948523248557	-1.6665557194441591	-1.6665557194441591	-1.2308579377988353	0.19668257588933738	-0.988813543227337	-0.13774937993244415	-1.6665557194441591	-1.6665557194441591	0.6503509885269477	-4.42448628701375	-5.78794620157651	-0.7817073547426586	-1.6665557194441591	-2.263757088485115	-0.21030246114142143	-6.980283854357203	-1.6665557194441591	-0.34241486854727965	-1.1796028879473328	-3.310947796308947	-1.6665557194441591	-0.7359632693803198	-1.1841000012659688	-1.7901998053859087	-4.230478744507017	-0.698337440548597	-1.1538380856281725	-2.6573360325342446	-1.6665557194441591	-1.5187134598957726	-3.6679692537687845	-0.6636069143466581	-1.6023810140169574	-1.6665557194441591	-0.3839585447934598	-1.8999858157787703	-1.848125600692441	-0.02949528451218126	-1.6665557194441591	-2.00239108335161	-1.7429169470413157	-1.6665557194441591	-2.1902332601353973	-3.5382786749835584	-0.27746227973869686	-2.818223182692771	-1.6665557194441591	-1.5578410128684832	-3.4716087167000556	-1.6665557194441591	-0.8942629283471495	-3.6849392941877657	-3.561409057734366	-1.7138853397121963	-1.6665557194441591	-0.6290389690957701	-1.9011600655511194	-1.6665557194441591	-0.17820163429809613	-0.868789840908746	-3.0582085716116607	-2.3937965825358987	-3.3131543878213465	-2.88450857765267	0.009949065481692375	-3.2075743974337887	-1.6665557194441591	-6.909027365869348	-2.298630154432169	-2.7753175729790565	-0.3653639856677825	-1.938823811858887	
g396	-8.180861583099226	-2.323965747009619	-2.323965747009619	-4.598902588111178	-2.323965747009619	-2.323965747009619	-4.4917701437496875	-2.1781885753980554	-4.037816740616445	-3.7133459171681156	-3.77675046027207	-3.9419744974597264	-1.3979574683476161	-1.8152195310438344	-3.200289319041702	-2.323965747009619	-2.323965747009619	-2.323965747009619	-2.7945374185277583	-2.323965747009619	-2.323965747009619	-2.323965747009619	-3.4782175448643025	-2.323965747009619	-2.323965747009619	-2.323965747009619	-4.624688046704445	-3.3689385682926876	-5.580353247468567	-2.323965747009619	-6.926470391084469	-1.2854071781349752	-3.692193800454078	-4.333167072255445	-3.4286280203758404	-2.8271029042916815	-2.323965747009619	-2.4633979851966417	-4.000992915790343	-2.323965747009619	-2.5184117217005313	-2.0284928645000377	-2.323965747009619	-2.220036021282962	-2.3349711323629614	-5.80003310064783	-3.2599031186487686	-2.287494019384555	-2.140329355101916	-2.323965747009619	-0.9636134229058481	-2.323965747009619	-2.1479372221420356	-4.421700802094721	-4.200620867894536	-6.640397870002314	-2.672744934319212	-1.8549303979377252	-2.3949267309382147	-2.323965747009619	-2.323965747009619	-2.6981361315416317	-2.91975166990788	-1.762774051356047	-2.2353277338400472	-2.323965747009619	-2.323965747009619	-5.319160776185504	-7.12200138706452	-3.765954920339184	-2.323965747009619	-2.323965747009619	-2.5213408343303563	-2.0527572704127546	-6.030230246144638	-2.323965747009619	-2.3229455535875374	-3.5100460986686945	-1.3940126833981996	-1.724559016944286	-2.418311319771355	-1.8049749966333797	-3.4622129285480896	-2.0062227604633156	-3.4321430728838087	-2.375152326650961	-2.323965747009619	-1.7053680771569337	-1.7460252515282046	-2.620077445295598	-1.9638807327312735	-2.6707408972247983	-2.6390132653111396	-1.7219153086294454	-2.3968933265011656	-3.5043703228923633	-5.46021088438007	-3.7153342614497906	-4.165997565427357	-2.0755078458794602	-3.794877783039556	-2.323965747009619	-4.061252017446595	-2.9529809911744	-2.1808812078206414	-2.0367034494195027	-2.8033929559051822	-1.4524751506902007	-3.9753739402333963	-2.255212006629295	-4.075507845879461	-5.4203100738219065	-1.625408951461977	-2.323965747009619	-0.38108855690612675	-0.7884968128852428	-3.3471785404305487	-1.7241061465064207	-0.7145007169213294	-3.3042199353223585	-4.344816724653938	-2.217403561440203	-2.8209017533228553	-1.6636571914645186	-2.5626017902088476	-2.323965747009619	-2.302261759059617	-2.447359303302538	-1.4686669524625449	-1.3129070530012144	-1.1179032241568192	
g397	-1.0552314912320377	-1.4766468107470052	-6.911283068479526	-5.518205088113205	-1.3367297463779697	-1.3367297463779697	-0.5848297788825054	-1.306512596450103	-0.9128304799812827	-1.024745484218417	-0.4867740675763644	-0.748589927141527	-0.32433037771526974	-0.8565334361060504	-0.7763673941313326	-0.30429119183786385	-0.6018269672574224	-0.7825583244452708	-1.0214118934843919	-1.3367297463779697	-1.3367297463779697	-1.3367297463779697	-0.9708001602001427	-3.2462585596545304	-1.014974717206858	-1.3367297463779697	-1.3367297463779697	-1.325958839558556	-1.3367297463779697	-1.3367297463779697	-1.6249683557509382	-1.3367297463779697	-4.1142600963582945	-0.9330580197460524	-6.3509566743298524	-0.7164906545013462	-0.6701439015888839	-0.8273998383432533	-4.682973845089529	-4.8795100346972715	-0.9899277206826534	-1.7319537310166022	-1.3367297463779697	0.08647128422481418	-2.088764017423023	-2.488414566254856	-1.494088750764674	-0.8488373769154964	-1.6348226030493564	-3.4757597603911514	0.011237991718493087	-2.5558757684523505	-0.1353863360835413	-1.3367297463779697	-1.6653127440821904	-2.3399877868403185	-0.32686694927212795	-0.5788634334268604	-0.5860290464935926	-1.9048452226128834	-0.21095188648654775	-1.2166221354942273	0.4720197944761384	-2.4065601718988097	-0.8037328979252651	-1.3367297463779697	-1.5153771840621861	-0.13818117246551084	-1.3367297463779697	-1.7404611474926965	-1.308730278963768	-1.3367297463779697	-1.4249278157213694	-0.9372289450988488	-2.210222346652446	-1.3367297463779697	-0.3413671404300056	-3.28752923653063	-1.3367297463779697	-9.517940640300003	-1.4628490795564297	-1.353387550231078	-1.113988403258334	-2.406338359433671	-0.39161842605653546	-0.6431598066730042	-1.3367297463779697	-2.8354711391186314	-1.019345829119728	-6.479713540926419	-0.2933288868569868	-4.819740089209199	-1.3367297463779697	0.40912477678482373	-3.863273117496102	-0.6616429078014693	-0.9877059473765394	-1.3367297463779697	-2.9092874593241356	-1.3367297463779697	-1.3367297463779697	-3.80585241649452	-4.671567914614723	-0.027841150012292232	-6.0447288634397545	-0.653069199887724	-0.7754953712945581	-1.7280867347487412	-2.54059356316864	-0.5549068657289231	-1.0982306249843543	-2.6376299881993015	0.016039834028993772	-2.3378419072182393	0.43751539683647767	-0.424765131528528	-0.5899976265348097	0.1814969713317662	0.18619626649683713	-0.6349211725819076	-1.3367297463779697	-1.5925058417617475	-1.3091020117771848	0.3978686618484245	-1.615415223898159	-2.1205075174451156	0.22718656043147706	-1.174146003840161	-0.5984853031428989	0.4182439299120924	-1.822166380754816	
g398	-1.8221765838704362	-1.9620526066873485	-4.437025452625861	-3.6067551537669584	-4.464727361002573	-1.9620526066873485	-2.1998650476619854	-2.1415828794158474	-1.9745288941023809	-2.412032131728844	-2.7000942340488683	-4.492646796889831	-1.7804727287943694	-1.9620526066873485	-2.9377345785026643	-1.9976243955334785	-2.2195521480069047	-1.9620526066873485	-2.1084626025542814	-1.9620526066873485	-1.9620526066873485	-1.9620526066873485	-2.5622864721764627	-1.9620526066873485	-2.7763155026705575	-2.440146028919661	-1.2768101865166301	-2.159531126286522	-1.9620526066873485	-4.19194615846997	-1.9335015728536364	-3.611614258637231	-5.341975936935693	-2.388740730301738	-1.216115943758131	-1.845691591484574	-4.385488024773148	-1.967605709350334	-5.150003942079848	-5.002078978082606	-4.2563282117456245	-1.9620526066873485	-0.96473364144124	-1.7231531994789206	-1.4557639045159445	-4.127538411219227	-2.2387760105612013	-1.1517370208967779	-1.3897535085805612	-1.9620526066873485	-2.2413863975062935	-1.714585943688544	-1.5453776775738919	-2.400750771655778	-1.2308443934649445	-2.2034819825960925	-4.837944684586789	-1.05363743898579	-1.796179917745128	-2.2379318833568025	-2.05308652231826	-1.9672051370335286	-0.7368020979928469	0.20795530462032083	-0.519240619803176	-1.9620526066873485	-3.7217915779432835	-1.9620526066873485	-1.9620526066873485	-1.3634714269946813	-2.2516349498714887	-1.9620526066873485	-1.9910886404971353	-0.7001504867798689	-5.051315433772771	-2.9177770264123764	-1.6755718622447306	-2.099543917546131	-0.6911079547785236	-3.138422524592907	-3.545335568737895	-0.7328405801965168	-1.9620526066873485	-1.3404480337424014	-6.650218054343139	-1.7077459614600878	-2.117918879741889	-2.3282972048287354	-2.3125522553512634	-1.9620526066873485	-2.2946253925737636	-2.0895006438182873	-3.6838635280660084	-1.9620526066873485	-3.398953912429336	-0.6496159099056804	-1.9620526066873485	-3.57861133060218	-2.688617792325079	-2.7018860232920123	-1.9620526066873485	-1.9620526066873485	-3.504075661473706	-4.072470617616684	-1.9620526066873485	-1.9620526066873485	-6.9936430844611435	-1.9192986812951287	-1.9620526066873485	-1.2905046661084096	-3.5164540238750797	-2.1187958637587703	-1.1524071046207034	-2.9337495812312038	-1.9620526066873485	-0.4929919222469	-1.4993406941500464	-2.533868871237812	-1.6251908620194073	-6.401894007559533	-1.4905007529098546	-1.9703902197198984	-1.9620526066873485	-1.9620526066873485	-1.9620526066873485	-5.335495314576112	-2.021195198299925	-3.2293958839586265	-0.7356893736993155	-1.5852149944471572	-1.9620526066873485	
