,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
g2457,1.222020728593741362e-01,1.666065680562862361e-01,1.674980049056051523e-01,1.755333866521642805e-01,2.246137815238791191e-01,1.812953044351955367e-01,1.500561647114035391e-01,2.108302694785247899e-01,1.707379176646675323e-01,1.439549467136567173e-01,1.522533681185368748e-01,1.507808703647933735e-01,1.874286744100451263e-01,1.203895249625380748e-01,1.915081620983576649e-01,2.181806387273569348e-01,1.425859648196999840e-01,8.057804035295269840e-02,9.573442260088475819e-02,1.569556085283848323e-01
g2458,3.357579695773991735e-01,2.937331058993662425e-01,2.131803201383787594e-01,2.682269046411427382e-01,3.197916688577250310e-01,2.978732104739766906e-01,3.888068605438723679e-01,2.295923543306807868e-01,2.139644218836466716e-01,2.282459605277514791e-01,2.011641678408826461e-01,2.443068956014737003e-01,4.337905627826953436e-01,2.652828591089204657e-01,3.676235028517045311e-01,3.327900936576186908e-01,2.065557346213790502e-01,1.877437330285435524e-01,2.062028077176723539e-01,2.817790062410704954e-01
g2459,7.032372641015703640e-02,9.156329202311035143e-02,8.270460037545861176e-02,8.886215321299222036e-02,1.090385534712885324e-01,8.933002271694756580e-02,8.809980846945027200e-02,9.441892691643800906e-02,7.883455378240461497e-02,7.351352424623702753e-02,6.706943731551950894e-02,7.503414487062730343e-02,9.919618190131775093e-02,6.645037993002284038e-02,9.920828311203749861e-02,1.087347157166276279e-01,6.457330365072778966e-02,4.482138802136984013e-02,5.331917969669451585e-02,8.123632843505615431e-02
g2460,4.032292436789467610e-02,6.300963109629395542e-02,7.060815334527935361e-02,5.279526372487758357e-02,9.600654821755379154e-02,7.856292043478038667e-02,3.646009101769788485e-02,1.032701835585783934e-01,8.106849865106126318e-02,4.089895201242743639e-02,4.622721819115001990e-02,6.225621877342491645e-02,7.499083469500075760e-02,4.896597057027390204e-02,8.742407472965668669e-02,7.892152518477500711e-02,6.704470973999102079e-02,3.062574600310830411e-02,5.299845077707693308e-02,6.390065312669494790e-02
g2461,1.186064712656735437e-01,1.187606656389150750e-01,9.921651344889920177e-02,1.198701757778461441e-01,1.525805664695302766e-01,1.329681675736724411e-01,1.330936606516839038e-01,1.478546143126351353e-01,1.231491896625649396e-01,9.548766632461340442e-02,7.858488056946388856e-02,1.096787169632671977e-01,1.619042939692002803e-01,1.051674286020066185e-01,1.459198983023338170e-01,1.559925093625795789e-01,9.774353366812028876e-02,7.178276524826729399e-02,1.002681746537549129e-01,1.119768128973065574e-01
g2462,2.569995901235783142e-01,1.649303039462371445e-01,1.057446144974173580e-01,1.976846854744297999e-01,2.397439360814656584e-01,2.312161271888732716e-01,2.635854628343403672e-01,2.714439231125871932e-01,2.270811848244282116e-01,1.478550995728624140e-01,9.263193011253365028e-02,1.884007846902066852e-01,3.257060294713486903e-01,2.036174996033129070e-01,2.417462196765537696e-01,2.723675021346553260e-01,1.689693126321328009e-01,1.431079400608736008e-01,2.253730443772385406e-01,1.714839109622406377e-01
g2463,3.680364168745553499e-01,3.067948849145880064e-01,2.998010007716098158e-01,2.984592051469456275e-01,4.722004986435746066e-01,4.343830993698341025e-01,3.629701174658388485e-01,4.341870734563014755e-01,3.667375957627704297e-01,2.487587994301235783e-01,3.373596613982017822e-01,3.386445251131093848e-01,5.663859604523930891e-01,3.093173270046105094e-01,5.104639049577750498e-01,4.204870776832503321e-01,3.751787743058748736e-01,2.147559476765794062e-01,2.564110026532571696e-01,3.678259591138491880e-01
g2464,1.286607943583623070e-01,1.490414514490370768e-01,1.239453607892385539e-01,1.483354498785265929e-01,1.820337032958529999e-01,1.524961393333642279e-01,1.512590395922289443e-01,1.813670773274387027e-01,1.487918604332583994e-01,1.164950453261696384e-01,7.940765829920046204e-02,1.283945810309345958e-01,1.718827899852673757e-01,1.214742464968197044e-01,1.625173548934457091e-01,1.898416162331505730e-01,1.057353742946020025e-01,8.139763836222972671e-02,1.222630510585887703e-01,1.284182157844783456e-01
g2465,6.392963707419070662e-02,7.294736122520613375e-02,6.344777643401391942e-02,6.961874891881082716e-02,9.129419373728306364e-02,7.750954897714679159e-02,7.294225509780895289e-02,8.713559826512493056e-02,7.209990457800830033e-02,5.572558191376963260e-02,4.575021690875043234e-02,6.409523865163617440e-02,8.948687648474756839e-02,5.985067667033083794e-02,8.601955458864413151e-02,9.051479981283543086e-02,5.671049041187951195e-02,4.021502754186147971e-02,5.682230178095465378e-02,6.668184812915439741e-02
g2466,2.797645500495902354e-02,5.123661037573217641e-02,5.156820801677515498e-02,4.202865501408380861e-02,6.256442844550710869e-02,4.911614344974371549e-02,3.368163211481786656e-02,5.731288700082129428e-02,4.622444355318947734e-02,3.442037584755608393e-02,3.232808670792701455e-02,4.053692104446651040e-02,4.630475776325727183e-02,3.317134408410625512e-02,5.633852672084431468e-02,5.495672376060641018e-02,3.722386178293596304e-02,2.099650613087432338e-02,2.984242990705000473e-02,4.478941878068234961e-02
g2467,6.599387024339292696e-02,8.524288836005869396e-02,7.969061127323816274e-02,9.578523770968952467e-02,1.095975690309459738e-01,8.804847910158505875e-02,8.542749188582376973e-02,1.030894085225822487e-01,8.391476193849764509e-02,7.793516216465477819e-02,7.262773272164373128e-02,7.496503859773898104e-02,9.264683113126648273e-02,6.201209768954972501e-02,8.918324178420605763e-02,1.149515685908847895e-01,6.496239818931254240e-02,4.210752658125709036e-02,4.986665838809260787e-02,7.582260759692031893e-02
g2468,1.463911644357785424e-01,1.565497571123387333e-01,1.266470799862658703e-01,1.424195106763469498e-01,1.810129745456035832e-01,1.575540940687821523e-01,1.695349248415854715e-01,1.571892766602472347e-01,1.347142278484146638e-01,1.164040569703792688e-01,9.213402722196395445e-02,1.303987933226185558e-01,1.967900039500141141e-01,1.300373205691338907e-01,1.832959123284851055e-01,1.820394097257125865e-01,1.105563502794641578e-01,8.866226120145599687e-02,1.165726530725846311e-01,1.418281232153461302e-01
g2469,1.280834912048339491e-01,1.356637194473334918e-01,1.083325723570890409e-01,1.133931812648892867e-01,1.502546206828533348e-01,1.330609523523846593e-01,1.468090090330939623e-01,1.194943860354569787e-01,1.054028778671916439e-01,9.475580913923453696e-02,7.831126375237468240e-02,1.090240906209617167e-01,1.732946479435109877e-01,1.123150497201731435e-01,1.632932653218987507e-01,1.460054025397578836e-01,9.325929469210950118e-02,7.678510636537001777e-02,9.616136895033523813e-02,1.246068403052651846e-01
g2470,1.314992696348060430e-01,8.208441885333817023e-02,8.045533326889499348e-02,1.151601397094511037e-01,1.673646220639975757e-01,1.554371704444421631e-01,1.206253311870471995e-01,2.009567381713364687e-01,1.610673189591438348e-01,8.631132610090679058e-02,1.010120531994779247e-01,1.224096279326808978e-01,1.954658076636648367e-01,1.086750221165387054e-01,1.558972875685349646e-01,1.673447845521260635e-01,1.367564327159698223e-01,7.572185870893294313e-02,1.168753046453787359e-01,1.088972748498981680e-01
g2471,2.131317263203472701e-01,1.855848395733482592e-01,1.512756720796286092e-01,2.234842296350620650e-01,2.488614475249640856e-01,2.194859049024716069e-01,2.501621064473821265e-01,2.361543053458902697e-01,1.986797494412672616e-01,1.805758587504240620e-01,1.661985410534433105e-01,1.832826132961031806e-01,2.806525442001692738e-01,1.724018958284357361e-01,2.279306650715573479e-01,2.751211796338561832e-01,1.631069116527799068e-01,1.217864709518208383e-01,1.461679041693674519e-01,1.820863429270555556e-01
g2472,4.015498724752807058e-02,5.168163497102897658e-02,5.941244900342448898e-02,6.378222549687555254e-02,8.158564227667935986e-02,6.588422155307066541e-02,4.899517202357202283e-02,7.767081367551237348e-02,6.213305558817859564e-02,5.313044164249378781e-02,7.054166361462399504e-02,5.409577972730474082e-02,6.729767484118465148e-02,3.790425702394588370e-02,6.645208054960270727e-02,7.824109539249415879e-02,5.733743992636103348e-02,2.594107525660766314e-02,2.380784755007318149e-02,5.527196768278787309e-02
g2473,5.118577615662088520e-02,6.077820018331400731e-02,5.481733162593655645e-02,4.647977360339366343e-02,7.303219258339860298e-02,6.346241895782941955e-02,5.497921366959510059e-02,6.172375429421864818e-02,5.263459020829978213e-02,3.883103978300619930e-02,3.804078706118531328e-02,5.082398910221614524e-02,7.660871798550795975e-02,4.880905910527550545e-02,7.873591940515335674e-02,6.381491584620033186e-02,4.842186808165240691e-02,3.251334660747254995e-02,4.316322038680828893e-02,5.852521378115674994e-02
g2474,1.412880370234507466e-01,8.617104330310577931e-02,6.558696610599525079e-02,1.025665934947718044e-01,1.366237242429920451e-01,1.335472375860073391e-01,1.412377873020211339e-01,1.401139349921114163e-01,1.192010993498037047e-01,8.085262262154921387e-02,8.354463521001978532e-02,1.057953755874076474e-01,1.923481187121383884e-01,1.083027027911689505e-01,1.473910613837282335e-01,1.424994877689543804e-01,1.083000312502414020e-01,7.720862693939270494e-02,1.038489256823142137e-01,1.040690890258495066e-01
g2475,6.083112063766047545e-02,9.662955501219583354e-02,1.045682713253104079e-01,7.168137251773817886e-02,1.372956624564737604e-01,1.131875152680767438e-01,5.533920920513496489e-02,1.401702348875536464e-01,1.114536977770149151e-01,5.652088475082073238e-02,6.256475350998405571e-02,8.924750641567028020e-02,1.115332423473207879e-01,7.346906754960987052e-02,1.325619069432026342e-01,1.090020764649309026e-01,9.481821506571561087e-02,4.589685564886585023e-02,7.759157162052864043e-02,9.607806848117961263e-02
g2476,7.847563761384523939e-02,1.104275449092814304e-01,9.692799015012416863e-02,1.019497441327756604e-01,1.260557562955278155e-01,1.017218243831178454e-01,9.903370992251500637e-02,1.129908092051195578e-01,9.350654200389604820e-02,8.287144325923033461e-02,6.337440964786777986e-02,8.621596078646749650e-02,1.084062173661163864e-01,7.824230418009271715e-02,1.128468920808190917e-01,1.261720938093773559e-01,6.974303945287255169e-02,5.181596656715391908e-02,6.992938897164047152e-02,9.228604495937682561e-02
g2477,3.132599187476306501e-02,2.883697029194918007e-02,2.855529780463592765e-02,3.542587847745844870e-02,4.498063722695196803e-02,3.900270953032906190e-02,3.485656105036274294e-02,4.427347258305186495e-02,3.625568157824349963e-02,2.883604425710387109e-02,3.413985461417305689e-02,3.172485319621926730e-02,4.643413972350194513e-02,2.651624242809585974e-02,4.048205911473737317e-02,4.520360602473985634e-02,3.256677759025203289e-02,1.852420586891476151e-02,2.130499525440395989e-02,3.167673966422825116e-02
g2478,3.693842947268455301e-02,6.093490756240771411e-02,5.462508229719549580e-02,6.182215433456615672e-02,6.721471349004699836e-02,5.118753730782932276e-02,5.380491835462915262e-02,5.823882551973530441e-02,4.775919321094251879e-02,5.078454513895870603e-02,3.963752377345371170e-02,4.500383751048347980e-02,4.929198220770884820e-02,3.783850523215123718e-02,5.301321487362876950e-02,7.133506554781157694e-02,3.329118938903084107e-02,2.510371990187722224e-02,2.956379209293001284e-02,4.755990978428457222e-02
g2479,5.537433510933816722e-02,4.954679677592863096e-02,6.108224420399498145e-02,7.063976490129710017e-02,1.047828001922588570e-01,8.959102314640743359e-02,5.113334917984110883e-02,1.255378620147586111e-01,9.766230559943331335e-02,5.383276060566769688e-02,7.200631641513433046e-02,7.119855089552119820e-02,9.433828872143126820e-02,5.231514654125731661e-02,8.537558424732985540e-02,9.930383811917581349e-02,8.245529887655139722e-02,3.530737000889071220e-02,5.366476967539038356e-02,6.320375653483109590e-02
g2480,9.126555494346590136e-02,1.237543300276150171e-01,1.134151863403466409e-01,1.265863841536530865e-01,1.531004717555511929e-01,1.232214193448769035e-01,1.150198482779160591e-01,1.445279677268651031e-01,1.177724619037717468e-01,1.022643677734217937e-01,8.724385902883019517e-02,1.043570095890585248e-01,1.287199898861756953e-01,8.963524698141488167e-02,1.296836524322924344e-01,1.558647502000603535e-01,8.885419641290970283e-02,5.981796314373916817e-02,7.872331552676414823e-02,1.073156953900684801e-01
g2481,1.163794284326848255e-01,1.039197432977770619e-01,8.031661321184488389e-02,1.082750164731391684e-01,1.257105460252245233e-01,1.130997733449203985e-01,1.353699094344945342e-01,1.077743038987978297e-01,9.388957960997829089e-02,8.910082662541810028e-02,7.822440036729981505e-02,9.371314570944594413e-02,1.520339608929383579e-01,9.436888415311082967e-02,1.276843033704643526e-01,1.345461617803361820e-01,8.101984959501859485e-02,6.637904054807515497e-02,7.867550772610008847e-02,9.968435730704347519e-02
g2482,3.823009933718833631e-02,5.953086415018354199e-02,6.216195786925875905e-02,5.210430430886106579e-02,8.199888254457378400e-02,6.633598114046559968e-02,4.081657117465811724e-02,8.241520540330750377e-02,6.564072171727250438e-02,4.152151642116240493e-02,4.231485197512592500e-02,5.376487276449036512e-02,6.474928221043201038e-02,4.353786002328510069e-02,7.372796083485812224e-02,7.169983794409737210e-02,5.347184072289014323e-02,2.777307189755411770e-02,4.278309357044371430e-02,5.639433393841185999e-02
g2483,1.544021498861044422e-02,2.761405402181818514e-02,2.587759423298032976e-02,1.849213501476679872e-02,2.777461912102668212e-02,2.222779243056851109e-02,1.992420672134551443e-02,1.774926965330209105e-02,1.576144754035208040e-02,1.656981868239768355e-02,1.672278487305705816e-02,1.826443134223652148e-02,2.416105166570855708e-02,1.662132563099252142e-02,2.968763735660642777e-02,2.290465060986888318e-02,1.574646489297745755e-02,1.078163051700100142e-02,1.092159945724715565e-02,2.375949108772142104e-02
g2484,3.257654920514978496e-03,3.308245773382931937e-03,3.157196716080829316e-03,3.922822082042766965e-03,4.697002374446916650e-03,3.991449309685004415e-03,3.868283079501211308e-03,4.368212183462902645e-03,3.610631248944807907e-03,3.230631536631084922e-03,3.587374552285303806e-03,3.300336525009417085e-03,4.692181945137937661e-03,2.778923863026625841e-03,4.163974100992519009e-03,4.824598815538459068e-03,3.189027890323006386e-03,1.940387262260977706e-03,2.090899456844900681e-03,3.372886378380159523e-03
g2485,3.849940865840760507e-02,4.303154142276357369e-02,5.118520640634244279e-02,5.681143765086611730e-02,7.134087964101192003e-02,5.891841629092517407e-02,4.676916355365490219e-02,6.398371956056041199e-02,5.199128543122972373e-02,4.852391049221937980e-02,7.169142082169867314e-02,4.790646360727231212e-02,6.451483080095915534e-02,3.297730579356469849e-02,6.024010446829936027e-02,6.837510429695398129e-02,5.328774655917353081e-02,2.333291082653086296e-02,1.523592175003784729e-02,5.018497425425737235e-02
g2486,4.689673308035700872e-02,3.505913680727126835e-02,3.755136410400929103e-02,4.945554304987528904e-02,6.484457449351058167e-02,5.796867093656851017e-02,4.902442851647688393e-02,6.650497955122838811e-02,5.420813470534886075e-02,4.021230247716225947e-02,5.527831341730256309e-02,4.625516551644061336e-02,7.168269618823502887e-02,3.745042545389491717e-02,5.902272074587244788e-02,6.457628816091214030e-02,5.183103994886546773e-02,2.668679027114570501e-02,2.913125729669801059e-02,4.495473285325826684e-02
g2487,8.928701127975438578e-02,7.218494188368308750e-02,4.965239778396892539e-02,8.109621715149961663e-02,8.041984291904888393e-02,7.425050136367379594e-02,1.093832898992624925e-01,5.956931487002939396e-02,5.512833928549127488e-02,6.823577732146235419e-02,5.943982193695820232e-02,6.272917716358750173e-02,1.094560542515903984e-01,6.646220470954426751e-02,8.384528557782196245e-02,9.444688221139060924e-02,4.986699368109734354e-02,4.823958316000196561e-02,4.802955952581020038e-02,6.812821158059445548e-02
g2488,5.872702361907999880e-02,6.179899413257793073e-02,5.820762016862390809e-02,5.933165033298989921e-02,8.221174515531980143e-02,7.154857162597222375e-02,6.545352465878742643e-02,7.105545069019901516e-02,6.010544407960344282e-02,4.980020019695046568e-02,5.710091927237914006e-02,5.771198368281547225e-02,8.745446972391428264e-02,5.177749450265276693e-02,8.290323010163444528e-02,7.688762008253116620e-02,5.733787717442397069e-02,3.555676122384116705e-02,4.030483080626830888e-02,6.364821045284271839e-02
g2489,2.034087189045196559e-02,2.773583299747124295e-02,2.561533060228379094e-02,2.399965499864067237e-02,3.324208204099229902e-02,2.744324880398212735e-02,2.394021051515331927e-02,2.928158274844315165e-02,2.433939324182078645e-02,1.977569814479321342e-02,1.803499026440422148e-02,2.262253507808443045e-02,3.012372535390632836e-02,2.030362455759067430e-02,3.183313768322047765e-02,3.093240429701589814e-02,2.030839508292279355e-02,1.342107917343238893e-02,1.766642329146234439e-02,2.500147747358710468e-02
g2490,3.193657612108483784e-02,4.296091126531477455e-02,4.867796786493976124e-02,3.181924458355194635e-02,6.709125373546367954e-02,5.717225956686267790e-02,2.603929638618593043e-02,6.949768218874832759e-02,5.541447275309691056e-02,2.512615260282776569e-02,3.392469471208384157e-02,4.410833257796421131e-02,5.984480578958067259e-02,3.624611537657197735e-02,6.762162313782035805e-02,5.131652957775416357e-02,5.053553004054157916e-02,2.297183136685326116e-02,3.784815543845805597e-02,4.744187305642361130e-02
g2491,4.460119419060563071e-04,3.487352233600318871e-04,2.823720611604719501e-04,4.285471052017988123e-04,4.303509052156825475e-04,3.955752389131093547e-04,5.564403676888161942e-04,2.754520568337405994e-04,2.618353489000115053e-04,3.773696702999046232e-04,4.566048051643126042e-04,3.283442106195837845e-04,5.853266868776149526e-04,3.125224221715000974e-04,4.497776903611349036e-04,4.812316018575569436e-04,3.036044739229814410e-04,2.336915535427672424e-04,1.439905858317198678e-04,3.742443725737681459e-04
g2492,3.527206497629119947e-02,4.585414049061569547e-02,4.099009793341598651e-02,3.906268150364114455e-02,4.986624343918320823e-02,4.171952016884065972e-02,4.457815138204639788e-02,3.428425985331112757e-02,3.052384693843477118e-02,3.416442650385165258e-02,3.549163368470992924e-02,3.455306833936784561e-02,5.042750195599139673e-02,3.195147498983159223e-02,5.151298942243472817e-02,4.684128282520733794e-02,3.018063375651386382e-02,2.182598322595598328e-02,2.043346613967791936e-02,4.176111204283636247e-02
