,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
g1300,7.512157740512390158e-02,1.241812280040199418e-01,1.314475191656925557e-01,8.191894050830249296e-02,1.450442486175117229e-01,1.199727873940449052e-01,8.655690974659152603e-02,9.407362577284096583e-02,8.275344031595482930e-02,7.648084679393536700e-02,1.121456597471802430e-01,9.440244483411655563e-02,1.347933650245840831e-01,7.856528417451848212e-02,1.614118768339044829e-01,1.073068358148815127e-01,9.988619862964298601e-02,5.151361383008904588e-02,4.167765447350150337e-02,1.244669456053415224e-01
g1301,9.156162284012139829e-02,6.364602412349604221e-02,6.506772088225329376e-02,7.741432345378926327e-02,1.134243145690358584e-01,1.056999819057544421e-01,9.018774585668394572e-02,1.104317693525100480e-01,9.223354930077382052e-02,6.389172198526581192e-02,9.303255554034749186e-02,8.244511699877775379e-02,1.401220073381701514e-01,7.222124294566599489e-02,1.170064524761727509e-01,1.065255119071774892e-01,9.491299837812952611e-02,5.136873219473685886e-02,5.743750826514207319e-02,8.483771922442792657e-02
g1302,3.656473755381169782e-02,2.947770116938048385e-02,2.617545438380492959e-02,2.358306766770724636e-02,4.229880327643247007e-02,4.024887589645632924e-02,3.410839766288294855e-02,3.892004543274527745e-02,3.340209626094979567e-02,1.935119543974112358e-02,2.351188228556844867e-02,3.097685947278684335e-02,5.490555040732467834e-02,3.120537919370005089e-02,4.999355023508415818e-02,3.617233192552011395e-02,3.362227095986754927e-02,2.140370564268172238e-02,2.929417930410372836e-02,3.441904595035486653e-02
g1303,1.374109692284346540e-01,1.374534798481990838e-01,1.227689500710903575e-01,9.633482509087054613e-02,1.529342423134423257e-01,1.421801977073205436e-01,1.524433569586889081e-01,8.002164266423189565e-02,8.063460170530593885e-02,9.170722315377813350e-02,1.303481048610946880e-01,1.106899158923539961e-01,2.054659006252029796e-01,1.116672662064801813e-01,1.986630387113932361e-01,1.242244887728382458e-01,1.142633445438150236e-01,7.848982830967650426e-02,6.018377488586458546e-02,1.483426542869649700e-01
g1304,5.441790190296012103e-02,5.069393101760250736e-02,4.378353328923462878e-02,6.062426757129323052e-02,7.427333682611989008e-02,6.412857674570116018e-02,5.991668945285293091e-02,8.201696528228748229e-02,6.615264422665653732e-02,4.656676140285585797e-02,3.786419133203468290e-02,5.321131379683230467e-02,7.438069808403706407e-02,4.834152228191479495e-02,6.363841565348926643e-02,7.936953544012075035e-02,4.872843003560391184e-02,3.302705546381104473e-02,5.030516117846346030e-02,4.909528428394107497e-02
g1305,1.008021683308695099e-01,1.099381044887573905e-01,9.723732199632006967e-02,9.686131524198968168e-02,1.283280035372784955e-01,1.121737796589135361e-01,1.186452674391890033e-01,9.332363665195313185e-02,8.308329550241584649e-02,8.417890310986961278e-02,9.312281535938474186e-02,9.118623154603468228e-02,1.443262184845138518e-01,8.646748818062406639e-02,1.378925117374768528e-01,1.203885304881425755e-01,8.511103085369428611e-02,5.990283146181384077e-02,5.903792718854070781e-02,1.077989382862125367e-01
g1306,2.062554705137344679e-01,2.039381128128139320e-01,1.608130204979605349e-01,2.112416113740551160e-01,2.521224670971442539e-01,2.193565300598456502e-01,2.377176649708316880e-01,2.459440574057600304e-01,2.054502712653473451e-01,1.670743728306576803e-01,1.205043764301060999e-01,1.834486004143987548e-01,2.695924828779593940e-01,1.805569062854581741e-01,2.362684852128848489e-01,2.696944264675115166e-01,1.535540855565418750e-01,1.237045654004809286e-01,1.755703001339850577e-01,1.840480282438465842e-01
g1307,7.897757930454224473e-02,6.867233345243452247e-02,5.768146582415269175e-02,7.429036593738003180e-02,9.359050857588419037e-02,8.404681800581416395e-02,8.711196094980186433e-02,8.853257216552483377e-02,7.468551842774401317e-02,6.008691274134748961e-02,5.825637561338981030e-02,6.853937336999091356e-02,1.085691079793681818e-01,6.558357121254931865e-02,9.247449030519495905e-02,9.625163150938123580e-02,6.470163008160023654e-02,4.576195079641220270e-02,5.803284881642257337e-02,7.035599521088847785e-02
g1308,1.100596267799866662e-01,1.072883619506624919e-01,1.021115942864314202e-01,1.095047352006862512e-01,1.536050914031679149e-01,1.349524158629861192e-01,1.179264254745907847e-01,1.442369575557384542e-01,1.199750695809762568e-01,8.977908531038927831e-02,1.025794083919275845e-01,1.083934638915454857e-01,1.643734996160860218e-01,9.657365878820080296e-02,1.514413592980616841e-01,1.454464439169417256e-01,1.103214654135585004e-01,6.633619735133769457e-02,8.190552819185495381e-02,1.143771878816602638e-01
g1309,4.748153515166123051e-02,6.651406215493763097e-02,6.415533114283075711e-02,5.982045727542718849e-02,8.093658488343477564e-02,6.621985840591966543e-02,5.794198447813583841e-02,6.743258301366772400e-02,5.637216069795574630e-02,5.049730100710950187e-02,5.320350612974603793e-02,5.457828918283151587e-02,7.235155578581381475e-02,4.663802205501771381e-02,7.675386808847148301e-02,7.477593598517320861e-02,5.060187035542167144e-02,3.112408279912676906e-02,3.493654098794746199e-02,6.162081151304654725e-02
g1310,1.780436153757555262e-01,1.153622156015138983e-01,1.035390425815188309e-01,1.682650847598549659e-01,2.044786446108763089e-01,1.889137587870560742e-01,1.869255841375861704e-01,2.190267881798524108e-01,1.802693148637244946e-01,1.331321879709715106e-01,1.531708759640638962e-01,1.523783347156077994e-01,2.490717936607702854e-01,1.369063147664732472e-01,1.888005087575194973e-01,2.200745228396557007e-01,1.593333467018274163e-01,9.828113900514874601e-02,1.220400085250610001e-01,1.417253887996702544e-01
g1311,1.061720968592271691e-01,7.055584037725147473e-02,4.987766548794725363e-02,9.324246094977137189e-02,9.846151806281265573e-02,9.317203258859851900e-02,1.202593952791932430e-01,9.280924885222099907e-02,8.042584447720921292e-02,7.533714898305253482e-02,7.046363407235210763e-02,7.702675204154053878e-02,1.347659012190578209e-01,7.819097408292965956e-02,9.735809605520018284e-02,1.152619807507061223e-01,6.965585249998892947e-02,5.687132053289832567e-02,6.586658932605390926e-02,7.539704961040936959e-02
g1312,8.047453383980510133e-02,9.879356500464701873e-02,6.973816776642405291e-02,8.057503534557054758e-02,9.362706256449855602e-02,7.908238750832109754e-02,9.979369300820714606e-02,7.854450675990934383e-02,6.842951104745845226e-02,6.450550716004822827e-02,2.360396270164263552e-02,6.813564263339155769e-02,9.677578700668641731e-02,7.535476215010437906e-02,9.419454776746993829e-02,1.003332278544424860e-01,4.356459712882546770e-02,5.035161755705427900e-02,7.533614896724341592e-02,7.486999492166288017e-02
g1313,3.408021167278156571e-02,3.206668824677227914e-02,3.054125405225969689e-02,3.818311437600496044e-02,5.058009187747283808e-02,4.368054465140630560e-02,3.598614088820885348e-02,5.558541602904928935e-02,4.459344026847948672e-02,2.958004545105618818e-02,2.909358396937217900e-02,3.561642291229168145e-02,4.982317950101142895e-02,3.076805690429976550e-02,4.411802736591084739e-02,5.113635546249546693e-02,3.540399397569601869e-02,2.094342512529631661e-02,3.101072484117683645e-02,3.347542663746190528e-02
g1314,1.149435270915579732e-01,7.034882625343509555e-02,5.568016427832595677e-02,8.787644459173442335e-02,1.119320408948097367e-01,1.086959072514659397e-01,1.183632762825769791e-01,1.093052836393627186e-01,9.374871715457060162e-02,7.093438106411337207e-02,8.035978442369577646e-02,8.639520998458569134e-02,1.571913431912184689e-01,8.606129273890601727e-02,1.193942402906906092e-01,1.177217016672812422e-01,8.934878152199743351e-02,6.204580514225602195e-02,7.524750027741163028e-02,8.640342923037405698e-02
g1315,9.462534746972409150e-02,1.057985832002551196e-01,9.293434077279925931e-02,1.035593817526606342e-01,1.228438513383941499e-01,1.048120031358376614e-01,1.182398992275189714e-01,9.068237435599735274e-02,7.990204890697330531e-02,8.915635478601460773e-02,9.420141166895422413e-02,8.712667217718132739e-02,1.313019215404182261e-01,8.011958952123669764e-02,1.225149346561891645e-01,1.230073865410466760e-01,7.735730841396291912e-02,5.596825800184065253e-02,5.155839797715088685e-02,1.000435953751862561e-01
g1316,5.816247382021276502e-02,5.633288984424806439e-02,4.602705389332522462e-02,6.873142272723750668e-02,6.568676123126479527e-02,5.612332680179114852e-02,7.781315828541565671e-02,4.763459228647451416e-02,4.257208466560476884e-02,5.875706652403897556e-02,5.998208321568740398e-02,4.830866839547404146e-02,7.386505312175428717e-02,4.412417044986483711e-02,5.951253071583689769e-02,7.608947342275729220e-02,3.958232622425920944e-02,3.216344659456765731e-02,2.388684764670593805e-02,5.247614140441887037e-02
g1317,1.007965792179197906e-01,1.033267640160402678e-01,1.004840105638447889e-01,1.215557929052945157e-01,1.481012192654350690e-01,1.258132098610732774e-01,1.190534914523616455e-01,1.367856240305406479e-01,1.130441870876262300e-01,1.005190330251864717e-01,1.152759397377722816e-01,1.036248242948240583e-01,1.474364207541804528e-01,8.632239798294590039e-02,1.322145953840045407e-01,1.499725034233376497e-01,1.018004338983050372e-01,6.022509442229843218e-02,6.357720421581571080e-02,1.067389871642398513e-01
g1318,6.844616114609196333e-02,5.163451684985922302e-02,3.709767057805461038e-02,5.773451543454045237e-02,6.740777524149405009e-02,6.300586700292674924e-02,7.555715723133434036e-02,6.411523746921188316e-02,5.522146670534981705e-02,4.611991661379277740e-02,3.791155393261028822e-02,5.174260945254450378e-02,8.812515537636311791e-02,5.389867126597492480e-02,6.916397631273180080e-02,7.437635462897977667e-02,4.586700174750554804e-02,3.815876731823077128e-02,4.995000067278222711e-02,5.203137197358127797e-02
g1319,9.056343732067882735e-02,1.127833824640881999e-01,9.772008295219775098e-02,9.740442942576499341e-02,1.342560796895637676e-01,1.130116938953367595e-01,1.029273143336943697e-01,1.253717912673346646e-01,1.040258961442089014e-01,7.804840347769373410e-02,5.884672410575579604e-02,9.329681516134341601e-02,1.279741804171579123e-01,8.869946432700506755e-02,1.298935788457773743e-01,1.286919082796321445e-01,8.077102874598043880e-02,5.869282322341526359e-02,8.645948615607776389e-02,9.980836892763567114e-02
g1320,4.446430870252769674e-02,4.709769165855694217e-02,3.935340276018581968e-02,4.116116219221090111e-02,5.503267020255289688e-02,4.840474459387977130e-02,5.064385455384690093e-02,4.530684139455376513e-02,3.933835953642378369e-02,3.434632270740350241e-02,3.125434160483346602e-02,3.952578919473925118e-02,6.165477917249744672e-02,3.912273622773715376e-02,5.815270813456556442e-02,5.307870673204498346e-02,3.529855513983683885e-02,2.676260771395030588e-02,3.294192067575644339e-02,4.449870249769802277e-02
g1321,3.753840868590792995e-02,5.292301799285814567e-02,4.796238190868377937e-02,5.205157552349005956e-02,6.174469654507795668e-02,4.941475912397247372e-02,4.912128207100181776e-02,5.361266071797126526e-02,4.444880495516334573e-02,4.295809001735194366e-02,3.755931687044331002e-02,4.204449082387031605e-02,5.244964383024697252e-02,3.648324425746148764e-02,5.377684155320579251e-02,6.255847300838143776e-02,3.481416662869830925e-02,2.445680681354122504e-02,2.904874156763540341e-02,4.518870185535811546e-02
g1322,1.384035469446163180e-01,1.581087495979522639e-01,1.260182077368475762e-01,1.612199766495957531e-01,1.619606146893011189e-01,1.356191124158681038e-01,1.885182025425462538e-01,1.061937434008436570e-01,9.740319339773488572e-02,1.390302544098221127e-01,1.259010107037304982e-01,1.172751116844787389e-01,1.742914390122050072e-01,1.129290542105340356e-01,1.557800638338930899e-01,1.792468151118299935e-01,8.774762347932407724e-02,8.002397342634137711e-02,6.663897052285250311e-02,1.355565172263779872e-01
g1323,1.007366233054887983e-01,1.004821566530356425e-01,8.369051562640286712e-02,9.739695260753053474e-02,1.083164990938972755e-01,9.613628356753342596e-02,1.281667048461179459e-01,6.000302128573808957e-02,5.887229285905584697e-02,8.770055974298879287e-02,1.015627666155601294e-01,7.962537448441266152e-02,1.356516830096950454e-01,7.731283280930634216e-02,1.195607339195105673e-01,1.102378783407582385e-01,7.028736142065053483e-02,5.586446110771110807e-02,3.629529801555252816e-02,9.845172503190925684e-02
g1324,3.340057153929306549e-02,4.345347186901143272e-02,4.216830836675594663e-02,4.928195603683251103e-02,6.078151756422285612e-02,4.890803677803073901e-02,4.025329914095786277e-02,6.394197900648104782e-02,5.079745758331279809e-02,3.875849487892765732e-02,3.462978424685131396e-02,4.115610853593691665e-02,4.889817694584349533e-02,3.340829633016836192e-02,4.809838714139200166e-02,6.221106576436991054e-02,3.734551558621014566e-02,2.219923570730385556e-02,3.204605687861490637e-02,3.940094801535762303e-02
g1325,3.110411797931728409e-02,4.563672585968554102e-02,4.013044780507326464e-02,3.517314821786974438e-02,5.098503381340932505e-02,4.184330851987966976e-02,3.608963255275972337e-02,4.567950087962761863e-02,3.794013920359880221e-02,2.842526623162664953e-02,1.971797337252443813e-02,3.462657202149264923e-02,4.497716308897831139e-02,3.290080079843329952e-02,4.994918057869911221e-02,4.673629432547893314e-02,2.900920230755878876e-02,2.128641844831052551e-02,3.223634290862949919e-02,3.854326957275999721e-02
g1326,3.024343604726330726e-03,7.050787562365020203e-03,7.806318993415217733e-03,4.992046495818920626e-03,8.709958110463742603e-03,6.751782158839143670e-03,3.554608399633575697e-03,7.276954128513297634e-03,5.890821002695154074e-03,4.302851341567749677e-03,5.322294908009615397e-03,5.431512608452881280e-03,6.088921208096750512e-03,4.093578894528816965e-03,8.300723010185537612e-03,6.701264599962165197e-03,5.523621673428472101e-03,2.519822331711081033e-03,3.079085348138171137e-03,6.513822240152757764e-03
g1327,8.368735379108303840e-02,9.886206961665236492e-02,8.286968573835643004e-02,9.834697540966669260e-02,1.120947267969211458e-01,9.351012936699615308e-02,1.062747294410476689e-01,9.289878621016534055e-02,7.936870243515237178e-02,8.162442930253997753e-02,6.931821198011299534e-02,7.933260321921339897e-02,1.109522966983663428e-01,7.429653841855840546e-02,1.041678400929927917e-01,1.176457132722503462e-01,6.427686480374052158e-02,5.101948675569469016e-02,5.839452013955273579e-02,8.614389155929801090e-02
g1328,3.767085152005267279e-02,2.882798249103745228e-02,2.198784928434868724e-02,3.522544696039665163e-02,3.936867348076221462e-02,3.602650023678138913e-02,4.271809632908328547e-02,3.779619754578807111e-02,3.216140883592651795e-02,2.829780568741193172e-02,2.559152072527668548e-02,2.981319567037492291e-02,4.889233594991303222e-02,2.940949909958096714e-02,3.791185135156117936e-02,4.413697958704532187e-02,2.684681363468949949e-02,2.096204584543150118e-02,2.581251700418580458e-02,2.940980424520026060e-02
g1329,1.546779490775277988e-01,1.933502466371844197e-01,1.752027830503638528e-01,1.588777592672199201e-01,2.309696677496454464e-01,1.962039961903067065e-01,1.744813042214312659e-01,1.975094378556342956e-01,1.668563839487256228e-01,1.320640015392703925e-01,1.247777831877087407e-01,1.595364449873382662e-01,2.285873448789186857e-01,1.489744831150637550e-01,2.358129883679398464e-01,2.098038569418226862e-01,1.470223221765020738e-01,9.922652249189746476e-02,1.292354618225341478e-01,1.803350801199131714e-01
g1330,6.657129251290690164e-02,6.444929685110004081e-02,5.623214345506576811e-02,5.527500372100443982e-02,8.522872725351084144e-02,7.675047161910357463e-02,6.782206812383505257e-02,8.010461019697728835e-02,6.748519522638427026e-02,4.456156537567391995e-02,4.275428670400081843e-02,6.108452345603106876e-02,9.692869064637421594e-02,5.985866577949151834e-02,9.117195914784538557e-02,7.810362018916670868e-02,5.999594689884302917e-02,4.050463355829150847e-02,5.753971691616303896e-02,6.594011059982038403e-02
g1331,8.298025976952826122e-02,1.574639217726089280e-01,1.422524965604894664e-01,1.052078544554036210e-01,1.493596137702004056e-01,1.171811010565795008e-01,1.125408006820134282e-01,9.380253052485586218e-02,8.361240083270365941e-02,9.329025313889519055e-02,8.040542234019067147e-02,9.810062902571317633e-02,1.239470586031467952e-01,9.156062653102531312e-02,1.565088115465581020e-01,1.274318757051582096e-01,7.682149510151974059e-02,5.897508988891941861e-02,6.308067406703861402e-02,1.276648791151926976e-01
g1332,1.222109495559696446e-01,1.439024046997695039e-01,1.270738893141042936e-01,1.269846840801235888e-01,1.636878992636767172e-01,1.399240804453287801e-01,1.482651087761058251e-01,1.205956526256257988e-01,1.062682263495326740e-01,1.095455375652832769e-01,1.136033380083850131e-01,1.150765588966043002e-01,1.735373989000061901e-01,1.079429526264453487e-01,1.698796380490329994e-01,1.557114472577760811e-01,1.032061713938731418e-01,7.416482731136846140e-02,7.506058516558661298e-02,1.351226988752656510e-01
g1333,3.719679046875298128e-02,6.354656043942755184e-02,5.914856271889406408e-02,3.860974144619948312e-02,6.431763367217621652e-02,5.267900215159526667e-02,4.462889569141747365e-02,4.195777682625599636e-02,3.736099000374712431e-02,3.467018965116008822e-02,3.478187149013590301e-02,4.255167893456317935e-02,5.902745847394938461e-02,4.018439084127929661e-02,7.228614519994251697e-02,5.051893507342993667e-02,3.792523587461416046e-02,2.591702484729084890e-02,2.923278759992959525e-02,5.583919024757230676e-02
g1334,9.433886165612664909e-02,9.446729423065169939e-02,8.418989326328155109e-02,8.870289170607287277e-02,1.298055741887933767e-01,1.142795173388679031e-01,9.751171534468533464e-02,1.304161322008278723e-01,1.074602185799549275e-01,6.995325945937579115e-02,6.350820169658032144e-02,9.202829730984068979e-02,1.371527838861243132e-01,8.680281922345559065e-02,1.287575374649940763e-01,1.231756114046492767e-01,8.911535432982276017e-02,5.842183360793270358e-02,8.703321459884497124e-02,9.462674055534457673e-02
g1335,4.458865372016307393e-02,4.405404339588627621e-02,3.807593501702936228e-02,4.581803116099594092e-02,5.717241360371960041e-02,4.987693916457082433e-02,5.111764796365422803e-02,5.209657057566634969e-02,4.389931238540510650e-02,3.745570534563169574e-02,3.600525979149040573e-02,4.103777551263108198e-02,6.180023130862324215e-02,3.831466807984987982e-02,5.521073918439701328e-02,5.811988980525345516e-02,3.772576668718841814e-02,2.649726962843738931e-02,3.253569197527035606e-02,4.305366952135016023e-02
g1336,6.314484163915067005e-02,6.681759051648696046e-02,5.239469689215534021e-02,5.590478305770368167e-02,7.309842536054209083e-02,6.472022311862060673e-02,7.262753096145117826e-02,5.865296659364532122e-02,5.171121697945917084e-02,4.645506575238227132e-02,3.615390587306890197e-02,5.322399899501244203e-02,8.437685994711299764e-02,5.543166963715400603e-02,7.917130187373197514e-02,7.189433415719172216e-02,4.455352991488475967e-02,3.786400572693315175e-02,4.846011936537311660e-02,6.047102901015131982e-02
g1337,8.571715775814428562e-02,1.179239746233713415e-01,1.253944128746278808e-01,8.747829796169721839e-02,1.519921386669209340e-01,1.290177885153465653e-01,9.222168081909426496e-02,1.143978215135945803e-01,9.789862413975963795e-02,7.846014623223945827e-02,1.145784673908840923e-01,1.010930115984180061e-01,1.488895025688868334e-01,8.468748794301365901e-02,1.649166774371181310e-01,1.183247945198575291e-01,1.100453020057220455e-01,5.630126601830067606e-02,5.419005988801466056e-02,1.246598357809473867e-01
g1338,4.535467834911161011e-02,3.049797971583246767e-02,2.636498547851565816e-02,4.112440103862469859e-02,5.409169798101662319e-02,4.986705436969011973e-02,4.480725661874194327e-02,6.348363019431564613e-02,5.133181799759699293e-02,3.098600524541548357e-02,2.990123365026255489e-02,4.008817240368312690e-02,6.341725430472720804e-02,3.725680817206981216e-02,4.966110931930169115e-02,5.716063748943027434e-02,4.111115983330596024e-02,2.600973769811631281e-02,3.994219727970749201e-02,3.571390495767717832e-02
g1339,6.564064050767021152e-02,8.991109233707049453e-02,8.386624433271643031e-02,7.197825441317932949e-02,1.085904526755611110e-01,9.059071965475125332e-02,7.339248139160700624e-02,9.649623535607053382e-02,8.017562014384471691e-02,5.917312364984211870e-02,5.444659777676753853e-02,7.367153579536048214e-02,9.999390261474834507e-02,6.706877512271680608e-02,1.080573675426372143e-01,9.659298434892377161e-02,6.820676843710941906e-02,4.390985342163386540e-02,6.104395465319670255e-02,8.250489196224854160e-02
g1340,5.856636410988579761e-02,6.664660901918065261e-02,6.589851011744479736e-02,5.648005531422881087e-02,9.100688328784875547e-02,7.898962911670329157e-02,6.042716897381733565e-02,8.200163595307649600e-02,6.832749709493179946e-02,4.700839573530007920e-02,5.606693721180629197e-02,6.257641354159375335e-02,9.294652002127672119e-02,5.560335844744063866e-02,9.418536377024587514e-02,7.846363476103496160e-02,6.510560549610411307e-02,3.720218716796127451e-02,4.771904558502803456e-02,6.974371384378913463e-02
g1341,4.929927789656058518e-02,6.142831842565255052e-02,5.045294932566962709e-02,5.599167189613599854e-02,6.892087404457099276e-02,5.735301346653030180e-02,5.987226784560103349e-02,6.242123563023405097e-02,5.228081447074423016e-02,4.505526547312269786e-02,3.049220254210421865e-02,4.843625584485000690e-02,6.546978794182217731e-02,4.692609692871931720e-02,6.450892357896759188e-02,7.042805009440265829e-02,3.827255938824317832e-02,3.137229391751832769e-02,4.430103464453192391e-02,5.146634946360671703e-02
g1342,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
g1343,3.390451970850565100e-02,4.036344670841699594e-02,3.195560558262481449e-02,3.678380004827656174e-02,4.170421105026364539e-02,3.514618697037429768e-02,4.337644744787967632e-02,3.127613640954642060e-02,2.767738255847917994e-02,3.092781303782898492e-02,2.394288454318546644e-02,2.990800717754395904e-02,4.362078560865952775e-02,2.986097314742152189e-02,4.138821332415473786e-02,4.366523346107106102e-02,2.265106362291906261e-02,2.050361251009163305e-02,2.318789954673734430e-02,3.402061672486052235e-02
g1344,2.131108054509512836e-02,2.345157521663604125e-02,2.351887780418983331e-02,1.764564989135231771e-02,3.334370804168065860e-02,2.952513000746694385e-02,1.969740842555325888e-02,3.163993567572575411e-02,2.617177065320185417e-02,1.439305946677688769e-02,1.766296924788928607e-02,2.291677802045152118e-02,3.497561417038531212e-02,2.088253829126027541e-02,3.608876236452759206e-02,2.696745954066417927e-02,2.491027129399010082e-02,1.376850222456584873e-02,2.003939758686052244e-02,2.549701310051850217e-02
g1345,7.810015180716871341e-02,8.856671312271836849e-02,8.644084945248642349e-02,8.676946872134584654e-02,1.258346650010848111e-01,1.070444609273768777e-01,8.310416350595707657e-02,1.255177559648663066e-01,1.019970888778602425e-01,6.939744225068743277e-02,7.197383260101444802e-02,8.655175675935557200e-02,1.197620490381941377e-01,7.499028538105116659e-02,1.177608672990236582e-01,1.173730024700156555e-01,8.622540230114572601e-02,5.008432766457024399e-02,7.064885643264025294e-02,8.913589093304832844e-02
g1346,7.677351299185247724e-02,1.758465098935258764e-01,1.878411177354478434e-01,1.322441485885420542e-01,2.109961855141820330e-01,1.618423707231850250e-01,9.636591848331371724e-02,1.784561733708709685e-01,1.442890415265091486e-01,1.123299678585978900e-01,1.237290277595020638e-01,1.324609999430786667e-01,1.439416505049092021e-01,1.015282537430322041e-01,1.939141700792001433e-01,1.718593112700086967e-01,1.269364339187623869e-01,6.287502576125390819e-02,7.882098338554199835e-02,1.555245544093536991e-01
g1347,1.296338539695434944e-01,1.276623922769178909e-01,1.035284664718854053e-01,1.329152082956070735e-01,1.503924206231317118e-01,1.314786290257684009e-01,1.578373436171142397e-01,1.214014259171007359e-01,1.061293053261043312e-01,1.112795549629742448e-01,1.038324200780356421e-01,1.099257672553874965e-01,1.709915391109492200e-01,1.063801657041507087e-01,1.483863713272272344e-01,1.599204654202313891e-01,9.393422627811905123e-02,7.481310699955288912e-02,7.997048445564823582e-02,1.197615610237558748e-01
g1348,7.106374281811644877e-02,5.838181137979821245e-02,5.287325092177282138e-02,7.104764782508776744e-02,8.657186090694647673e-02,7.756422616730898612e-02,7.954766222008965992e-02,8.059022578595198549e-02,6.782735381527024709e-02,5.848832674984503349e-02,6.731847835744446396e-02,6.307661860836295820e-02,1.002614463788757265e-01,5.660601312018036235e-02,8.291357050928113703e-02,8.958938990889669940e-02,6.311194492097144115e-02,4.024672877640043944e-02,4.389679450547338824e-02,6.442336417698910078e-02
g1349,1.488562436207318818e-01,1.329174824584337666e-01,1.008076360984488939e-01,1.644468285275894615e-01,1.707577083481807700e-01,1.483754144755486393e-01,1.797904927324727176e-01,1.707406222652044780e-01,1.422228699945518593e-01,1.300395771257564226e-01,9.776559427300091087e-02,1.266708492792040230e-01,1.856793551199336090e-01,1.220137470263360085e-01,1.466719836354694884e-01,1.999365175138846373e-01,1.025921262150286395e-01,8.574615570183763413e-02,1.128230179727475885e-01,1.200351617901400242e-01
g1350,8.103254689361219509e-02,1.297119472663639250e-01,1.425366701172103845e-01,8.982631661078083196e-02,1.806495818007899656e-01,1.499639733583776890e-01,7.396651124559870671e-02,1.721354144195840763e-01,1.386594710217674831e-01,7.363365339640812191e-02,9.337173875454553296e-02,1.171010789851357203e-01,1.523985742319588499e-01,9.619774556282019440e-02,1.828081091699501337e-01,1.370641868719000289e-01,1.278796015354816129e-01,6.041686295261568945e-02,9.255234828511584022e-02,1.324682824507815160e-01
g1351,1.185605182163819438e-01,1.639617533366270752e-01,1.446363445284828131e-01,1.230066661418129786e-01,1.874453016744688505e-01,1.567788057129521628e-01,1.316546934282760428e-01,1.688710589057315081e-01,1.407166144634008909e-01,9.936937579621313299e-02,7.250094997893859194e-02,1.281423357530803719e-01,1.738726186867539936e-01,1.232122297723919624e-01,1.898430393987755593e-01,1.680225267925105348e-01,1.117583968248421628e-01,7.997517138693267802e-02,1.218785791947403774e-01,1.432928245516849053e-01
g1352,1.179996766169091049e-01,1.533197571442403984e-01,1.284008595846500567e-01,1.300782472558141833e-01,1.510098647551967321e-01,1.259127346471332065e-01,1.572470496989138988e-01,8.949776660200814415e-02,8.390599436878114215e-02,1.150869894691529671e-01,1.095343268806985015e-01,1.063693117906830410e-01,1.583714606808158121e-01,1.032661596463461812e-01,1.587567865158441560e-01,1.488627939838723380e-01,8.362604810052139126e-02,7.134599696707849548e-02,6.036173296784248105e-02,1.325105840706363169e-01
g1353,9.570946705944557986e-02,7.561266075360262295e-02,8.690116840655967567e-02,9.972697975103196610e-02,1.466776360932027512e-01,1.304555513688388790e-01,9.297329654891076101e-02,1.557380979303034374e-01,1.253520738032754267e-01,8.020953923555732001e-02,1.171091866002059445e-01,1.025758731872974949e-01,1.553551282286834700e-01,8.104647130444142533e-02,1.353626739901163667e-01,1.371552049483837354e-01,1.198126560814366942e-01,5.653975700497895773e-02,6.839706904490686079e-02,9.995956980387532553e-02
g1354,7.869581327376207192e-02,7.475820346292202934e-02,6.611573199699578851e-02,7.201798736590653283e-02,9.825257160110922872e-02,8.777554531085826617e-02,8.629429907903103658e-02,8.538121781997665138e-02,7.307357007379340630e-02,5.998119651046539963e-02,6.477937567912248062e-02,7.070780044142642440e-02,1.128481416666809733e-01,6.694012385409568722e-02,1.023427583524176843e-01,9.420485809421191847e-02,6.899607091372642054e-02,4.636092679551293699e-02,5.478234028184934823e-02,7.737239564205511400e-02
g1355,1.676000903076784940e-02,1.414338737688998655e-02,1.048910953610035675e-02,1.564332048537810799e-02,1.626946181519043841e-02,1.482497143285117260e-02,2.047053046839073312e-02,1.202816884440885761e-02,1.100810390533070796e-02,1.326756947486501352e-02,1.263983794120893470e-02,1.242188460029305594e-02,2.123023611015417353e-02,1.266579456118499189e-02,1.686784800632529918e-02,1.832449897991737797e-02,1.040644768909029273e-02,9.157215999579366994e-03,8.745815013024784909e-03,1.367220229340348862e-02
g1356,3.200923573034198527e-02,2.282050937497876950e-02,1.919701052262207802e-02,2.391007662920954097e-02,3.356236779079443955e-02,3.205835405460238929e-02,3.271264787336052027e-02,3.047215578644033723e-02,2.639010118886664022e-02,1.974080976505713028e-02,2.336326376124664428e-02,2.526428398216099686e-02,4.529917726270289019e-02,2.507096263435587905e-02,3.735331090622305561e-02,3.266527051832662787e-02,2.637603059408525491e-02,1.778444661575808577e-02,2.123806220753115051e-02,2.692780820265979272e-02
