,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
g1133,7.503039798597530008e-02,3.118539548146377627e-02,4.880541693584806995e-02,8.724086617927263865e-02,6.294397056209141694e-02,5.673694095520051550e-02,5.110767580788189157e-02,4.184579154667794620e-02,5.573955000063422760e-02,3.814704908746237993e-02,3.791645039315433285e-02,3.749807083292507059e-02,7.349898832993148612e-02,6.358727845965508885e-02,4.456879435245732213e-02,7.442655238847893651e-02,4.112922049849856293e-02,3.132086991270400383e-02,4.404235722125654506e-02,7.142874067399992977e-02
g1134,3.295328840205125065e-02,1.596883167433177028e-02,1.719615330585783086e-02,3.125161085582967707e-02,2.468241506868571258e-02,2.311862969394978123e-02,2.471934675558415395e-02,1.676452655339928308e-02,2.243103027980417746e-02,1.566756541681242967e-02,1.488275933303636819e-02,1.747508666793038540e-02,3.020600396830992046e-02,2.557728324288736921e-02,2.475919331846603011e-02,2.739009068264127572e-02,1.571790682624100988e-02,8.766697631173979779e-03,1.682886038399187406e-02,3.071939124583162803e-02
g1135,9.417198059708260793e-02,4.843141999737793357e-02,6.360573080036889537e-02,9.150118082655137042e-02,6.937608600704753270e-02,6.547997975784627944e-02,6.467688277923550055e-02,6.281265639282358759e-02,7.236134860606202590e-02,5.116011069712794734e-02,4.572279363604662972e-02,5.692078725169530395e-02,9.375811385731945558e-02,7.988692726902568708e-02,6.478503543543251419e-02,8.166082442332710245e-02,4.880493497254573265e-02,2.821418825112324488e-02,4.724517440978262539e-02,8.854602801173924731e-02
g1136,8.985611712779642546e-02,3.558620711756450145e-02,3.805120881063796950e-02,1.024711128248024239e-01,6.582319384375324989e-02,6.662417752156135631e-02,6.064988077935896948e-02,2.815502914899695175e-02,5.948724709864450233e-02,3.584206078745430513e-02,4.147066866578013461e-02,4.269680501663492000e-02,7.677618151114924683e-02,6.814198945185145906e-02,6.565862719403928183e-02,8.158258479538377239e-02,4.785524788614810288e-02,2.737042554296890973e-02,5.099262107148125334e-02,8.451218568104730544e-02
g1137,8.392309517753865356e-02,4.299838240989980326e-02,5.652814033940754823e-02,9.136613413791364047e-02,8.278406685667936971e-02,6.936814577047169250e-02,6.098573051133238110e-02,5.937353875413187848e-02,6.384558300512130358e-02,4.786192577813872667e-02,4.648028837298297244e-02,4.760982899168028637e-02,8.948961220310415465e-02,6.019264685285531657e-02,4.777471861373962236e-02,9.739108329828465027e-02,5.093378804742135918e-02,3.676290028845569102e-02,5.456915986427958443e-02,7.636990967846346567e-02
g1138,1.045270396396895396e-01,5.818939839094777744e-02,6.998062895552287221e-02,1.084757927887156637e-01,8.911661203006877863e-02,8.217255506335702231e-02,6.840967231012212713e-02,7.494518591568374855e-02,8.355701771522953958e-02,5.925756273849204503e-02,5.726447752666551094e-02,6.880132516296526279e-02,1.103516265231286320e-01,7.641172884600593018e-02,6.670856069656046217e-02,1.136282105893930694e-01,6.551991458720717032e-02,3.639706740952538405e-02,6.225742910369821970e-02,9.487679002721682853e-02
g1139,4.942131515673161418e-02,2.671875943218953928e-02,3.133574471893993407e-02,4.539833054242666671e-02,4.244698260544119833e-02,3.646743753020949969e-02,3.819543081500050008e-02,3.404309523410866539e-02,3.588075178442250157e-02,2.734453928829936112e-02,2.434268882524695185e-02,2.846893932833201302e-02,5.001963632843084429e-02,3.740356005757683455e-02,3.374247388428130295e-02,4.649362731022282230e-02,2.520594415788333584e-02,1.587357073112976094e-02,2.693586611180954007e-02,4.536189256644858336e-02
g1140,1.720592299194534380e-02,9.260701103108896076e-03,9.258684407743016098e-03,1.849444518106471008e-02,1.410037719134223447e-02,1.382366752595418774e-02,1.087451289547742943e-02,9.797201359167895252e-03,1.310194630486290895e-02,8.655982951929368230e-03,9.285451566140578983e-03,1.110194002343239256e-02,1.709708329118098113e-02,1.138622270547399833e-02,1.190921169182529785e-02,1.894725369227130696e-02,1.117459023299684738e-02,5.321445942505430640e-03,1.057038793391265954e-02,1.544229148436351146e-02
g1141,1.076409952098014572e-01,4.789196806887578706e-02,4.634305931444819560e-02,1.222127484577419931e-01,1.133392176439855514e-01,9.413605639803301894e-02,8.647144083468219500e-02,4.728345596462261297e-02,6.789036714150978313e-02,4.946336400990018062e-02,5.636075729993606648e-02,4.727421462897020421e-02,1.026057586059945098e-01,6.281695241019150111e-02,6.743776703193699040e-02,1.285402641974581206e-01,6.277515158338660417e-02,4.650176552746140834e-02,7.649186326694183691e-02,9.631221505410066108e-02
g1142,1.227131336773235187e-01,8.097894668151527087e-02,7.442559586937885774e-02,9.812088089855970641e-02,9.682334772815656687e-02,9.057682984075010602e-02,8.838440625679874763e-02,9.405180314073159631e-02,9.451174662170139240e-02,7.058241505948922856e-02,6.290532990976549499e-02,8.932325709330136976e-02,1.276884277910615983e-01,8.140977097384538563e-02,9.454678111468459156e-02,1.178499978133843995e-01,7.026491089696108860e-02,2.576253917401087959e-02,6.410595709812026699e-02,1.083208456806626085e-01
g1143,1.573546499865937642e-01,8.844323431285766590e-02,1.090339564532115529e-01,1.473460228202480571e-01,1.742374706226425540e-01,1.307334598997980379e-01,1.364567219759911243e-01,1.286406060610148228e-01,1.128621424342263202e-01,9.685375620668024155e-02,8.521534200193835173e-02,8.455770004234072768e-02,1.735119677630002633e-01,1.056399813223709572e-01,8.977501883691331452e-02,1.809326193585272524e-01,8.490794987963547202e-02,7.030683420858160892e-02,1.020946062834725832e-01,1.407139741168871305e-01
g1144,1.596308262059641103e-01,7.516360210282478638e-02,1.174477783790302265e-01,1.691246366414511371e-01,1.388619506097224510e-01,1.182238986736105363e-01,1.156033582379761976e-01,1.123635492088106008e-01,1.221530111141293784e-01,9.063296669220011204e-02,8.121515320756862721e-02,8.564503679774081168e-02,1.651804485844499959e-01,1.376828308012584823e-01,9.336161903442230514e-02,1.550890013157808500e-01,8.364046751073497821e-02,6.599332056028174576e-02,8.981521872300196607e-02,1.511569805948931033e-01
g1145,1.111831665409115794e-01,7.299465890622514053e-02,7.404145092375419290e-02,9.238240030516753354e-02,8.818484784918936836e-02,8.220470557362469233e-02,7.743921639428982817e-02,9.049605235869104258e-02,8.898719333385025909e-02,6.638357247766925318e-02,5.846387124187832351e-02,8.233573556463590071e-02,1.187013503988248730e-01,7.764044025411617755e-02,8.163811172997312293e-02,1.090539457347463326e-01,6.530766046029184979e-02,2.640220366475849734e-02,5.844951323743954874e-02,9.886051574523285757e-02
g1146,1.176767078005562656e-01,6.543350022628774409e-02,1.255396283131918478e-01,1.242915544763492641e-01,1.086546332640823675e-01,8.764245126202470371e-02,7.695094591951819052e-02,1.282370414434991779e-01,1.096069464111570357e-01,8.628557253398058680e-02,6.864887336988853561e-02,7.979435632777615028e-02,1.441867247738079227e-01,1.151085293114839925e-01,5.168305115164717467e-02,1.268300036551104071e-01,6.989767959905994477e-02,5.912336127240930272e-02,6.593183116412548728e-02,1.121575282713032501e-01
g1147,2.424034120731161646e-01,1.599757169171422688e-01,1.383942719573257318e-01,2.068793208123295146e-01,2.298350375070175033e-01,1.988713139214630943e-01,1.850684570600902301e-01,1.854598852496361361e-01,1.807881174444778971e-01,1.405841289855058185e-01,1.326865648125126473e-01,1.682142865600134707e-01,2.592621557662261877e-01,1.358184382678946922e-01,1.734697151445907526e-01,2.746589821052213276e-01,1.496588562014321833e-01,6.860405110289971575e-02,1.489899966851714053e-01,2.084562798662588645e-01
g1148,9.483424946309766679e-02,4.576341543038985049e-02,6.242301842100590747e-02,9.037510443963409079e-02,6.920235062033983087e-02,6.361762106511209547e-02,6.920445887671050622e-02,5.926620547413481710e-02,6.953168351945737680e-02,4.991074617296880483e-02,4.338804335776507565e-02,5.201426946323825518e-02,9.145580349254282815e-02,8.351416017069641928e-02,6.621389417367963548e-02,7.530244638988012329e-02,4.391600803502923589e-02,2.840774888703109097e-02,4.551864227037105692e-02,9.032429433616794012e-02
g1149,9.895574784972922810e-02,5.238524703695103535e-02,6.220221580846283654e-02,8.909641357300784881e-02,7.585295812859579878e-02,6.865967968522582177e-02,7.416149132521934750e-02,6.477320558713947629e-02,7.204032253949725628e-02,5.305166609868586930e-02,4.640210281340524656e-02,5.757621851362618171e-02,9.703425533975290618e-02,7.988752135868902593e-02,7.127743736722925993e-02,8.330057655925707238e-02,4.780784554385661411e-02,2.752354084733715789e-02,4.917879842153553144e-02,9.212754174258479256e-02
g1150,2.821839401005185044e-01,1.322173764715131872e-01,1.910401546776392678e-01,3.196882931697202501e-01,2.396391119651539170e-01,2.179861187091408081e-01,1.859071083413903203e-01,1.788786590764132878e-01,2.191626857545537488e-01,1.518398762365568699e-01,1.493347708672644047e-01,1.599119753035802560e-01,2.877405855743537244e-01,2.286881082230360351e-01,1.680876300845627058e-01,2.952195655775154970e-01,1.663615282453394517e-01,1.137861764718814533e-01,1.682629135946263343e-01,2.641764294515440148e-01
g1151,2.364215052344682544e-01,1.313820507600619858e-01,1.707022523351199861e-01,2.222420826914788816e-01,2.189254294074730878e-01,1.800881947169403752e-01,1.824005541956191800e-01,1.878273577013850337e-01,1.802677591050079464e-01,1.420913139094089894e-01,1.233101399442394636e-01,1.403842862427266969e-01,2.536659822435625711e-01,1.817993707956658267e-01,1.461959166139747135e-01,2.403890572260603264e-01,1.266908603036627778e-01,8.901442446607987780e-02,1.351337425915439261e-01,2.165942416174636009e-01
g1152,1.603744767462945420e-01,9.280252130390249932e-02,1.298301917473236033e-01,1.417319162665196530e-01,1.362919626928133787e-01,1.138805840939150216e-01,1.202023231535373216e-01,1.415738276525084216e-01,1.288601293917515100e-01,1.018599674999897675e-01,8.203744411813747306e-02,1.023891214653082637e-01,1.756052238727503212e-01,1.364131857674786841e-01,1.005150548492334261e-01,1.481987489288029425e-01,8.197008058713288470e-02,5.566301394212313375e-02,8.203242174529508379e-02,1.491051505189202042e-01
g1153,1.972571290862860094e-01,1.021779472430588975e-01,1.352994027908989150e-01,2.077840060220682850e-01,1.639819727082511558e-01,1.500154308975186201e-01,1.314531915424218544e-01,1.363408379544453763e-01,1.553765807392804010e-01,1.100457808526677794e-01,1.042691193734142097e-01,1.212251645060132277e-01,2.043861927429675707e-01,1.559338810149821231e-01,1.239184747933427672e-01,2.020932912328945452e-01,1.159139431766187667e-01,7.134376005313651514e-02,1.132913464335207482e-01,1.825951229844866575e-01
g1154,8.603365483193202434e-02,4.176442234579222368e-02,5.921222186349010819e-02,8.479303468397250687e-02,8.586290960739564881e-02,6.636225689475290512e-02,7.245050959147020242e-02,6.145306276394325168e-02,6.043772706812203938e-02,4.932085196867729004e-02,4.311622166680859070e-02,4.115885079145256698e-02,8.939364733101751170e-02,6.744375342741441848e-02,5.028014812188998095e-02,8.675214225385947941e-02,4.158668577322267162e-02,3.750434766380643381e-02,5.119838340851298047e-02,7.995913191941024512e-02
g1155,8.173081950169749921e-02,4.499055564094506937e-02,5.555442851555644074e-02,7.320751177312205538e-02,6.616726720541148132e-02,5.795516018171657791e-02,6.154351520994733038e-02,5.965568373636277039e-02,6.133692027933846519e-02,4.649817699693960249e-02,3.983646171983681872e-02,4.921589844016877741e-02,8.348335376304172328e-02,6.568810085159239309e-02,5.625000298150913125e-02,7.271515019728350127e-02,4.086272922924898826e-02,2.482256449932679701e-02,4.183414680107441080e-02,7.569326080836026593e-02
g1156,1.075983390506745629e-01,6.184170321894310457e-02,6.547790859731644764e-02,1.052605480855789144e-01,1.023787715842757184e-01,8.792097935379575291e-02,7.988993311111089457e-02,7.631799809587011540e-02,8.030689292904397147e-02,6.065738257600936101e-02,5.852184628410703193e-02,6.675600147843802068e-02,1.133615172655440678e-01,6.953303256057566384e-02,6.993174159455019245e-02,1.214110010993755540e-01,6.511382222817364840e-02,3.822337908919549304e-02,6.745162681585245568e-02,9.559589052524153363e-02
g1157,2.347611775543329560e-01,1.122580446730435666e-01,1.495951130852493649e-01,2.485092654450430927e-01,2.163136061621304673e-01,1.830776298325429707e-01,1.764115401798992400e-01,1.487625752072285756e-01,1.701152831796116649e-01,1.262411206898987059e-01,1.204203337736696883e-01,1.222151670655487882e-01,2.376171530301845469e-01,1.795791605924190459e-01,1.433278443505155986e-01,2.431254634541669679e-01,1.274063332546981619e-01,9.496145041109393947e-02,1.415938795148206919e-01,2.175160707471946731e-01
g1158,7.209941521788654217e-02,4.073739366193205452e-02,5.104036717884130603e-02,6.259817720470597924e-02,5.540548074614901758e-02,4.953688957312327862e-02,5.319900458259859549e-02,5.492792191023665449e-02,5.541760838870932876e-02,4.184165260577665801e-02,3.484878711402347728e-02,4.535514741940652877e-02,7.411174906409322138e-02,5.991980692675868969e-02,5.049726080360893155e-02,6.127994582304461396e-02,3.561914364109736164e-02,2.032892841425792962e-02,3.496995867023381527e-02,6.704328158194980403e-02
g1159,1.319641336694158673e-01,7.641248505483093367e-02,8.297139858813262769e-02,1.156753268280608093e-01,9.526533847017459866e-02,9.196171740324707300e-02,9.203922948100051737e-02,9.107602112952724316e-02,1.008335659335089507e-01,7.215630882030120430e-02,6.411096307864455612e-02,8.745401670730340582e-02,1.317336551775317999e-01,1.022908148954004282e-01,9.895268254301028965e-02,1.142454872453546599e-01,6.991137815688415469e-02,3.084603364433880640e-02,6.475769260655915571e-02,1.210490954583974405e-01
g1160,1.272022704320875108e-01,8.186758719358813718e-02,1.072280051642314075e-01,9.566532891878112843e-02,1.084918314234420700e-01,8.757895343670918376e-02,1.010838371234016458e-01,1.256382058389542700e-01,1.029202297868326010e-01,8.577941731442896567e-02,6.418833900882282839e-02,8.679506532624163551e-02,1.431712215363090124e-01,1.065043552290798057e-01,8.380886674251614155e-02,1.118420220512148094e-01,6.139427967407642267e-02,3.882003794871228403e-02,6.070620365430075271e-02,1.168449600123137033e-01
g1161,2.023712547046805366e-01,1.088216812704829034e-01,1.286128175157116027e-01,1.850719857755753206e-01,1.668913226799945970e-01,1.462577426597982677e-01,1.539179161808041929e-01,1.376198675823001039e-01,1.477277516365806953e-01,1.110241064304743203e-01,9.830341859408034400e-02,1.177044189455162537e-01,2.029869184616892031e-01,1.569910469464503022e-01,1.405656056702567769e-01,1.838399115553369101e-01,1.019057989060223324e-01,6.200025164423460244e-02,1.069195231113670569e-01,1.866853059683682425e-01
g1162,1.157842738109885750e-01,7.276347470037690390e-02,7.849409834679497988e-02,9.969316504856452765e-02,1.137389835321361009e-01,9.238694978563920246e-02,9.254637238432261714e-02,9.745255393891494311e-02,8.757866488677634731e-02,7.141859078030263208e-02,6.255980615156638003e-02,7.494502713770063995e-02,1.272676423743932250e-01,7.595086397200344341e-02,7.541719386637633915e-02,1.265557893457699701e-01,6.589074604969384630e-02,3.983306903050160691e-02,6.929692883391483371e-02,1.022312184816885350e-01
g1163,1.301123981188051226e-01,5.917260561226801718e-02,5.421638806386736703e-02,1.462928577491084403e-01,8.640186036622667098e-02,9.704246614021419526e-02,7.749214425745870605e-02,4.472534766764156566e-02,9.243672142807171643e-02,5.285079081374128435e-02,6.297274806392919033e-02,7.557505827766521078e-02,1.134049720931663563e-01,9.341938678273220553e-02,1.002589112701520874e-01,1.223630827510187175e-01,7.795198051412875750e-02,3.194343566171700677e-02,7.293125218670575005e-02,1.202008500252632339e-01
g1164,1.255762654128036448e-01,6.531172028112081085e-02,8.768241630611568749e-02,1.328284304313140374e-01,9.383819103431331743e-02,9.199663346480249637e-02,7.723828422532227900e-02,8.582360498103858149e-02,1.020952445403842113e-01,6.933972130981730375e-02,6.572164073150932317e-02,8.156338316616693063e-02,1.287853004706898119e-01,1.040270378549022212e-01,8.173404108857740269e-02,1.223322680392038980e-01,7.470916212512693222e-02,4.111127840205890116e-02,6.807753199460325755e-02,1.172229753924010631e-01
g1165,7.355596892130975006e-02,2.960794081196368652e-02,5.125037076164218330e-02,8.673708114770645183e-02,6.299705981675619848e-02,5.538616277415597811e-02,5.052197066272513803e-02,4.340901516761683926e-02,5.535501232486094575e-02,3.857075877866830010e-02,3.735057495986984777e-02,3.568994726155695629e-02,7.323626475998001872e-02,6.497473480090507070e-02,4.130788300694254733e-02,7.295625185469022111e-02,3.963846981976157369e-02,3.293121021016250094e-02,4.318531728627693356e-02,7.064942927383732751e-02
g1166,1.337343502078399970e-01,5.613915988405492052e-02,1.139070330391829811e-01,1.449841494932203323e-01,9.757485984287596337e-02,8.733137549325617477e-02,8.971672412389718188e-02,9.731114128368976990e-02,1.080946019188660651e-01,7.734714503096241922e-02,6.395703917771169977e-02,7.057511480787179159e-02,1.367433551465875863e-01,1.404361211530822107e-01,7.607271603008354532e-02,1.070403485988127013e-01,6.257243863329352285e-02,5.472619815865272658e-02,6.361282039836241298e-02,1.327538584383018139e-01
g1167,2.019365908098534890e-01,1.012269117365668242e-01,1.457032450571345839e-01,1.865530395472967395e-01,1.489328805394087296e-01,1.334204256487937224e-01,1.486310300612763702e-01,1.421876266324077764e-01,1.526223625149464580e-01,1.129824017290769894e-01,9.338211022718420629e-02,1.146203827918229057e-01,2.012747196034680996e-01,1.836136586728992215e-01,1.372569730203632710e-01,1.585598869980767711e-01,9.206222210107961601e-02,6.228227328991969153e-02,9.432674012653392837e-02,1.928645166142491374e-01
g1168,1.277563756045431986e-01,5.154011462286992029e-02,9.451719039114586662e-02,1.485237379846457706e-01,9.370484501755514672e-02,8.905836570662251095e-02,8.063621984860144809e-02,7.699564003404114898e-02,1.006200012769711827e-01,6.722379765607734703e-02,6.280609992495465865e-02,6.710675707569851989e-02,1.257443919431263657e-01,1.233620477560198325e-01,7.541998925892900996e-02,1.129957094723214317e-01,6.701932779853508881e-02,5.120972979475841430e-02,6.699993302120071936e-02,1.249274449328545422e-01
g1169,6.609656705842884006e-02,4.036785272802152075e-02,4.043062347770168263e-02,5.967588693591495408e-02,6.258220933084505944e-02,5.319593541447863866e-02,5.069733946675254732e-02,4.972874104333233070e-02,4.920328502893302203e-02,3.824468303321701401e-02,3.553685964438144801e-02,4.259476223498205594e-02,7.025213259076304451e-02,4.172233588842029495e-02,4.475816386799566504e-02,7.267514507819666791e-02,3.894974068129701539e-02,2.141858271226969312e-02,4.012588211146572020e-02,5.822894002496555727e-02
g1170,8.447842637763247620e-02,4.238489451734400032e-02,7.613388989683812780e-02,8.950566270533200086e-02,6.608517677158605441e-02,5.895749511646988100e-02,5.387373009445727695e-02,7.257169804371901844e-02,7.303040486598190439e-02,5.336002345858574525e-02,4.456278626130771164e-02,5.314320886282386525e-02,9.286461963965036981e-02,8.261558508731219053e-02,4.638400144523730645e-02,7.866047461714585631e-02,4.629824570031047803e-02,3.471665017139526077e-02,4.328557595002230363e-02,8.147429217975642179e-02
g1171,7.413283250812609249e-02,4.783335209968691409e-02,5.865937656034060643e-02,6.058940756959536877e-02,6.750573507584815836e-02,5.520556671367062712e-02,5.735965023181497507e-02,7.022944764129909756e-02,5.976043151130984443e-02,4.888177214724553216e-02,3.951586782719632152e-02,5.106938559727496052e-02,8.379941914110636270e-02,5.614668880415893404e-02,4.764532431455269917e-02,7.430199632967372791e-02,4.030203372359274228e-02,2.441439367616874898e-02,3.991204903763594103e-02,6.679581580605059576e-02
g1172,6.601376607088350890e-02,2.722266901630901459e-02,5.371840952060098762e-02,7.488094680447411611e-02,6.663568195626615176e-02,5.090846869353026632e-02,5.208124760592794389e-02,4.931483330254446407e-02,4.956049320022620081e-02,3.933887291138182807e-02,3.430147251102807354e-02,2.900379238532166393e-02,7.065107989546048906e-02,5.991740774166672001e-02,3.125797705755708339e-02,6.853698248474916765e-02,3.279727662080380440e-02,3.553833443318286933e-02,4.031100708646140340e-02,6.352244940101348103e-02
g1173,1.227285620097824659e-01,6.722134642627181078e-02,7.724541564093671819e-02,1.287082746221748508e-01,1.084217752918560373e-01,9.859116705891747545e-02,8.260116359651005491e-02,8.332307852896786438e-02,9.531278405074811166e-02,6.772260575959918039e-02,6.718937793202590936e-02,7.793449865888336936e-02,1.280195411756047119e-01,8.563742870347799963e-02,7.857204105926604565e-02,1.365943216196040255e-01,7.706316565928630902e-02,4.370190962229474063e-02,7.556571779792670140e-02,1.107421049535187579e-01
g1174,1.390840650207441354e-01,7.473452207924898005e-02,1.123426791361121363e-01,1.231071658224041909e-01,8.883971019824428439e-02,8.567741428139027948e-02,9.389322007061506881e-02,1.105378604833096023e-01,1.137298446202490987e-01,8.255113924724082064e-02,6.460371502523001852e-02,9.007079930092794229e-02,1.425493734503536503e-01,1.361232860373315923e-01,9.643644542248136498e-02,9.987954364123696749e-02,6.451160492261100166e-02,3.714696989458378396e-02,5.728475983717360581e-02,1.340751244358769356e-01
g1175,6.017740003439046859e-02,3.668019662509551526e-02,4.049575431360361022e-02,4.406778767607949510e-02,3.966519200880085083e-02,3.770556468841756298e-02,4.513332508422970846e-02,4.579692285082587189e-02,4.556632698708427964e-02,3.437836151603437806e-02,2.688875114469907457e-02,4.042860790864426235e-02,5.990543624897592956e-02,5.043993617883013592e-02,4.804360689319726874e-02,4.244890285117754875e-02,2.684114375640562350e-02,1.057734566403563566e-02,2.456662527543132524e-02,5.583041186773533837e-02
g1176,1.498769946920375240e-01,7.509241443791270232e-02,9.072179578533376421e-02,1.459301480705375853e-01,1.262430866434407495e-01,1.105255362965605059e-01,1.136964548629971622e-01,9.250527118639151336e-02,1.068039015234178296e-01,7.870117421338884700e-02,7.275306413589606447e-02,8.130328736715924931e-02,1.472856034069285891e-01,1.157356456683909518e-01,1.017642630188440034e-01,1.396911142998402411e-01,7.608538201465959994e-02,4.978787111381811209e-02,8.251881153892896836e-02,1.389021450317857731e-01
g1177,4.470120027704306553e-02,2.123143880689529195e-02,3.239593177481332742e-02,4.719673636999392047e-02,4.790866543685331352e-02,3.630350977953070851e-02,3.718962293718718060e-02,3.335918710024332601e-02,3.220200993649356691e-02,2.643933250323099796e-02,2.371447515228481198e-02,2.106849633877225583e-02,4.802128438762789941e-02,3.451549511630308542e-02,2.333022475437194695e-02,4.967488328327436531e-02,2.333808551781588886e-02,2.231745045053876164e-02,2.877463040646733097e-02,4.141637603012373464e-02
g1178,7.154495307284959582e-02,4.067067926897475344e-02,3.610852842607968627e-02,5.773868439917253376e-02,6.770224231349959709e-02,5.451692707402781141e-02,6.382245845797648864e-02,4.522502482313532635e-02,4.561286800340785125e-02,3.767017461547723933e-02,3.365096753711592503e-02,3.777678695061221364e-02,6.998607652039467997e-02,4.525178033256776339e-02,5.322527890856723620e-02,6.766594132566798592e-02,3.333035140444757377e-02,2.058930455837157739e-02,4.045015860835274313e-02,6.372690249226403703e-02
g1179,7.667091062389533307e-02,3.893175496284228404e-02,3.608393487588195531e-02,8.090717901987762306e-02,7.180392676028536647e-02,6.368407415124668902e-02,5.703919296362650049e-02,3.931890904981121676e-02,5.236604122812719281e-02,3.702717948246045387e-02,4.004860223533442121e-02,4.169594141123529607e-02,7.433302799397023541e-02,4.669398479305544858e-02,5.227078354611835315e-02,8.599557256977227726e-02,4.581364570011113579e-02,2.681884209613406150e-02,4.985128425841916372e-02,6.837252486350818559e-02
g1180,1.218014635277333418e-01,6.616330656078275863e-02,8.630035522467978393e-02,1.086265231756694122e-01,1.104979059459216539e-01,8.908947788012229474e-02,9.910414418244947732e-02,9.421749746215550558e-02,8.930807882577193602e-02,7.200079588926897034e-02,6.008920595692927857e-02,6.805285085050685745e-02,1.275793198506874337e-01,9.685756663109273967e-02,7.825162727360247816e-02,1.137001188896165360e-01,5.861254603548357589e-02,4.366205593246091227e-02,6.577333201532518936e-02,1.126154896289340013e-01
g1181,5.663459271987002219e-02,3.603499541630413028e-02,3.647332852970077560e-02,4.257519966991288318e-02,4.201926889000621307e-02,3.867048214987758858e-02,4.273376199949327492e-02,4.390055715950059306e-02,4.286560910990248885e-02,3.275402689932607747e-02,2.704405977243118722e-02,3.909705427352404283e-02,5.786853520223340236e-02,4.243136514375994706e-02,4.421728109202876372e-02,4.705533709375702561e-02,2.823366411698803244e-02,1.124664234410774344e-02,2.639049571930079247e-02,5.123922929914748181e-02
g1182,4.695079327899699673e-02,3.597432087916445365e-02,3.239784492105597657e-02,2.462677946249058891e-02,4.454241069126169128e-02,3.409754447511300496e-02,4.337775549473261993e-02,4.738920372869865477e-02,3.441926182888752767e-02,3.162539155905718519e-02,2.333596873110009226e-02,3.397643085657466033e-02,5.272600517294221550e-02,2.905262153332606803e-02,3.637060652077451356e-02,4.316198330584750109e-02,2.201002401242363807e-02,9.730241057355764819e-03,2.326391029689428916e-02,4.034756935892332835e-02
g1183,8.408043508021784129e-02,3.958703870403655622e-02,5.765217097807229935e-02,8.287075281440628438e-02,5.738381989684794571e-02,5.518093824205178716e-02,5.779268787952236697e-02,5.245427094452202732e-02,6.367794052992946374e-02,4.422683364950223683e-02,3.859013306373311469e-02,4.737423582138053368e-02,8.101764990587623227e-02,7.754560390305004214e-02,5.815275863256000322e-02,6.510062492158288916e-02,3.977339945465573068e-02,2.503959327159950218e-02,3.916789155585265192e-02,8.091064862318125828e-02
g1184,1.395969679188455714e-01,8.552883197117291947e-02,1.253833439028477492e-01,1.051524150029198162e-01,1.155382507711748413e-01,9.115746785501234462e-02,1.125794183070755322e-01,1.402486362840751899e-01,1.133267677988102767e-01,9.537574864703289579e-02,6.791213137395185617e-02,9.063488054391322102e-02,1.566663097853481512e-01,1.285631167019915255e-01,8.920217210756423154e-02,1.121342402124941295e-01,6.104999367323098863e-02,4.498973050950749730e-02,6.205863632829605736e-02,1.312390722272255839e-01
g1185,1.928910841374600893e-01,1.137292584998563921e-01,1.035444438748489709e-01,1.689840021828502015e-01,1.777960414416429880e-01,1.518726610477481864e-01,1.543653029483823269e-01,1.281012675922347521e-01,1.344722188562777476e-01,1.041545118901071321e-01,9.799997074548030818e-02,1.161089131408116759e-01,1.950115173199304941e-01,1.196594325575528472e-01,1.392979733647652374e-01,1.993393053343894550e-01,1.057697647098199273e-01,5.648684112753669245e-02,1.137322247237535222e-01,1.704287506714911027e-01
g1186,1.479873046189757735e-01,9.313186409410459388e-02,9.584446702055897382e-02,1.233081965212649567e-01,1.371972464055075391e-01,1.145393420211457680e-01,1.174191515267251906e-01,1.192258788699628452e-01,1.105229245850681413e-01,8.862386235242965260e-02,7.741252943596232949e-02,9.656347080949917450e-02,1.586036266167880904e-01,9.817634912496081556e-02,1.023042810574395084e-01,1.528183144345237610e-01,8.168851919927085092e-02,4.494476946574681164e-02,8.442314135632715544e-02,1.310474854622729057e-01
g1187,1.741668571892001152e-02,1.213932911348673468e-02,1.381731591137378562e-02,1.386122352458842716e-02,1.725130498248778413e-02,1.379146247812040350e-02,1.366113125292303838e-02,1.769434367323611743e-02,1.426697142883398203e-02,1.197954109296815207e-02,9.845154726310482302e-03,1.274367585962658117e-02,2.048760906182481994e-02,1.175178008249470538e-02,1.094339485500167748e-02,1.942163183022984838e-02,1.030051423643636548e-02,5.950192107438151239e-03,1.014382455078063038e-02,1.525193189971010138e-02
g1188,7.989568422572541906e-02,4.817940520434185747e-02,5.392310381355396726e-02,7.737425461230289236e-02,9.315114536545940349e-02,7.109562165558297453e-02,6.664991915430130975e-02,6.761603671203464394e-02,5.922613394326093489e-02,5.014945157587148705e-02,4.663359740760019551e-02,4.733388003090030494e-02,9.102716977088869121e-02,4.630708522911911040e-02,4.435027205566460101e-02,1.033741338508728652e-01,4.959377917887764636e-02,3.668213292250511320e-02,5.647842489661528825e-02,6.936846082330049013e-02
g1189,6.806278811749955082e-02,4.146109060830367732e-02,5.280632512872177053e-02,5.863140033606834695e-02,7.110732342577659459e-02,5.381458059395840404e-02,5.750786246468035656e-02,6.318511294412201829e-02,5.199144481874650586e-02,4.477970368085134462e-02,3.679104623751278114e-02,4.122905343162101832e-02,7.742526181450692935e-02,4.916350542193279743e-02,3.982897441571589536e-02,7.387705745171785354e-02,3.615174828257152612e-02,2.782950668053512863e-02,4.064745868327922229e-02,6.112204255312773254e-02
