,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
g3988,2.146902551196844255e-01,1.044250479905985268e-01,1.408652621538734606e-01,2.145991569644121744e-01,1.744240872366767947e-01,1.546253226559662353e-01,1.572304721526458227e-01,1.373613121214221633e-01,1.581284363444087626e-01,1.150222418956888537e-01,1.042762911610991827e-01,1.172882062300559247e-01,2.128517787603560751e-01,1.779281572350383256e-01,1.412595861484578497e-01,1.947968166958024550e-01,1.084281646723849746e-01,7.405239158499501984e-02,1.148252232266710887e-01,2.017805831172182485e-01
g3989,1.399960921315333839e-01,7.570985578179360853e-02,8.585851821577515641e-02,1.351849018798558233e-01,1.201391618480757012e-01,1.064555182777833925e-01,1.029090431754113855e-01,9.290893112628183237e-02,1.032969257907676575e-01,7.603978053415562377e-02,7.124239025360190602e-02,8.332444200094318854e-02,1.417497714653137286e-01,1.019946680426434688e-01,9.497862765372525051e-02,1.394889514635268279e-01,7.726770964946058640e-02,4.545870368724979488e-02,7.968316243939971288e-02,1.276050620780851130e-01
g3990,9.381091540471375723e-02,5.453314512862788427e-02,4.532300341561193435e-02,9.621816337540950448e-02,8.714484132853213272e-02,8.021173712107167175e-02,6.500436382679043723e-02,5.533286785561750132e-02,6.854935849129092929e-02,4.794847008819565909e-02,5.218477317282564643e-02,6.071734716418686340e-02,9.507674997045426069e-02,5.117123035411648424e-02,6.553449217246894165e-02,1.125804605293941885e-01,6.269759379088055140e-02,2.959004028050369814e-02,6.230007293485947950e-02,8.138636940947127640e-02
g3991,1.442785234572734332e-01,7.410827780098175332e-02,8.440155037197405452e-02,1.465176950472835138e-01,1.370707590475465087e-01,1.156654239747957613e-01,1.112630446832346548e-01,9.087128694138554841e-02,1.022614840235785971e-01,7.698280683983316219e-02,7.486033455625845656e-02,7.812056046649830388e-02,1.461014716372833755e-01,9.942162843210497480e-02,9.242592466233617854e-02,1.550231299235068916e-01,8.059623749490296696e-02,5.469503693973792879e-02,8.948294317205879311e-02,1.307917007480207117e-01
g3992,1.210027462041957103e-01,7.560120990424551435e-02,6.594446952444373011e-02,1.069692060781829435e-01,1.105765196288518992e-01,9.753582846289922392e-02,9.139783381806451668e-02,8.457043831346928997e-02,8.839646134260938093e-02,6.690150699943757384e-02,6.439387354770464977e-02,8.019591697112002371e-02,1.253528189198431786e-01,7.099104342453513294e-02,8.765715581075589347e-02,1.321450566667737303e-01,7.267003457169428360e-02,3.386270425641637466e-02,7.307672144100221812e-02,1.053851769194243393e-01
g3993,3.878641466260806386e-03,2.277580577374519692e-03,3.292572651409107331e-03,3.624510825647407272e-03,3.228291834397080829e-03,2.800822802626719982e-03,2.668831409471879128e-03,3.547445541103344622e-03,3.287694843106274759e-03,2.517856390587397668e-03,2.078506407806365863e-03,2.650463481369108674e-03,4.347267298584991946e-03,3.337665079468557245e-03,2.338018806398470002e-03,3.779975293146144600e-03,2.174790331179962590e-03,1.390131816937124030e-03,2.031099349328783967e-03,3.604192720062104546e-03
g3994,6.027244121721589409e-02,2.508783131708728492e-02,3.869704378697037123e-02,7.034217749093123195e-02,4.502429446783112743e-02,4.391046337623365214e-02,3.787257951869661687e-02,3.182633069745467724e-02,4.589370837352964999e-02,2.971140893903504582e-02,2.996860601309662281e-02,3.213474776438430408e-02,5.776991602032972850e-02,5.277197367807821837e-02,3.785189717447966229e-02,5.652614797459341867e-02,3.351404507373216546e-02,2.254095672305222314e-02,3.343535540665763806e-02,5.776055003637178831e-02
g3995,1.742708062109946110e-02,1.298070826302753951e-02,1.442094260620122199e-02,1.208131955931878408e-02,1.653596617922906478e-02,1.319289865064052908e-02,1.390893245658953760e-02,1.903281676759747965e-02,1.452824314954478252e-02,1.245915547627971312e-02,9.655032634396421704e-03,1.354931164571301916e-02,2.078026079619336303e-02,1.203235020618065657e-02,1.158194046560596414e-02,1.820722079473491989e-02,9.862011143023822340e-03,5.097393529333203548e-03,9.338581274605262453e-03,1.521396170764244965e-02
g3996,1.268191224410139539e-01,8.713951828538850364e-02,8.005078974319106144e-02,7.462731725013982409e-02,1.287299001664323206e-01,9.396650749359228283e-02,1.250963292803200511e-01,1.135125737481522401e-01,8.451297590785017411e-02,8.010716316123396574e-02,6.037431757068865285e-02,7.639555437233189195e-02,1.364730846084126759e-01,7.901502156328465976e-02,9.470093919010741379e-02,1.164074272413101879e-01,5.365098702430685929e-02,3.348056488605675313e-02,6.664141574565991821e-02,1.105650026023322768e-01
g3997,5.069615967326662753e-02,2.541446716286678564e-02,3.954592438130506704e-02,4.447612153982561517e-02,4.049221513783544946e-02,3.306327927157293872e-02,4.072305496284744919e-02,3.944068847017594831e-02,3.776297053003690313e-02,3.004608613660500818e-02,2.305755420911394238e-02,2.696359693714149575e-02,5.188720934995759426e-02,4.765756629592877297e-02,3.280222574311388722e-02,3.871723212391555563e-02,2.072053887331619729e-02,1.741701004576634570e-02,2.332951726990973099e-02,4.872241369110139747e-02
g3998,2.912627356839469009e-02,1.340832682477094417e-02,2.052332778540507177e-02,2.811820214487284822e-02,2.121018816740083412e-02,1.906033857763168859e-02,2.147347112029496935e-02,1.880468872627022101e-02,2.151411816221973985e-02,1.564334171211925056e-02,1.313273740072954700e-02,1.528313626614013869e-02,2.825599409893274350e-02,2.725030588492668299e-02,1.957431801603098584e-02,2.219567246267133490e-02,1.278517581520500351e-02,9.432614620815302567e-03,1.359850996920084105e-02,2.815003888646468860e-02
g3999,1.128467289987148264e-01,6.562328227770622413e-02,5.497970661333043824e-02,1.052375909643885610e-01,9.766492464315280897e-02,8.976107235086253078e-02,8.290253460808061359e-02,6.671318764956832292e-02,7.992981359329542901e-02,5.733452513549552182e-02,5.816753562296954339e-02,7.096695856559395721e-02,1.111995492177665218e-01,6.772724879024655253e-02,8.409997276875003092e-02,1.190025409488508767e-01,6.681912768291899118e-02,3.022425523808023456e-02,6.745512649010293460e-02,9.938390197837448925e-02
g4000,5.110573470741858887e-02,2.936048404935909933e-02,3.681875238520656429e-02,4.937183955174038325e-02,4.589550296495614051e-02,3.952969742881862203e-02,3.666009613858371013e-02,4.083507645109873962e-02,4.047387704190653218e-02,3.074320386741636116e-02,2.758244851408842013e-02,3.287870913797554667e-02,5.534624552325607960e-02,3.831422692240016303e-02,3.189179478978860366e-02,5.403975772365567087e-02,2.980971787541247114e-02,1.848597799690653715e-02,2.967114150284189816e-02,4.645524761482061615e-02
g4001,4.485809467593688399e-02,2.508462987283377812e-02,3.496351676116552648e-02,4.339708519615528143e-02,4.347648428090934020e-02,3.494065308130581138e-02,3.433486688614065252e-02,3.839523395777583864e-02,3.531060360903142542e-02,2.824022630141020257e-02,2.429194516719197089e-02,2.699173517087620489e-02,4.983428303134258136e-02,3.500867951497435571e-02,2.564855510964100804e-02,4.802311584690380913e-02,2.492355157863697726e-02,1.873525910069782571e-02,2.654713682191666910e-02,4.111326074677868619e-02
g4002,1.622968311124593430e-02,9.660805866016426713e-03,1.153848397405090112e-02,1.261423915886092199e-02,1.340247222661285209e-02,1.114010010507162328e-02,1.320835043442678165e-02,1.325623403126296659e-02,1.206105294391566704e-02,9.772832135756000585e-03,7.697803189514565089e-03,1.000216135101927167e-02,1.693771677658015631e-02,1.303018749341009266e-02,1.152236776286185566e-02,1.357019139673929300e-02,7.399148777177315048e-03,4.507099358643089707e-03,7.792269251943356907e-03,1.493805114187837443e-02
g4003,2.188707036174575016e-01,1.193849072547959189e-01,1.303848039198896580e-01,2.178284157760105033e-01,1.895539378647660422e-01,1.708962969782804042e-01,1.557686571541224696e-01,1.421918201215836841e-01,1.631200856216123707e-01,1.176458820096053376e-01,1.143789626142932836e-01,1.337185051688447313e-01,2.222953661557902361e-01,1.530165644195183861e-01,1.478397233893642415e-01,2.287566420557831659e-01,1.279482583305834864e-01,7.170734845305704042e-02,1.292298703777655100e-01,1.979401237280268566e-01
g4004,1.905881364291077407e-01,8.280868178475425667e-02,7.633055313881119408e-02,2.093202383144125711e-01,1.464336238947274438e-01,1.453113120447250273e-01,1.321014849890393139e-01,6.481707060561849032e-02,1.253180093108537951e-01,7.779565977738764349e-02,8.994956602045134364e-02,9.554042510396015819e-02,1.657397036033130266e-01,1.327626966848688972e-01,1.421866844760872883e-01,1.814048923403306923e-01,1.047578197921088250e-01,5.530444496403112697e-02,1.112770819183384330e-01,1.758227441961630055e-01
g4005,1.997927230375095287e-01,1.362823125531395785e-01,1.175153293403073257e-01,1.563275754966277353e-01,1.568886000490023747e-01,1.489908915702072567e-01,1.422715562138230361e-01,1.539424882299281760e-01,1.546062136044476787e-01,1.148894865580425695e-01,1.035865251557674532e-01,1.506438247820097720e-01,2.085053742312176217e-01,1.262005244682969374e-01,1.574004035942194180e-01,1.954484832342767153e-01,1.178171694510880829e-01,3.807518555754672851e-02,1.051629221083034554e-01,1.744646495653717211e-01
g4006,6.595732205737003806e-02,2.907831173536888636e-02,4.200896415576266252e-02,6.928210528714373595e-02,4.480423263024220504e-02,4.441245527596792558e-02,4.381317896710984483e-02,3.590410874108619643e-02,4.913855883515244605e-02,3.260060935004786137e-02,3.044956078125599791e-02,3.577951406209513296e-02,6.180648888507248029e-02,5.965654286958882446e-02,4.554263138511326081e-02,5.306873767086631166e-02,3.254446898819973732e-02,2.026839304532703986e-02,3.223141809391922435e-02,6.350787874119914744e-02
g4007,1.039641692345323887e-01,4.574214925511378704e-02,6.824365434103608907e-02,1.093187715363039131e-01,7.109409444617734164e-02,6.978938847261544065e-02,6.918517050517923594e-02,5.844275557969044049e-02,7.804764788590801139e-02,5.222109492120999286e-02,4.814160677626748430e-02,5.633316487197286004e-02,9.825773779563964916e-02,9.534609143972067047e-02,7.071306999358714651e-02,8.355442385985500930e-02,5.102689010497971078e-02,3.282349384781019924e-02,5.063733297817532564e-02,1.003586388570054944e-01
g4008,1.131845578804475116e-01,7.077167937804026976e-02,1.036399227020819436e-01,1.135362732606100683e-01,1.211140684667946499e-01,9.504108387018454784e-02,8.134789944770538794e-02,1.194475828842446463e-01,9.919883111744283444e-02,8.107786760285445871e-02,6.940720666029653874e-02,7.886227533690814973e-02,1.394113663927135649e-01,8.499220623648380546e-02,5.419910061899350928e-02,1.423696785264307318e-01,7.402472016982263037e-02,5.501000680328880371e-02,7.373575808918150787e-02,1.015481175960472604e-01
g4009,1.630315263579533436e-02,7.504403508426384095e-03,1.311558167122291521e-02,1.541715367407774095e-02,1.184934374229886303e-02,1.023442851266646511e-02,1.217306968256982348e-02,1.203376482392832202e-02,1.249103120036007888e-02,9.412545388510126440e-03,7.317506358663988797e-03,8.571787118674008971e-03,1.637609027729662256e-02,1.650219617489004018e-02,1.036236225561720098e-02,1.174155345791614777e-02,6.700938358314929844e-03,5.684049993469476869e-03,7.170894260677529615e-03,1.599986091199537275e-02
g4010,9.444055370564208296e-02,4.459511450535489502e-02,5.623375878559648544e-02,8.959627691518648462e-02,7.687201903277775250e-02,6.643296056415536055e-02,7.480110781154009070e-02,5.477725633297040458e-02,6.460366169163932193e-02,4.810636858835347363e-02,4.297100353155442615e-02,4.685784099928065605e-02,8.977023631748648480e-02,7.711722736120982247e-02,6.570225619228792224e-02,7.942242446396446942e-02,4.257162108887205948e-02,3.042550246527548491e-02,4.889279975484234209e-02,8.888200662475737035e-02
g4011,1.352097236447701196e-02,6.263739975910623953e-03,1.190349964927246706e-02,1.539198388783962271e-02,1.046684241356488597e-02,9.587388034925276720e-03,8.206304983246395096e-03,1.073999993765132298e-02,1.166151490029374363e-02,8.208924638946690083e-03,7.182423666303993162e-03,8.187190877342742298e-03,1.459733046335047468e-02,1.334946012675735164e-02,7.198795811376080926e-03,1.290730846494319781e-02,7.651939378751007950e-03,5.851519805637493687e-03,7.176601979652911210e-03,1.313416442546517029e-02
g4012,1.448764965699084750e-01,9.659102130707972189e-02,1.052082329070346822e-01,1.015099437468884314e-01,1.107618160286024112e-01,9.736027847918798939e-02,1.121816217637896518e-01,1.286549484797097076e-01,1.134046883561585506e-01,9.062495177203994112e-02,7.012959258979041544e-02,1.035199574978557108e-01,1.547057968460699429e-01,1.127679306278337040e-01,1.096933862146429045e-01,1.192355119789962892e-01,7.039288554865269498e-02,3.050396664585148035e-02,6.534012808547935702e-02,1.312109259760981805e-01
g4013,1.357218305090464039e-01,9.262929966096393464e-02,8.609426700681804823e-02,9.773702884337900909e-02,1.397565112975167612e-01,1.079895506161955149e-01,1.208998581101516090e-01,1.193664189672802300e-01,9.689257069216525298e-02,8.526450206366339990e-02,7.108618549259247688e-02,8.797520795671083527e-02,1.494289745710291606e-01,7.956878871115402596e-02,9.528606252405837085e-02,1.445224334428733548e-01,7.141740830737326740e-02,4.092937836385424771e-02,7.959935238826895687e-02,1.170830629822743330e-01
g4014,1.080714263771058170e-01,4.445398693587027106e-02,5.904817129095141226e-02,1.197819770452885207e-01,8.029694160060012187e-02,7.762674521313062126e-02,7.399629296220533448e-02,4.803075338493470459e-02,7.580518802093640096e-02,4.919079485120272932e-02,5.044930927646472385e-02,5.321970782678647760e-02,9.807345832282848841e-02,8.998188086757447079e-02,7.415751734886032176e-02,9.518861220927235522e-02,5.528987610788108076e-02,3.599596712786807401e-02,5.860521780351494320e-02,1.029273420174035558e-01
g4015,1.057427291192052088e-01,7.416734537145906747e-02,6.912973024621545115e-02,1.018705334675826663e-01,1.198474109313772684e-01,9.894202031871930647e-02,7.698326261570223594e-02,9.570212578223809274e-02,8.568874420170498329e-02,6.831195967455531981e-02,6.740670411586040245e-02,7.930546461304402439e-02,1.253271466982230353e-01,4.933899155381556156e-02,6.255525018429561324e-02,1.511227809288793744e-01,7.922584676548885541e-02,4.220795313151255723e-02,7.810920077371580339e-02,8.777968352718297507e-02
g4016,1.472011956672146862e-02,9.025331311131118417e-03,8.743732600661729276e-03,1.243866823740106230e-02,1.046975074132654691e-02,1.039230887253441912e-02,1.011302826864507627e-02,1.015632357282971257e-02,1.127971983169711451e-02,8.000357821755843535e-03,7.242007870692707128e-03,1.032632691167933645e-02,1.469760390377620671e-02,1.067467773269792017e-02,1.151800686911739167e-02,1.303333502853264159e-02,8.133357541766594173e-03,2.925224710974250533e-03,7.268312687265831781e-03,1.328747043573771588e-02
g4017,4.472722764546625818e-02,2.623691914067540973e-02,3.783388872951339715e-02,4.557556406593904486e-02,4.169884714577947599e-02,3.534670113932923685e-02,3.011266099775137400e-02,4.131784377511339701e-02,3.842097721135867561e-02,2.941508474647570523e-02,2.581478128171163511e-02,3.063728200795132542e-02,5.166391197261825663e-02,3.556972746969078863e-02,2.440020790249415594e-02,5.072835713659754053e-02,2.809348230680831782e-02,1.883708099910684150e-02,2.684220364033289979e-02,4.087501744966533235e-02
g4018,1.090626469059659265e-01,6.563320082175232162e-02,7.422976420164435762e-02,9.540495459837075587e-02,9.653104543604285048e-02,8.233703259158796361e-02,8.303596112476514801e-02,8.680839131503037542e-02,8.331281086481256981e-02,6.501849220746333535e-02,5.660778916993768062e-02,7.044516810283582564e-02,1.162423767600150870e-01,7.877726228837278466e-02,7.368854172492536603e-02,1.090277051273180753e-01,5.974913662313807716e-02,3.424125696047865958e-02,6.046626871940773140e-02,9.828349212211313912e-02
g4019,1.537243751096588895e-01,8.876332794361115053e-02,1.178189236708285931e-01,1.383021925830755228e-01,1.540588026453280635e-01,1.192118957182911609e-01,1.263341428631382657e-01,1.348211190425155082e-01,1.170960148637431170e-01,9.793839980948589041e-02,8.152220801295285979e-02,9.031587117495992745e-02,1.709556571019491822e-01,1.164319450529372052e-01,9.040379872617287926e-02,1.613735962928815326e-01,8.048595942931648095e-02,6.259828326737504334e-02,8.995879578968354884e-02,1.398864275693486037e-01
g4020,9.937857524760854155e-02,5.256683558490424929e-02,7.224904293735132099e-02,1.093399265132101034e-01,1.122465295974594546e-01,8.739628593514134347e-02,7.698802820928028756e-02,7.977450467170876802e-02,7.614613172378291439e-02,6.113642594584418888e-02,5.825708317549439796e-02,5.504944861782555543e-02,1.121849488072371309e-01,6.723052079123735536e-02,4.934979209560893393e-02,1.277464079644424211e-01,6.244899530892090989e-02,5.116346767429087034e-02,7.045432723815986398e-02,8.916506785527031353e-02
g4021,5.881862918052182393e-02,3.131418578487658172e-02,3.679158375564074018e-02,5.809843962941560469e-02,4.957109105993515175e-02,4.453337194026335544e-02,4.211858648875167754e-02,3.886332993179978518e-02,4.400483327331380229e-02,3.190765411531418932e-02,3.005579047457295622e-02,3.519510159822634987e-02,5.956551099225199097e-02,4.389646495584240138e-02,3.946279090509642595e-02,5.849999652235639280e-02,3.284176932618759759e-02,1.937185162191929974e-02,3.335234488671250108e-02,5.388088511537329761e-02
g4022,9.013164800090769924e-02,5.631031197810307948e-02,5.837031478804236700e-02,6.341797204169231927e-02,9.146529721444324190e-02,6.752765768329946350e-02,8.569679704747863724e-02,7.573658462491909826e-02,6.065929899958207028e-02,5.534768741327170116e-02,4.339389959354594123e-02,5.037412816528751003e-02,9.588724396134995498e-02,6.058647472378732302e-02,6.287066364814090924e-02,8.481681045562732002e-02,3.923717965785316480e-02,2.861012306854987877e-02,4.919666396303420952e-02,8.018257080535261261e-02
g4023,7.543752811030325633e-02,5.290174373038227656e-02,4.333269407617856839e-02,6.258759275962925972e-02,7.116881823310682031e-02,6.274414333921181364e-02,5.587122028720079014e-02,6.080437022226178184e-02,5.798169368304616211e-02,4.485567789330054816e-02,4.251225536054183129e-02,5.648265609301190981e-02,8.234227102871936876e-02,3.955958198908142431e-02,5.497819261594339563e-02,8.823145411967117657e-02,4.915539217216076395e-02,1.968226333790165650e-02,4.675177759766986629e-02,6.385631544552494709e-02
g4024,2.238488710372293355e-01,1.128305008993239211e-01,1.466251407573149756e-01,2.546463768004056383e-01,1.612041483468402980e-01,1.688572552250294234e-01,1.238400289886114058e-01,1.372613760373272429e-01,1.844147150477313812e-01,1.171293417238664369e-01,1.204153956871907016e-01,1.488793875631559960e-01,2.255542496437034361e-01,1.798780615803445837e-01,1.462580162255333327e-01,2.297672268896205905e-01,1.446475305381219045e-01,7.287317094990598820e-02,1.269876523626868869e-01,2.082383696331698841e-01
g4025,2.143009410789549762e-01,1.172475344093152905e-01,1.700473445627602720e-01,1.922881492534812276e-01,1.421725816315621005e-01,1.365875419125871237e-01,1.435474700207808596e-01,1.702828583203599422e-01,1.756209371543056841e-01,1.272360177149815530e-01,1.021792474713647952e-01,1.410429899047833391e-01,2.213472790624136377e-01,2.023677236290635228e-01,1.476464436859520613e-01,1.642658747831160504e-01,1.045388477275801531e-01,5.847825579242077465e-02,9.293471275719628055e-02,2.046957098026822575e-01
g4026,2.507897175673302059e-01,1.674458869290208762e-01,1.442554571994856816e-01,2.119518698763207531e-01,2.226800956997190550e-01,2.006618792305984444e-01,1.831721214423384370e-01,1.911869408163486828e-01,1.911742084102867056e-01,1.445683479242529379e-01,1.361623991260792477e-01,1.813394035951960692e-01,2.663536217503906789e-01,1.455837936809095123e-01,1.850878089027565565e-01,2.746739461087701617e-01,1.559295473046067304e-01,6.325829466176011162e-02,1.479766534069880402e-01,2.165303206639694333e-01
g4027,1.289909508029690455e-01,5.221773926617319372e-02,6.528657738443582881e-02,1.496319034966072659e-01,1.059800290427786312e-01,9.925593912152370912e-02,8.941542876682888330e-02,5.343119156493721100e-02,8.857708969714711555e-02,5.746317520726725026e-02,6.295140706090027183e-02,6.120605611449165401e-02,1.178354577942100079e-01,9.879041341697875067e-02,8.521340824345144394e-02,1.273794144858158561e-01,7.077033460755180472e-02,4.776957161905719812e-02,7.739907733932346878e-02,1.210951571549531702e-01
g4028,1.121833977380665981e-01,5.431490319063304179e-02,6.522283218338759125e-02,1.130446040753510795e-01,9.407454945306907568e-02,8.354894300607662583e-02,8.373052972343852929e-02,6.456388545072455631e-02,7.923824760214515095e-02,5.704372268096746801e-02,5.452198146152139463e-02,5.952097987861298956e-02,1.086273558398283684e-01,8.594919073896152562e-02,7.608271969320762329e-02,1.059483549176381684e-01,5.796634499964690990e-02,3.782603808254033501e-02,6.293039310597936531e-02,1.040971391579807170e-01
g4029,1.013516416949284960e-01,5.717511379621939560e-02,9.158678452625629296e-02,1.100233616656877689e-01,1.032625664406500166e-01,8.344833174101402851e-02,6.923796017477226727e-02,9.812837828841698695e-02,8.832770903198992885e-02,6.916130382597164561e-02,6.084401688191981572e-02,6.643976456941894093e-02,1.209069211005405903e-01,8.191236491152129040e-02,4.751145675905489585e-02,1.234698313607536652e-01,6.539250402870411261e-02,5.072179914607791856e-02,6.518153014987518312e-02,9.300863383322144351e-02
g4030,7.714867854730839136e-02,5.299717853329486555e-02,6.577036109882808401e-02,5.832436540824963156e-02,7.067374102346550557e-02,5.663464504171404623e-02,6.042156065189964453e-02,8.087772289885822308e-02,6.421469775337157460e-02,5.399823201384974791e-02,4.164166021525706612e-02,5.630084795555063970e-02,9.027386103702630948e-02,5.929898260707089364e-02,4.926177043640996012e-02,7.667673628657817320e-02,4.167223635080986865e-02,2.474913983795452507e-02,4.018514832551882410e-02,6.920647946723948452e-02
g4031,1.351159392512831237e-01,7.315622471660539194e-02,1.030348264274220244e-01,1.305215796467089628e-01,9.473117490925508921e-02,9.191237306457883394e-02,8.662427213691992200e-02,1.028791345652932260e-01,1.113511766169900663e-01,7.862828721327161374e-02,6.770234448039769148e-02,8.968669359193315316e-02,1.401926736411694963e-01,1.208195637098545550e-01,9.035579809247071270e-02,1.167725700575622388e-01,7.299664164109628817e-02,4.022233400260727398e-02,6.507427081545592851e-02,1.276486954486903413e-01
g4032,1.496082779453886680e-01,9.721440244468765313e-02,9.705682117585115454e-02,1.129496303626313092e-01,1.447374381802959964e-01,1.148298281744598165e-01,1.285728796568768040e-01,1.263611379432043880e-01,1.080523660024650945e-01,9.187567249603879882e-02,7.643643971002368753e-02,9.514426204580576918e-02,1.614789652746164428e-01,9.693269292765790968e-02,1.050894087709181024e-01,1.505255933923417833e-01,7.664871603378606291e-02,4.453356522628654224e-02,8.387157061576135109e-02,1.316773361386844587e-01
g4033,5.037974281410895205e-02,2.598269154254944507e-02,2.936829287625679352e-02,5.561172258277195107e-02,4.568049613241544071e-02,4.151116865805048323e-02,3.394827068823801780e-02,3.060068243357463857e-02,3.799397616892960516e-02,2.641043439626255748e-02,2.761974044341717824e-02,3.012109323008951497e-02,5.138610962677838540e-02,3.407546248201219485e-02,3.181182133392863876e-02,5.776810201105943288e-02,3.206990688111115845e-02,1.899195067677600379e-02,3.241228136503679358e-02,4.546411149111211775e-02
g4034,1.190412087351233328e-01,7.253839240628233431e-02,8.787834009809347702e-02,1.080533512125226026e-01,1.072824588031611320e-01,9.135078456283471371e-02,8.717889307172491109e-02,1.016477959689344041e-01,9.517718198756838777e-02,7.407458772186616136e-02,6.436655715790687293e-02,7.996584243457333097e-02,1.311632407834386060e-01,8.788270741307836753e-02,7.586544533599386131e-02,1.247498634660960531e-01,6.883739245673763107e-02,4.077290102895030771e-02,6.764169872765693481e-02,1.073653676389826755e-01
g4035,7.363827669237769935e-02,3.974374577010422044e-02,3.157785248868003047e-02,7.958568214905623051e-02,8.533529124799649201e-02,6.936863804860496363e-02,5.994314535760637830e-02,4.067482489761450881e-02,4.823293730696399245e-02,3.716441029242895100e-02,4.215106257061407291e-02,3.859833328127654228e-02,7.541466859540893464e-02,3.303925151814301325e-02,4.571300808792450043e-02,9.999553734974100938e-02,4.857261368072243735e-02,3.176075259018778379e-02,5.668022990161723784e-02,6.276577118634356356e-02
g4036,5.817187838509590980e-02,2.179075398716187259e-02,4.467337072662532632e-02,6.875902551451683331e-02,4.520245349556324677e-02,4.063083894134091045e-02,3.865579109338524583e-02,3.554102175512528772e-02,4.509022047310280723e-02,3.102425708855502395e-02,2.834556565849336365e-02,2.776958430607982115e-02,5.755840151501200042e-02,5.791417186577542398e-02,3.219718347371854777e-02,5.137721003959543065e-02,2.899806958754394190e-02,2.584031281757832865e-02,3.097171585372481342e-02,5.744999451451400507e-02
g4037,2.564661989437270161e-03,1.562726938765260365e-03,1.935772246928506605e-03,2.265023555615277000e-03,1.986047551477917485e-03,1.824353264003279653e-03,1.753054888217137411e-03,2.159003979887925626e-03,2.108657712168659874e-03,1.572271810869821243e-03,1.331552296009400754e-03,1.810117200665683048e-03,2.763428830024304561e-03,2.069039888272844116e-03,1.745996963179244571e-03,2.392497254472029759e-03,1.434397544765243998e-03,7.301689818869266978e-04,1.294892333003659982e-03,2.351985892890192352e-03
g4038,9.895154886754325974e-02,4.288028927648560723e-02,8.228236268713108592e-02,1.089091443997272646e-01,8.762776875225926354e-02,7.164034474684088938e-02,7.214109390175085790e-02,7.482476342306572381e-02,7.766284505623920198e-02,5.882997435492223065e-02,5.026035090674029621e-02,4.953908408918444861e-02,1.047419659094792482e-01,9.445478496807416247e-02,5.157693446518125946e-02,9.386869716865652025e-02,4.923812438896935095e-02,4.672577555094993562e-02,5.476015893335085816e-02,9.596342115615488777e-02
g4039,9.837129827005929028e-02,7.096008714508385273e-02,7.691265237783903586e-02,7.126383993081218671e-02,9.937896896405117031e-02,7.728156359957269461e-02,8.171994168884738619e-02,1.024094742154990911e-01,7.870110368342787821e-02,6.849606198349036945e-02,5.461059328110087763e-02,7.180580275457799921e-02,1.159314697621770252e-01,6.414125057051076051e-02,6.399233792320685454e-02,1.073255604713659606e-01,5.553815650383568669e-02,3.172444167526537045e-02,5.621279517984099916e-02,8.542624658749030375e-02
g4040,6.580550026716114331e-02,3.666561896121316166e-02,4.187916568246169424e-02,6.829810625897950183e-02,6.293681226650957306e-02,5.447506948457336851e-02,4.682028840627586869e-02,4.687684459509669499e-02,5.042454226157640912e-02,3.735252933680694581e-02,3.667163197769875149e-02,4.083284819252980258e-02,7.007582378170479354e-02,4.386088385949377111e-02,4.058173117438748645e-02,7.658069548368796886e-02,4.135973455552591216e-02,2.535322839622005872e-02,4.227074495969882634e-02,5.883183611278169911e-02
g4041,8.594978924171593759e-02,5.128063716075540596e-02,7.698108947628935772e-02,7.013798919953594113e-02,6.730737292515906467e-02,5.625727165789657508e-02,6.418557370045920030e-02,8.331298387342937761e-02,7.166491914186001733e-02,5.748669899160471775e-02,4.255575970883500314e-02,5.733795402540565328e-02,9.568340374737009657e-02,8.049825993471959595e-02,5.457982682280711206e-02,7.024671238905159931e-02,4.040971452991530544e-02,2.758730901858196666e-02,3.851956236482803608e-02,8.123505671014077945e-02
g4042,7.028011103618317379e-02,4.667228557064332511e-02,6.381290138736023243e-02,6.142992694158672107e-02,6.663808660282782848e-02,5.408281215499452510e-02,5.076530223662206048e-02,7.522133335569194945e-02,6.155625920496012038e-02,5.020891230491218021e-02,4.047667109280399939e-02,5.205056617226010846e-02,8.467226008935072046e-02,5.528506870527227779e-02,3.982723678547953061e-02,7.717455701384198785e-02,4.227279100785582416e-02,2.712201367128417098e-02,3.973928170300781992e-02,6.335790771599029980e-02
g4043,6.677470115507079529e-02,3.495519001927632763e-02,4.415372242787587304e-02,6.455620200645471873e-02,5.764009835504166346e-02,4.969038639099644661e-02,5.011726567995044429e-02,4.627823383417822151e-02,4.951489631244476025e-02,3.722029621700075758e-02,3.351096125730906872e-02,3.818883642203146911e-02,6.819480527102365908e-02,5.206748409401216332e-02,4.362611136599944123e-02,6.436605750863649833e-02,3.502137444261051863e-02,2.324711594772844309e-02,3.709669671197243085e-02,6.170732987574539807e-02
g4044,2.562656258351959093e-01,1.337002301412961447e-01,1.610083667800787932e-01,2.872458032256922644e-01,1.994310030887005980e-01,2.004419312504573392e-01,1.493140420544588065e-01,1.590059424703177959e-01,2.071601924992112487e-01,1.349219510573330671e-01,1.402291949764141454e-01,1.697914045936323169e-01,2.607525762824753901e-01,1.913631434189094760e-01,1.671540471915450299e-01,2.768906596287562527e-01,1.683614951827797634e-01,8.547686673771645594e-02,1.525143098489279425e-01,2.347407314193563355e-01
