,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125,c126,c127,c128,c129,c130,c131
g1,7.614366714545096340e-05,3.777035259370536453e-05,1.979021342999686241e-04,1.014779289644788726e-04,5.645461999836696239e-05,1.034406436719969273e-04,2.787409588831981245e-03,2.275457322935421287e-03,1.153552354828434393e-03,2.493576019979897463e-03,2.478540838001476801e-03,1.321935270176383213e-03,1.634719777781855603e-03,2.260914375358770694e-03,1.930350508402968544e-03,9.245933503745825668e-04,1.157883847251987277e-03,1.642912413358636444e-03,7.858776346884589455e-04,6.581746973853469301e-04,3.098032542797805964e-04,1.061258861880100095e-03,9.004538462116396663e-04,6.513094973287117222e-04,1.064169729741492720e-03,4.836860472953988157e-04,4.535138660345733796e-04,6.054367763029053088e-04,4.348738923629261286e-04,3.972433534636943264e-04,1.882276056712292741e-04,1.144441130268485400e-03,5.033889498767995163e-04,1.137159867677037641e-03,7.646162435728746237e-04,5.823891884075762127e-04,4.460384921763988668e-04,1.105318399244611347e-04,8.815051795893652812e-04,1.351503284529931076e-03,6.683118064027062126e-04,1.183171013804436332e-03,7.442994107208081907e-04,5.028201345781543527e-04,5.368891948457366883e-04,1.169002971611424278e-03,4.793263814065956219e-04,8.173971847287404228e-04,2.317692013396091522e-04,3.165523206288954508e-04,4.159057798225922935e-04,3.839983921316158393e-04,3.270180256351753979e-04,6.535658157530070764e-04,6.776196557477178091e-04,9.541820856086771904e-04,5.837149306931229808e-04,1.031374629162069064e-03,3.891317975491425849e-04,1.504129764636990760e-03,3.058356083398566403e-04,2.253194842370100028e-04,7.720627944807459571e-04,5.329035078141109013e-04,9.018920220292007874e-04,3.080576197174620073e-04,1.006414605189427398e-03,1.156785367369401411e-03,4.777317900460093642e-04,8.754647658908526432e-04,6.990305601933739007e-04,4.697591461390118479e-04,9.790353998817861655e-04,1.321545959900850137e-03,8.168528391116800609e-04,2.762362956711513157e-04,7.227062707832929665e-04,9.029465197912862505e-04,7.102329024958832417e-04,2.813446114407890542e-04,8.775414863981805414e-04,1.217243711682357375e-03,8.736703920545155905e-04,3.567075528476738346e-04,6.007798599309692759e-04,8.108664478550114702e-04,6.345403502355982878e-04,5.098650846137524990e-04,5.746009354920782056e-04,7.635823797392484640e-04,5.899050936442997231e-04,4.020647503084198780e-04,8.546177318399377247e-04,1.350404205136100308e-03,5.074702619056128570e-04,2.973146575976449231e-04,7.031531031591994798e-04,4.574315543823876578e-04,1.436228613434504479e-03,4.764959332080398262e-04,5.662017887836893072e-04,5.725312668981092290e-04,2.956149309671912825e-04,8.269935985911768851e-04,7.791629860131561247e-04,1.001715487655885318e-03,5.535206949447591274e-04,2.960010245834854758e-04,6.905324691798787537e-04,5.092023912273405031e-04,7.224216321183512613e-04,4.309469005595382681e-04,8.768080553556768277e-04,6.312627859876373355e-04,8.683165723238267302e-04,1.851316347356350266e-03,6.734805947341996691e-04,5.880860922235476261e-04,6.240811988250574011e-04,4.009145693904771950e-04,5.454364978341120964e-04,2.007815175044991610e-04,3.978742146881264269e-04,4.225660102892213853e-04,6.436688348955741344e-04,1.335850190244658973e-03,1.260730211798961886e-03,6.831655768352308490e-04,6.031031607374181831e-04,7.604969309836094767e-04,6.500558230803245687e-04
g2,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
g3,1.546842598363578833e-03,8.772974565068578957e-04,4.087083671489624356e-03,2.346690254500185917e-03,1.414196682027700968e-03,2.239727010349017600e-03,6.401740690330892658e-02,5.737156490724391877e-02,2.819378450240716052e-02,5.288286001634849576e-02,6.372786576309293072e-02,3.883625276960204348e-02,4.706972060548668402e-02,4.262301162712674868e-02,5.799776525737059679e-02,2.098602302852271839e-02,2.731922818115359308e-02,3.965708923339642672e-02,1.715144858865950972e-02,1.522846138673933543e-02,1.010718184586543653e-02,2.388983415339388655e-02,2.360599827768750797e-02,1.329119070712408458e-02,2.582890838098337791e-02,1.244455883688078135e-02,1.007314673287546675e-02,1.337126817307029460e-02,1.125787881690784066e-02,1.045208376139205794e-02,4.441716645375144018e-03,1.996434073099534121e-02,1.381267680708124501e-02,2.511606660830939183e-02,2.059743393192318625e-02,1.240779200031390250e-02,1.109628937901429441e-02,2.508723922449216000e-03,2.188105233567490260e-02,3.277945955568471736e-02,1.554593450055645129e-02,2.866222561308745184e-02,1.899476612709408152e-02,1.055271315838265597e-02,1.351321718456202636e-02,2.740501951807290670e-02,1.021423079591465832e-02,1.937472887579565900e-02,6.142071037585067686e-03,7.460633301474792548e-03,7.234814702493434085e-03,9.558930036244943015e-03,7.016210790682612421e-03,1.527453943428106094e-02,1.829995130790169899e-02,1.701277962217303055e-02,1.599852937873215419e-02,2.487395002659883309e-02,9.518822381338224586e-03,2.983991514863762462e-02,6.645202039902661263e-03,4.524259897700022917e-03,1.428397108994746909e-02,1.269489560411121709e-02,2.112904922829170196e-02,7.819879263688834722e-03,2.154852643913924073e-02,2.691513203537491961e-02,1.184038076079278225e-02,1.821160553677795071e-02,1.410982828197746008e-02,9.304347973546456263e-03,1.975250534814039505e-02,2.764827395429541451e-02,2.088011249623429599e-02,5.909800319545880851e-03,1.300748310848894897e-02,1.657686413282637508e-02,1.438251414091168759e-02,8.826213502657258986e-03,1.987121595217419129e-02,2.499058953058803240e-02,1.969373108140328593e-02,7.838966452127409459e-03,1.595220336271322564e-02,1.752300229607700946e-02,1.279341840033253706e-02,1.597170240936185079e-02,1.402058781560241822e-02,1.619523388842677991e-02,1.358366734447037476e-02,7.976911225043572043e-03,1.965513364934258489e-02,3.201708638297424275e-02,2.006486061754174724e-02,7.116646163088016092e-03,1.671938891682477404e-02,1.254473284470461122e-02,3.050945218850518309e-02,1.390290401639353995e-02,1.501647139749317031e-02,1.335909782470312730e-02,7.178603316779356633e-03,1.859551337366152982e-02,1.582680743967703266e-02,2.514948769658743519e-02,1.087416385051284337e-02,6.492908666030651130e-03,1.255848383580155346e-02,1.083555391490595085e-02,1.429319403954590860e-02,6.901773705501016050e-03,2.233037087009316635e-02,1.239510458062814853e-02,1.786674767402431085e-02,3.582037197044340981e-02,1.669461548899374773e-02,1.389462044938590338e-02,2.153080978490527070e-02,1.009942310545250063e-02,1.332937289784635014e-02,4.467674818037876625e-03,1.050893299709589924e-02,1.113198175591478475e-02,1.370660213574718608e-02,2.675441305898163674e-02,2.751352691576192111e-02,1.437355809068787370e-02,1.375911688223431344e-02,2.305799818549751981e-02,1.421750269560199433e-02
g4,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
g5,7.122586322676561013e-04,4.155065806776427994e-04,1.859791197059269905e-03,1.086862139516357522e-03,6.496177882893072134e-04,1.045853755915710252e-03,3.104151648245458139e-02,2.642862374742924875e-02,1.311849429508810463e-02,2.331878027790001973e-02,2.776074498182186379e-02,1.858938078164898422e-02,2.255206392568300661e-02,1.684488648058901639e-02,2.697267239622825469e-02,9.528898999552950014e-03,1.302325308847700203e-02,1.858514758399612207e-02,7.112214284618695315e-03,7.115520265616693749e-03,4.967644342077112522e-03,1.120232874389520163e-02,1.102751375082503850e-02,6.273748033170973779e-03,1.199430163046028355e-02,5.895460644060863606e-03,4.718142145594882327e-03,6.389718547232662790e-03,4.983370360288097087e-03,4.968839668868918653e-03,1.958278945683762130e-03,8.983444077307046333e-03,6.598189905169155739e-03,1.116840247222379220e-02,9.753593057167180350e-03,5.730698167629990833e-03,5.137383206653897694e-03,1.154291867630444050e-03,1.036433328018431313e-02,1.491684535914084529e-02,7.339016981694535847e-03,1.358056682101073560e-02,9.542081721988282528e-03,4.816172840055824890e-03,6.146287758043890957e-03,1.221744780437675724e-02,4.290899409448373572e-03,8.820929063108983240e-03,2.891745072685937817e-03,3.358654679287221070e-03,3.272433025544761558e-03,4.716072980000428870e-03,3.083800054340679348e-03,7.137669204503267750e-03,8.655675345744679242e-03,7.646071972632463229e-03,7.394707546030885800e-03,1.169740495037511346e-02,4.647569560507137931e-03,1.339575113075242713e-02,3.062488957035780415e-03,1.974776671198203923e-03,6.387645449845988539e-03,5.679903426340032757e-03,9.949138993366345510e-03,3.677977844935387958e-03,9.682785331380207305e-03,1.218302373469659118e-02,5.314530101248875205e-03,7.946412712910109338e-03,6.555161413914728334e-03,4.552056501596249416e-03,8.345168897647463335e-03,1.275266305281603021e-02,9.998835340014035344e-03,2.896157419818743035e-03,5.554014159556623469e-03,7.256906151129291840e-03,6.929333580436845483e-03,4.262021691704713858e-03,9.434128926125459266e-03,1.096521397405213899e-02,8.765917660217894050e-03,3.751330950953374842e-03,7.392740756516583828e-03,7.709905584734354222e-03,5.726206474949358666e-03,7.869120080076896784e-03,6.397292698755871476e-03,7.741686047880754276e-03,6.643417886897085706e-03,3.231038420254134323e-03,8.825559799756856408e-03,1.497902118616119098e-02,9.111172627796168197e-03,3.543411963130916383e-03,7.567230143589448801e-03,5.994212887213488938e-03,1.357251033538186581e-02,6.062388243761054028e-03,6.789213540903530839e-03,6.313469400286666165e-03,3.238510431814756261e-03,8.263997336638160413e-03,6.741149184079368167e-03,1.226866640615681750e-02,4.645730225048298398e-03,2.984337035638443686e-03,4.980691042211990611e-03,5.299386310098908905e-03,5.847773731874387169e-03,2.928551046242500872e-03,1.069474820856558886e-02,5.876033734525540342e-03,8.520474145806629027e-03,1.694752611276235943e-02,7.781187137173467203e-03,6.337640334562702482e-03,1.061151611058658295e-02,4.759265499244495073e-03,5.751178010083539058e-03,2.111746479843496817e-03,5.011153514008617749e-03,5.499570298840419924e-03,5.762926549275247494e-03,1.259957762659531105e-02,1.233266316209567781e-02,6.220154684105865146e-03,6.623720912766870375e-03,1.083346304449628490e-02,5.848362126255673629e-03
g6,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
g7,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
g8,1.040525837915469366e-05,5.854953170336462675e-06,3.318078294749404647e-05,1.461166081879374797e-05,1.066858855341183430e-05,1.594894568302959671e-05,3.356666942415922547e-04,3.686628709564989943e-04,1.867304940639161854e-04,4.091423983347523699e-04,4.528713221640505177e-04,2.684500940996426216e-04,3.373579984949535374e-04,4.054646647955554846e-04,4.126791799236270470e-04,1.410356593069190037e-04,1.670558999168017143e-04,2.315272948017912491e-04,1.632232172176980851e-04,1.158040701931495559e-04,5.091802023260822124e-05,1.244661949623314054e-04,1.519699593559031576e-04,9.045434043788652483e-05,1.737098925976356427e-04,8.428165891727622564e-05,6.809886777401833033e-05,9.811663313368666664e-05,8.410608120362513386e-05,6.386801381389129372e-05,3.265430277783972250e-05,1.781773701887720096e-04,9.631174259390163316e-05,1.923055816488466368e-04,1.270031145391376588e-04,8.754776071713351216e-05,7.091399617574061518e-05,1.743032437022236383e-05,1.227056010491746492e-04,2.077849582629587581e-04,1.152020268583951051e-04,1.645690103772415628e-04,1.094351455007803813e-04,7.442334451580435528e-05,9.991785812095223848e-05,2.081730863211887501e-04,9.754852321032236602e-05,1.544843856248717499e-04,4.315871576882822992e-05,5.991273040674141494e-05,6.010286866643618786e-05,4.947641382327104564e-05,5.083751887005527392e-05,1.206149142906248794e-04,9.915284940870617485e-05,1.494309956159895381e-04,1.243906294007313151e-04,1.754030547989348136e-04,4.952723167931338371e-05,2.250725831263823478e-04,4.769502345143239544e-05,4.086396377627726892e-05,1.225602940700770650e-04,8.906411277344806392e-05,1.278096989948632883e-04,5.092332722319514130e-05,1.424489914890467775e-04,2.067815217669055172e-04,9.493081654003380371e-05,1.440537734605832037e-04,1.083145519503650044e-04,7.129312819775273009e-05,1.758439274702061758e-04,2.020156285050477799e-04,1.239799316180599585e-04,3.762377271229997734e-05,9.808432730494008665e-05,1.123941339570947877e-04,9.680013978722170969e-05,5.454381991389987256e-05,1.270583201149338981e-04,1.856780717703795632e-04,1.470061089154176546e-04,4.918883085260986076e-05,1.077717771151966917e-04,1.363281904763295196e-04,8.996756219521297800e-05,9.595042513448767360e-05,1.014993127666039691e-04,1.106992980241727824e-04,9.084201645393581107e-05,7.379892769421521651e-05,1.319703510898918310e-04,2.375993105730792574e-04,1.369316800672815354e-04,3.852411638650585327e-05,1.191647473880601179e-04,8.069556165237357515e-05,2.287431685685222069e-04,1.086291723503041737e-04,1.112458576685295363e-04,8.735494600171129652e-05,4.446094448040976597e-05,1.507592989024901455e-04,1.506437344248455924e-04,1.557578677222237382e-04,9.059374415692553867e-05,4.861999007328858861e-05,1.255252177250029320e-04,6.813569722118100131e-05,1.195608806822898309e-04,5.889033730850052142e-05,1.363218846209102273e-04,8.546750510841037967e-05,1.234571639302732668e-04,2.607859847142785740e-04,1.220655148670646907e-04,9.494776161521202953e-05,1.299770224921924949e-04,6.484489913981914965e-05,1.068720296099861372e-04,2.875403954872451747e-05,6.454325059851960533e-05,6.919507134764326522e-05,1.239772486081748950e-04,1.853150087437018044e-04,2.066106934500251604e-04,1.094560394983798310e-04,1.020556840202278403e-04,1.332062095542997735e-04,1.330214164110690234e-04
